Id	GroupId	FixAttrId	FixAttrLevel	Ability	FightEvent	FightEventLevel	EffectType	EffectValue
681	301	4	80	213	2230267	81	8	1606
682	301	4	81	214	2230267	82	8	1611
683	301	4	82	214	2230267	83	8	1616
684	301	4	83	215	2230267	84	8	1620
685	301	4	84	216	2230267	85	8	1625
686	301	4	85	216	2230267	86	8	1629
687	301	4	86	217	2230267	87	8	1633
688	301	4	87	217	2230267	88	8	1638
689	301	4	88	218	2230267	89	8	1642
690	301	4	89	218	2230267	90	8	1646
691	301	4	90	219	2230267	91	8	1650
692	301	4	91	220	2230267	92	8	1654
693	301	4	92	220	2230267	93	8	1658
694	301	4	93	221	2230267	94	8	1662
695	301	4	94	221	2230267	95	8	1666
696	301	4	95	222	2230267	96	8	1670
697	301	4	96	222	2230267	97	8	1673
698	301	4	97	223	2230267	98	8	1677
699	301	4	98	223	2230267	99	8	1681
700	301	4	99	224	2230267	100	8	1684
701	302	4	0	0	2230268	1	8	388
702	302	4	1	51	2230268	2	8	450
703	302	4	2	60	2230268	3	8	509
704	302	4	3	67	2230268	4	8	566
705	302	4	4	75	2230268	5	8	620
706	302	4	5	82	2230268	6	8	671
707	302	4	6	89	2230268	7	8	721
708	302	4	7	96	2230268	8	8	769
709	302	4	8	102	2230268	9	8	815
710	302	4	9	108	2230268	10	8	859
711	302	4	10	114	2230268	11	8	901
712	302	4	11	120	2230268	12	8	942
713	302	4	12	125	2230268	13	8	981
714	302	4	13	130	2230268	14	8	1019
715	302	4	14	135	2230268	15	8	1056
716	302	4	15	140	2230268	16	8	1091
717	302	4	16	145	2230268	17	8	1125
718	302	4	17	150	2230268	18	8	1158
719	302	4	18	154	2230268	19	8	1190
720	302	4	19	158	2230268	20	8	1221
721	302	4	20	162	2230268	21	8	1251
722	302	4	21	166	2230268	22	8	1280
723	302	4	22	170	2230268	23	8	1308
724	302	4	23	174	2230268	24	8	1335
725	302	4	24	178	2230268	25	8	1362
726	302	4	25	181	2230268	26	8	1388
727	302	4	26	185	2230268	27	8	1412
728	302	4	27	188	2230268	28	8	1437
729	302	4	28	191	2230268	29	8	1460
730	302	4	29	194	2230268	30	8	1483
731	302	4	30	197	2230268	31	8	1505
732	302	4	31	200	2230268	32	8	1527
733	302	4	32	203	2230268	33	8	1548
734	302	4	33	206	2230268	34	8	1568
735	302	4	34	209	2230268	35	8	1588
736	302	4	35	211	2230268	36	8	1608
737	302	4	36	214	2230268	37	8	1627
738	302	4	37	216	2230268	38	8	1645
739	302	4	38	219	2230268	39	8	1663
740	302	4	39	221	2230268	40	8	1681
741	302	4	40	224	2230268	41	8	1698
742	302	4	41	226	2230268	42	8	1715
743	302	4	42	228	2230268	43	8	1731
744	302	4	43	230	2230268	44	8	1747
745	302	4	44	232	2230268	45	8	1763
746	302	4	45	235	2230268	46	8	1778
747	302	4	46	237	2230268	47	8	1793
748	302	4	47	239	2230268	48	8	1808
749	302	4	48	241	2230268	49	8	1822
750	302	4	49	242	2230268	50	8	1836
751	302	4	50	244	2230268	51	8	1850
752	302	4	51	246	2230268	52	8	1863
753	302	4	52	248	2230268	53	8	1876
754	302	4	53	250	2230268	54	8	1889
755	302	4	54	251	2230268	55	8	1901
756	302	4	55	253	2230268	56	8	1914
757	302	4	56	255	2230268	57	8	1926
758	302	4	57	256	2230268	58	8	1938
759	302	4	58	258	2230268	59	8	1949
760	302	4	59	259	2230268	60	8	1960
761	302	4	60	261	2230268	61	8	1972
762	302	4	61	262	2230268	62	8	1982
763	302	4	62	264	2230268	63	8	1993
764	302	4	63	265	2230268	64	8	2004
765	302	4	64	267	2230268	65	8	2014
766	302	4	65	268	2230268	66	8	2024
767	302	4	66	269	2230268	67	8	2034
768	302	4	67	271	2230268	68	8	2044
769	302	4	68	272	2230268	69	8	2053
770	302	4	69	273	2230268	70	8	2063
771	302	4	70	275	2230268	71	8	2072
772	302	4	71	276	2230268	72	8	2081
773	302	4	72	277	2230268	73	8	2090
774	302	4	73	278	2230268	74	8	2099
775	302	4	74	279	2230268	75	8	2107
776	302	4	75	280	2230268	76	8	2116
777	302	4	76	282	2230268	77	8	2124
778	302	4	77	283	2230268	78	8	2132
779	302	4	78	284	2230268	79	8	2140
780	302	4	79	285	2230268	80	8	2148
781	302	4	80	286	2230268	81	8	2156
782	302	4	81	287	2230268	82	8	2164
783	302	4	82	288	2230268	83	8	2171
784	302	4	83	289	2230268	84	8	2179
785	302	4	84	290	2230268	85	8	2186
786	302	4	85	291	2230268	86	8	2193
787	302	4	86	292	2230268	87	8	2200
788	302	4	87	293	2230268	88	8	2207
789	302	4	88	294	2230268	89	8	2214
790	302	4	89	295	2230268	90	8	2221
791	302	4	90	296	2230268	91	8	2227
792	302	4	91	296	2230268	92	8	2234
793	302	4	92	297	2230268	93	8	2241
794	302	4	93	298	2230268	94	8	2247
795	302	4	94	299	2230268	95	8	2253
796	302	4	95	300	2230268	96	8	2259
797	302	4	96	301	2230268	97	8	2265
798	302	4	97	302	2230268	98	8	2271
799	302	4	98	302	2230268	99	8	2277
800	302	4	99	303	2230268	100	8	2283
801	303	4	0	0	2230269	1	8	582
802	303	4	1	77	2230269	2	8	646
803	303	4	2	86	2230269	3	8	708
804	303	4	3	94	2230269	4	8	767
805	303	4	4	102	2230269	5	8	825
806	303	4	5	110	2230269	6	8	881
807	303	4	6	117	2230269	7	8	935
808	303	4	7	124	2230269	8	8	988
809	303	4	8	131	2230269	9	8	1039
810	303	4	9	138	2230269	10	8	1089
811	303	4	10	145	2230269	11	8	1137
812	303	4	11	151	2230269	12	8	1184
813	303	4	12	157	2230269	13	8	1230
814	303	4	13	163	2230269	14	8	1274
815	303	4	14	169	2230269	15	8	1317
816	303	4	15	175	2230269	16	8	1359
817	303	4	16	181	2230269	17	8	1400
818	303	4	17	186	2230269	18	8	1440
819	303	4	18	191	2230269	19	8	1478
820	303	4	19	197	2230269	20	8	1516
821	303	4	20	202	2230269	21	8	1553
822	303	4	21	207	2230269	22	8	1589
823	303	4	22	211	2230269	23	8	1624
824	303	4	23	216	2230269	24	8	1658
825	303	4	24	221	2230269	25	8	1692
826	303	4	25	225	2230269	26	8	1724
827	303	4	26	229	2230269	27	8	1756
828	303	4	27	234	2230269	28	8	1787
829	303	4	28	238	2230269	29	8	1818
830	303	4	29	242	2230269	30	8	1848
831	303	4	30	246	2230269	31	8	1877
832	303	4	31	250	2230269	32	8	1905
833	303	4	32	254	2230269	33	8	1933
834	303	4	33	257	2230269	34	8	1960
835	303	4	34	261	2230269	35	8	1987
836	303	4	35	264	2230269	36	8	2013
837	303	4	36	268	2230269	37	8	2038
838	303	4	37	271	2230269	38	8	2063
839	303	4	38	275	2230269	39	8	2088
840	303	4	39	278	2230269	40	8	2112
841	303	4	40	281	2230269	41	8	2136
842	303	4	41	284	2230269	42	8	2159
843	303	4	42	287	2230269	43	8	2181
844	303	4	43	290	2230269	44	8	2203
845	303	4	44	293	2230269	45	8	2225
846	303	4	45	296	2230269	46	8	2246
847	303	4	46	299	2230269	47	8	2267
848	303	4	47	302	2230269	48	8	2288
849	303	4	48	305	2230269	49	8	2308
850	303	4	49	307	2230269	50	8	2328
851	303	4	50	310	2230269	51	8	2347
852	303	4	51	312	2230269	52	8	2366
853	303	4	52	315	2230269	53	8	2385
854	303	4	53	318	2230269	54	8	2404
855	303	4	54	320	2230269	55	8	2422
856	303	4	55	322	2230269	56	8	2439
857	303	4	56	325	2230269	57	8	2457
858	303	4	57	327	2230269	58	8	2474
859	303	4	58	329	2230269	59	8	2491
860	303	4	59	332	2230269	60	8	2507
861	303	4	60	334	2230269	61	8	2524
862	303	4	61	336	2230269	62	8	2540
863	303	4	62	338	2230269	63	8	2556
864	303	4	63	340	2230269	64	8	2571
865	303	4	64	342	2230269	65	8	2586
866	303	4	65	344	2230269	66	8	2601
867	303	4	66	346	2230269	67	8	2616
868	303	4	67	348	2230269	68	8	2631
869	303	4	68	350	2230269	69	8	2645
870	303	4	69	352	2230269	70	8	2659
871	303	4	70	354	2230269	71	8	2673
872	303	4	71	356	2230269	72	8	2687
873	303	4	72	358	2230269	73	8	2700
874	303	4	73	360	2230269	74	8	2714
875	303	4	74	361	2230269	75	8	2727
876	303	4	75	363	2230269	76	8	2740
877	303	4	76	365	2230269	77	8	2752
878	303	4	77	366	2230269	78	8	2765
879	303	4	78	368	2230269	79	8	2777
880	303	4	79	370	2230269	80	8	2789
881	303	4	80	371	2230269	81	8	2801
882	303	4	81	373	2230269	82	8	2813
883	303	4	82	375	2230269	83	8	2825
884	303	4	83	376	2230269	84	8	2836
885	303	4	84	378	2230269	85	8	2847
886	303	4	85	379	2230269	86	8	2859
887	303	4	86	381	2230269	87	8	2870
888	303	4	87	382	2230269	88	8	2880
889	303	4	88	384	2230269	89	8	2891
890	303	4	89	385	2230269	90	8	2902
891	303	4	90	386	2230269	91	8	2912
892	303	4	91	388	2230269	92	8	2922
893	303	4	92	389	2230269	93	8	2933
894	303	4	93	391	2230269	94	8	2943
895	303	4	94	392	2230269	95	8	2952
896	303	4	95	393	2230269	96	8	2962
897	303	4	96	394	2230269	97	8	2972
898	303	4	97	396	2230269	98	8	2981
899	303	4	98	397	2230269	99	8	2991
900	303	4	99	398	2230269	100	8	3000
901	401	2	0	0	2230270	1	3	179
902	401	2	1	25	2230270	2	3	236
903	401	2	2	34	2230270	3	3	290
904	401	2	3	42	2230270	4	3	341
905	401	2	4	49	2230270	5	3	389
906	401	2	5	56	2230270	6	3	434
907	401	2	6	62	2230270	7	3	476
908	401	2	7	69	2230270	8	3	517
909	401	2	8	74	2230270	9	3	555
910	401	2	9	80	2230270	10	3	591
911	401	2	10	85	2230270	11	3	625
912	401	2	11	90	2230270	12	3	658
913	401	2	12	95	2230270	13	3	689
914	401	2	13	99	2230270	14	3	719
915	401	2	14	104	2230270	15	3	747
916	401	2	15	108	2230270	16	3	774
917	401	2	16	112	2230270	17	3	800
918	401	2	17	115	2230270	18	3	825
919	401	2	18	119	2230270	19	3	848
920	401	2	19	122	2230270	20	3	871
921	401	2	20	126	2230270	21	3	893
922	401	2	21	129	2230270	22	3	914
923	401	2	22	132	2230270	23	3	934
924	401	2	23	135	2230270	24	3	954
925	401	2	24	138	2230270	25	3	972
926	401	2	25	140	2230270	26	3	990
927	401	2	26	143	2230270	27	3	1008
928	401	2	27	146	2230270	28	3	1025
929	401	2	28	148	2230270	29	3	1041
930	401	2	29	150	2230270	30	3	1057
931	401	2	30	153	2230270	31	3	1072
932	401	2	31	155	2230270	32	3	1086
933	401	2	32	157	2230270	33	3	1100
934	401	2	33	159	2230270	34	3	1114
935	401	2	34	161	2230270	35	3	1127
936	401	2	35	163	2230270	36	3	1140
937	401	2	36	165	2230270	37	3	1153
938	401	2	37	167	2230270	38	3	1165
939	401	2	38	168	2230270	39	3	1177
940	401	2	39	170	2230270	40	3	1188
941	401	2	40	172	2230270	41	3	1199
942	401	2	41	173	2230270	42	3	1210
943	401	2	42	175	2230270	43	3	1220
944	401	2	43	176	2230270	44	3	1231
945	401	2	44	178	2230270	45	3	1241
946	401	2	45	179	2230270	46	3	1250
947	401	2	46	181	2230270	47	3	1260
948	401	2	47	182	2230270	48	3	1269
949	401	2	48	183	2230270	49	3	1278
950	401	2	49	185	2230270	50	3	1286
951	401	2	50	186	2230270	51	3	1295
952	401	2	51	187	2230270	52	3	1303
953	401	2	52	188	2230270	53	3	1311
954	401	2	53	190	2230270	54	3	1319
955	401	2	54	191	2230270	55	3	1327
956	401	2	55	192	2230270	56	3	1334
957	401	2	56	193	2230270	57	3	1342
958	401	2	57	194	2230270	58	3	1349
959	401	2	58	195	2230270	59	3	1356
960	401	2	59	196	2230270	60	3	1363
961	401	2	60	197	2230270	61	3	1369
962	401	2	61	198	2230270	62	3	1376
963	401	2	62	199	2230270	63	3	1382
964	401	2	63	200	2230270	64	3	1389
965	401	2	64	201	2230270	65	3	1395
966	401	2	65	202	2230270	66	3	1401
967	401	2	66	202	2230270	67	3	1407
968	401	2	67	203	2230270	68	3	1412
969	401	2	68	204	2230270	69	3	1418
970	401	2	69	205	2230270	70	3	1423
971	401	2	70	206	2230270	71	3	1429
972	401	2	71	207	2230270	72	3	1434
973	401	2	72	207	2230270	73	3	1439
974	401	2	73	208	2230270	74	3	1444
975	401	2	74	209	2230270	75	3	1449
976	401	2	75	210	2230270	76	3	1454
977	401	2	76	210	2230270	77	3	1459
978	401	2	77	211	2230270	78	3	1464
979	401	2	78	212	2230270	79	3	1469
980	401	2	79	212	2230270	80	3	1473
981	401	2	80	213	2230270	81	3	1478
982	401	2	81	214	2230270	82	3	1482
983	401	2	82	214	2230270	83	3	1486
984	401	2	83	215	2230270	84	3	1491
985	401	2	84	216	2230270	85	3	1495
986	401	2	85	216	2230270	86	3	1499
987	401	2	86	217	2230270	87	3	1503
988	401	2	87	217	2230270	88	3	1507
989	401	2	88	218	2230270	89	3	1511
990	401	2	89	218	2230270	90	3	1514
991	401	2	90	219	2230270	91	3	1518
992	401	2	91	220	2230270	92	3	1522
993	401	2	92	220	2230270	93	3	1525
994	401	2	93	221	2230270	94	3	1529
995	401	2	94	221	2230270	95	3	1533
996	401	2	95	222	2230270	96	3	1536
997	401	2	96	222	2230270	97	3	1539
998	401	2	97	223	2230270	98	3	1543
999	401	2	98	223	2230270	99	3	1546
1000	401	2	99	224	2230270	100	3	1549
1001	402	2	0	0	2230271	1	3	357
1002	402	2	1	51	2230271	2	3	414
1003	402	2	2	60	2230271	3	3	468
1004	402	2	3	67	2230271	4	3	520
1005	402	2	4	75	2230271	5	3	570
1006	402	2	5	82	2230271	6	3	618
1007	402	2	6	89	2230271	7	3	663
1008	402	2	7	96	2230271	8	3	707
1009	402	2	8	102	2230271	9	3	749
1010	402	2	9	108	2230271	10	3	790
1011	402	2	10	114	2230271	11	3	829
1012	402	2	11	120	2230271	12	3	867
1013	402	2	12	125	2230271	13	3	903
1014	402	2	13	130	2230271	14	3	938
1015	402	2	14	135	2230271	15	3	971
1016	402	2	15	140	2230271	16	3	1004
1017	402	2	16	145	2230271	17	3	1035
1018	402	2	17	150	2230271	18	3	1066
1019	402	2	18	154	2230271	19	3	1095
1020	402	2	19	158	2230271	20	3	1124
1021	402	2	20	162	2230271	21	3	1151
1022	402	2	21	166	2230271	22	3	1178
1023	402	2	22	170	2230271	23	3	1204
1024	402	2	23	174	2230271	24	3	1229
1025	402	2	24	178	2230271	25	3	1253
1026	402	2	25	181	2230271	26	3	1277
1027	402	2	26	185	2230271	27	3	1299
1028	402	2	27	188	2230271	28	3	1322
1029	402	2	28	191	2230271	29	3	1343
1030	402	2	29	194	2230271	30	3	1364
1031	402	2	30	197	2230271	31	3	1385
1032	402	2	31	200	2230271	32	3	1405
1033	402	2	32	203	2230271	33	3	1424
1034	402	2	33	206	2230271	34	3	1443
1035	402	2	34	209	2230271	35	3	1461
1036	402	2	35	211	2230271	36	3	1479
1037	402	2	36	214	2230271	37	3	1497
1038	402	2	37	216	2230271	38	3	1514
1039	402	2	38	219	2230271	39	3	1530
1040	402	2	39	221	2230271	40	3	1546
1041	402	2	40	224	2230271	41	3	1562
1042	402	2	41	226	2230271	42	3	1578
1043	402	2	42	228	2230271	43	3	1593
1044	402	2	43	230	2230271	44	3	1607
1045	402	2	44	232	2230271	45	3	1622
1046	402	2	45	235	2230271	46	3	1636
1047	402	2	46	237	2230271	47	3	1650
1048	402	2	47	239	2230271	48	3	1663
1049	402	2	48	241	2230271	49	3	1676
1050	402	2	49	242	2230271	50	3	1689
1051	402	2	50	244	2230271	51	3	1702
1052	402	2	51	246	2230271	52	3	1714
1053	402	2	52	248	2230271	53	3	1726
1054	402	2	53	250	2230271	54	3	1738
1055	402	2	54	251	2230271	55	3	1749
1056	402	2	55	253	2230271	56	3	1761
1057	402	2	56	255	2230271	57	3	1772
1058	402	2	57	256	2230271	58	3	1783
1059	402	2	58	258	2230271	59	3	1793
1060	402	2	59	259	2230271	60	3	1804
1061	402	2	60	261	2230271	61	3	1814
1062	402	2	61	262	2230271	62	3	1824
1063	402	2	62	264	2230271	63	3	1834
1064	402	2	63	265	2230271	64	3	1843
1065	402	2	64	267	2230271	65	3	1853
1066	402	2	65	268	2230271	66	3	1862
1067	402	2	66	269	2230271	67	3	1871
1068	402	2	67	271	2230271	68	3	1880
1069	402	2	68	272	2230271	69	3	1889
1070	402	2	69	273	2230271	70	3	1898
1071	402	2	70	275	2230271	71	3	1906
1072	402	2	71	276	2230271	72	3	1915
1073	402	2	72	277	2230271	73	3	1923
1074	402	2	73	278	2230271	74	3	1931
1075	402	2	74	279	2230271	75	3	1939
1076	402	2	75	280	2230271	76	3	1947
1077	402	2	76	282	2230271	77	3	1954
1078	402	2	77	283	2230271	78	3	1962
1079	402	2	78	284	2230271	79	3	1969
1080	402	2	79	285	2230271	80	3	1976
1081	402	2	80	286	2230271	81	3	1984
1082	402	2	81	287	2230271	82	3	1991
1083	402	2	82	288	2230271	83	3	1998
1084	402	2	83	289	2230271	84	3	2004
1085	402	2	84	290	2230271	85	3	2011
1086	402	2	85	291	2230271	86	3	2018
1087	402	2	86	292	2230271	87	3	2024
1088	402	2	87	293	2230271	88	3	2031
1089	402	2	88	294	2230271	89	3	2037
1090	402	2	89	295	2230271	90	3	2043
1091	402	2	90	296	2230271	91	3	2049
1092	402	2	91	296	2230271	92	3	2055
1093	402	2	92	297	2230271	93	3	2061
1094	402	2	93	298	2230271	94	3	2067
1095	402	2	94	299	2230271	95	3	2073
1096	402	2	95	300	2230271	96	3	2079
1097	402	2	96	301	2230271	97	3	2084
1098	402	2	97	302	2230271	98	3	2090
1099	402	2	98	302	2230271	99	3	2095
1100	402	2	99	303	2230271	100	3	2101
1101	403	2	0	0	2230272	1	3	536
1102	403	2	1	77	2230272	2	3	594
1103	403	2	2	86	2230272	3	3	651
1104	403	2	3	94	2230272	4	3	706
1105	403	2	4	102	2230272	5	3	759
1106	403	2	5	110	2230272	6	3	811
1107	403	2	6	117	2230272	7	3	861
1108	403	2	7	124	2230272	8	3	909
1109	403	2	8	131	2230272	9	3	956
1110	403	2	9	138	2230272	10	3	1002
1111	403	2	10	145	2230272	11	3	1046
1112	403	2	11	151	2230272	12	3	1089
1113	403	2	12	157	2230272	13	3	1131
1114	403	2	13	163	2230272	14	3	1172
1115	403	2	14	169	2230272	15	3	1212
1116	403	2	15	175	2230272	16	3	1250
1117	403	2	16	181	2230272	17	3	1288
1118	403	2	17	186	2230272	18	3	1324
1119	403	2	18	191	2230272	19	3	1360
1120	403	2	19	197	2230272	20	3	1395
1121	403	2	20	202	2230272	21	3	1429
1122	403	2	21	207	2230272	22	3	1462
1123	403	2	22	211	2230272	23	3	1494
1124	403	2	23	216	2230272	24	3	1526
1125	403	2	24	221	2230272	25	3	1556
1126	403	2	25	225	2230272	26	3	1586
1127	403	2	26	229	2230272	27	3	1616
1128	403	2	27	234	2230272	28	3	1644
1129	403	2	28	238	2230272	29	3	1672
1130	403	2	29	242	2230272	30	3	1700
1131	403	2	30	246	2230272	31	3	1727
1132	403	2	31	250	2230272	32	3	1753
1133	403	2	32	254	2230272	33	3	1778
1134	403	2	33	257	2230272	34	3	1803
1135	403	2	34	261	2230272	35	3	1828
1136	403	2	35	264	2230272	36	3	1852
1137	403	2	36	268	2230272	37	3	1875
1138	403	2	37	271	2230272	38	3	1898
1139	403	2	38	275	2230272	39	3	1921
1140	403	2	39	278	2230272	40	3	1943
1141	403	2	40	281	2230272	41	3	1965
1142	403	2	41	284	2230272	42	3	1986
1143	403	2	42	287	2230272	43	3	2007
1144	403	2	43	290	2230272	44	3	2027
1145	403	2	44	293	2230272	45	3	2047
1146	403	2	45	296	2230272	46	3	2067
1147	403	2	46	299	2230272	47	3	2086
1148	403	2	47	302	2230272	48	3	2105
1149	403	2	48	305	2230272	49	3	2123
1150	403	2	49	307	2230272	50	3	2142
1151	403	2	50	310	2230272	51	3	2160
1152	403	2	51	312	2230272	52	3	2177
1153	403	2	52	315	2230272	53	3	2194
1154	403	2	53	318	2230272	54	3	2211
1155	403	2	54	320	2230272	55	3	2228
1156	403	2	55	322	2230272	56	3	2244
1157	403	2	56	325	2230272	57	3	2260
1158	403	2	57	327	2230272	58	3	2276
1159	403	2	58	329	2230272	59	3	2292
1160	403	2	59	332	2230272	60	3	2307
1161	403	2	60	334	2230272	61	3	2322
1162	403	2	61	336	2230272	62	3	2337
1163	403	2	62	338	2230272	63	3	2351
1164	403	2	63	340	2230272	64	3	2365
1165	403	2	64	342	2230272	65	3	2380
1166	403	2	65	344	2230272	66	3	2393
1167	403	2	66	346	2230272	67	3	2407
1168	403	2	67	348	2230272	68	3	2420
1169	403	2	68	350	2230272	69	3	2434
1170	403	2	69	352	2230272	70	3	2447
1171	403	2	70	354	2230272	71	3	2459
1172	403	2	71	356	2230272	72	3	2472
1173	403	2	72	358	2230272	73	3	2484
1174	403	2	73	360	2230272	74	3	2496
1175	403	2	74	361	2230272	75	3	2509
1176	403	2	75	363	2230272	76	3	2520
1177	403	2	76	365	2230272	77	3	2532
1178	403	2	77	366	2230272	78	3	2544
1179	403	2	78	368	2230272	79	3	2555
1180	403	2	79	370	2230272	80	3	2566
1181	403	2	80	371	2230272	81	3	2577
1182	403	2	81	373	2230272	82	3	2588
1183	403	2	82	375	2230272	83	3	2599
1184	403	2	83	376	2230272	84	3	2609
1185	403	2	84	378	2230272	85	3	2620
1186	403	2	85	379	2230272	86	3	2630
1187	403	2	86	381	2230272	87	3	2640
1188	403	2	87	382	2230272	88	3	2650
1189	403	2	88	384	2230272	89	3	2660
1190	403	2	89	385	2230272	90	3	2670
1191	403	2	90	386	2230272	91	3	2679
1192	403	2	91	388	2230272	92	3	2689
1193	403	2	92	389	2230272	93	3	2698
1194	403	2	93	391	2230272	94	3	2707
1195	403	2	94	392	2230272	95	3	2716
1196	403	2	95	393	2230272	96	3	2725
1197	403	2	96	394	2230272	97	3	2734
1198	403	2	97	396	2230272	98	3	2743
1199	403	2	98	397	2230272	99	3	2751
1200	403	2	99	398	2230272	100	3	2760
1201	501	3	0	0	2230273	1	13	185
1202	501	3	1	25	2230273	2	13	244
1203	501	3	2	34	2230273	3	13	300
1204	501	3	3	42	2230273	4	13	353
1205	501	3	4	49	2230273	5	13	402
1206	501	3	5	56	2230273	6	13	449
1207	501	3	6	62	2230273	7	13	493
1208	501	3	7	69	2230273	8	13	534
1209	501	3	8	74	2230273	9	13	574
1210	501	3	9	80	2230273	10	13	611
1211	501	3	10	85	2230273	11	13	646
1212	501	3	11	90	2230273	12	13	680
1213	501	3	12	95	2230273	13	13	712
1214	501	3	13	99	2230273	14	13	743
1215	501	3	14	104	2230273	15	13	772
1216	501	3	15	108	2230273	16	13	800
1217	501	3	16	112	2230273	17	13	827
1218	501	3	17	115	2230273	18	13	853
1219	501	3	18	119	2230273	19	13	877
1220	501	3	19	122	2230273	20	13	901
1221	501	3	20	126	2230273	21	13	924
1222	501	3	21	129	2230273	22	13	945
1223	501	3	22	132	2230273	23	13	966
1224	501	3	23	135	2230273	24	13	986
1225	501	3	24	138	2230273	25	13	1006
1226	501	3	25	140	2230273	26	13	1024
1227	501	3	26	143	2230273	27	13	1042
1228	501	3	27	146	2230273	28	13	1060
1229	501	3	28	148	2230273	29	13	1076
1230	501	3	29	150	2230273	30	13	1093
1231	501	3	30	153	2230273	31	13	1108
1232	501	3	31	155	2230273	32	13	1123
1233	501	3	32	157	2230273	33	13	1138
1234	501	3	33	159	2230273	34	13	1152
1235	501	3	34	161	2230273	35	13	1166
1236	501	3	35	163	2230273	36	13	1179
1237	501	3	36	165	2230273	37	13	1192
1238	501	3	37	167	2230273	38	13	1205
1239	501	3	38	168	2230273	39	13	1217
1240	501	3	39	170	2230273	40	13	1229
1241	501	3	40	172	2230273	41	13	1240
1242	501	3	41	173	2230273	42	13	1251
1243	501	3	42	175	2230273	43	13	1262
1244	501	3	43	176	2230273	44	13	1273
1245	501	3	44	178	2230273	45	13	1283
1246	501	3	45	179	2230273	46	13	1293
1247	501	3	46	181	2230273	47	13	1303
1248	501	3	47	182	2230273	48	13	1312
1249	501	3	48	183	2230273	49	13	1321
1250	501	3	49	185	2230273	50	13	1330
1251	501	3	50	186	2230273	51	13	1339
1252	501	3	51	187	2230273	52	13	1348
1253	501	3	52	188	2230273	53	13	1356
1254	501	3	53	190	2230273	54	13	1364
1255	501	3	54	191	2230273	55	13	1372
1256	501	3	55	192	2230273	56	13	1380
1257	501	3	56	193	2230273	57	13	1387
1258	501	3	57	194	2230273	58	13	1395
1259	501	3	58	195	2230273	59	13	1402
1260	501	3	59	196	2230273	60	13	1409
1261	501	3	60	197	2230273	61	13	1416
1262	501	3	61	198	2230273	62	13	1423
1263	501	3	62	199	2230273	63	13	1429
1264	501	3	63	200	2230273	64	13	1436
1265	501	3	64	201	2230273	65	13	1442
1266	501	3	65	202	2230273	66	13	1449
1267	501	3	66	202	2230273	67	13	1455
1268	501	3	67	203	2230273	68	13	1461
1269	501	3	68	204	2230273	69	13	1466
1270	501	3	69	205	2230273	70	13	1472
1271	501	3	70	206	2230273	71	13	1478
1272	501	3	71	207	2230273	72	13	1483
1273	501	3	72	207	2230273	73	13	1489
1274	501	3	73	208	2230273	74	13	1494
1275	501	3	74	209	2230273	75	13	1499
1276	501	3	75	210	2230273	76	13	1504
1277	501	3	76	210	2230273	77	13	1509
1278	501	3	77	211	2230273	78	13	1514
1279	501	3	78	212	2230273	79	13	1519
1280	501	3	79	212	2230273	80	13	1523
1281	501	3	80	213	2230273	81	13	1528
1282	501	3	81	214	2230273	82	13	1533
1283	501	3	82	214	2230273	83	13	1537
1284	501	3	83	215	2230273	84	13	1541
1285	501	3	84	216	2230273	85	13	1546
1286	501	3	85	216	2230273	86	13	1550
1287	501	3	86	217	2230273	87	13	1554
1288	501	3	87	217	2230273	88	13	1558
1289	501	3	88	218	2230273	89	13	1562
1290	501	3	89	218	2230273	90	13	1566
1291	501	3	90	219	2230273	91	13	1570
1292	501	3	91	220	2230273	92	13	1574
1293	501	3	92	220	2230273	93	13	1578
1294	501	3	93	221	2230273	94	13	1581
1295	501	3	94	221	2230273	95	13	1585
1296	501	3	95	222	2230273	96	13	1589
1297	501	3	96	222	2230273	97	13	1592
1298	501	3	97	223	2230273	98	13	1595
1299	501	3	98	223	2230273	99	13	1599
1300	501	3	99	224	2230273	100	13	1602
1301	502	3	0	0	2230274	1	13	369
1302	502	3	1	51	2230274	2	13	428
1303	502	3	2	60	2230274	3	13	484
1304	502	3	3	67	2230274	4	13	538
1305	502	3	4	75	2230274	5	13	589
1306	502	3	5	82	2230274	6	13	639
1307	502	3	6	89	2230274	7	13	686
1308	502	3	7	96	2230274	8	13	731
1309	502	3	8	102	2230274	9	13	775
1310	502	3	9	108	2230274	10	13	817
1311	502	3	10	114	2230274	11	13	857
1312	502	3	11	120	2230274	12	13	896
1313	502	3	12	125	2230274	13	13	934
1314	502	3	13	130	2230274	14	13	970
1315	502	3	14	135	2230274	15	13	1005
1316	502	3	15	140	2230274	16	13	1038
1317	502	3	16	145	2230274	17	13	1071
1318	502	3	17	150	2230274	18	13	1102
1319	502	3	18	154	2230274	19	13	1132
1320	502	3	19	158	2230274	20	13	1162
1321	502	3	20	162	2230274	21	13	1190
1322	502	3	21	166	2230274	22	13	1218
1323	502	3	22	170	2230274	23	13	1245
1324	502	3	23	174	2230274	24	13	1271
1325	502	3	24	178	2230274	25	13	1296
1326	502	3	25	181	2230274	26	13	1320
1327	502	3	26	185	2230274	27	13	1344
1328	502	3	27	188	2230274	28	13	1367
1329	502	3	28	191	2230274	29	13	1389
1330	502	3	29	194	2230274	30	13	1411
1331	502	3	30	197	2230274	31	13	1432
1332	502	3	31	200	2230274	32	13	1453
1333	502	3	32	203	2230274	33	13	1473
