Id	Name	Type	SubType	RoundId	Icon	DifficultyId	Desc	TaskId	Percent	RewardId	MailId
324	1st Round Base HP No Less Than 70% - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 70%	85626			
325	1st Round Base HP No Less Than 100% - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 100%	85627			
326	2nd Round Base HP No Less Than 30% - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 30%	85628			
327	2nd Round Base HP No Less Than 50% - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 50%	85629			
328	2nd Round Base HP No Less Than 70% - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 70%	85630			
329	2nd Round Base HP No Less Than 100% - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 100%	85631			
330	3rd Round Base HP No Less Than 30% - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 30%	85632			
331	3rd Round Base HP No Less Than 50% - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 50%	85633			
332	3rd Round Base HP No Less Than 70% - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 70%	85634			
333	3rd Round Base HP No Less Than 100% - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Base HP no less than 100%	85635			
334	2nd Round Base HP No Less Than 30% - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 30%	85636			
335	2nd Round Base HP No Less Than 50% - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 50%	85637			
336	2nd Round Base HP No Less Than 70% - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 70%	85638			
337	2nd Round Base HP No Less Than 100% - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 100%	85639			
338	3rd Round Base HP No Less Than 30% - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 30%	85640			
339	3rd Round Base HP No Less Than 50% - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 50%	85641			
340	3rd Round Base HP No Less Than 70% - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 70%	85642			
341	3rd Round Base HP No Less Than 100% - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Base HP no less than 100%	85643			
342	Clear the 1st Round Boss Node I - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node I	85644			
343	Clear the 2nd Round Boss Node I - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node I	85645			
344	Clear the 3rd Round Boss Node I - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node I	85646			
345	Clear the 1st Round Boss Node I - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node I	85647			
346	Clear the 2nd Round Boss Node I - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node I	85648			
347	Clear the 3rd Round Boss Node I - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node I	85649			
348	Clear the 2nd Round Boss Node I - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear Boss Node I	85650			
349	Clear the 3rd Round Boss Node I - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear Boss Node I	85651			
350	Clear a Guild War of Difficulty 1 or above	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Clear a Guild War of Difficulty 1 or above	85652			
351	Clear a Guild War of Difficulty 2 or above	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Clear a Guild War of Difficulty 2 or above	85653			
352	Clear a Guild War of Difficulty 3 or above	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Clear a Guild War of Difficulty 3 or above	85654			
353	Guild Ranking	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Overall ranking among the top 30%	85655			
354	Guild Ranking	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Overall ranking among the top 20%	85656			
355	Guild Ranking	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Overall ranking among the top 10%	85657			
356	Guild Ranking	2	1		Assets/Product/Texture/Image/IconTask/TaskIconCommon.png		Overall ranking among the top 5%	85658			
357	Clear the 1st Round Boss Node II - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node II	85659			
358	Clear the 2nd Round Boss Node II - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node II	85660			
359	Clear the 3rd Round Boss Node II - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Boss Node II	85661			
360	Clear the 1st Round Boss Node II - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node II	85662			
361	Clear the 2nd Round Boss Node II - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node II	85663			
362	Clear the 3rd Round Boss Node II - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Boss Node II	85664			
363	Clear the 2nd Round Boss Node II - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear Boss Node II	85665			
364	Clear the 3rd Round Boss Node II - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear Boss Node II	85666			
