Id	UiName	ModelName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	ScaleX	ScaleY	ScaleZ
275	UiMain	R3KuluomuMd019091	0.08	0	0	0	0	0	1	1	1
276	UiMain	R3KuluomuMd019281	0.08	0	0	0	0	0	1	1	1
277	UiMain	R3KuluomuMd019011	0.08	0	0	0	0	0	1	1	1
278	UiMain	R4LiangMd010011	0.03	0	0	0	0	0	1	1	1
279	UiMain	R4LiangMd010021	0.03	0	0	0	0	0	1	1	1
280	UiMain	R4LiangMd010031	0.03	0	0	0	0	0	1	1	1
281	UiMain	R4LiangMd019011	0.03	0	0	0	0	0	1	1	1
282	UiFavorabilityNew	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
283	UiFavorabilityNew	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
284	UiFavorabilityNew	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
285	UiFavorabilityNew	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
286	UiFavorabilityNew	R2PulaoMd019091	0	0.08	0	0	0	0	1	1	1
287	UiFavorabilityNew	R4LifuMd010011	0	0.12	0	0	0	0	1	1	1
288	UiFavorabilityNew	R4LifuMd010021	0	0.12	0	0	0	0	1	1	1
289	UiFavorabilityNew	R4LifuMd010031	0	0.12	0	0	0	0	1	1	1
290	UiFavorabilityNew	R4LifuMd019291	0	0.12	0	0	0	0	1	1	1
291	UiFavorabilityNew	R4LifuMd019331	0	0.12	0	0	0	0	1	1	1
292	UiFavorabilityLineRoomCharacter	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
293	UiFavorabilityLineRoomCharacter	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
294	UiFavorabilityLineRoomCharacter	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
295	UiFavorabilityLineRoomCharacter	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
296	UiFavorabilityLineRoomCharacter	R2PulaoMd019091	0	0.1	0	0	0	0	1	1	1
297	UiBattleRoomRoleDetail	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
298	UiBattleRoomRoleDetail	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
299	UiBattleRoomRoleDetail	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
300	UiBattleRoomRoleDetail	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
301	UiBattleRoomRoleDetail	R2PulaoMd019091	0	0.1	0	0	0	0	1	1	1
302	UiBabelTowerRoomCharacter	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
303	UiBabelTowerRoomCharacter	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
304	UiBabelTowerRoomCharacter	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
305	UiBabelTowerRoomCharacter	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
306	UiBabelTowerRoomCharacter	R2PulaoMd019091	0	0.08	0	0	0	0	1	1	1
307	UiRoomCharacter	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
308	UiRoomCharacter	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
309	UiRoomCharacter	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
310	UiRoomCharacter	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
311	UiRoomCharacter	R2PulaoMd019091	0	0.08	0	0	0	0	1	1	1
312	UiBfrtRoomCharacter	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
313	UiBfrtRoomCharacter	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
314	UiBfrtRoomCharacter	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
315	UiBfrtRoomCharacter	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
316	UiBfrtRoomCharacter	R2PulaoMd019091	0	0.08	0	0	0	0	1	1	1
317	UiMainLineRoomCharacter	R2PulaoMd010011	0	0.08	0	0	0	0	1	1	1
318	UiMainLineRoomCharacter	R2PulaoMd010021	0	0.08	0	0	0	0	1	1	1
319	UiMainLineRoomCharacter	R2PulaoMd010031	0	0.08	0	0	0	0	1	1	1
320	UiMainLineRoomCharacter	R2PulaoMd019311	0	0.08	0	0	0	0	1	1	1
321	UiMainLineRoomCharacter	R2PulaoMd019091	0	0.08	0	0	0	0	1	1	1
322	UiCharacter	R2PulaoMd010011	0	0	0	0	0	0	1.1	1.1	1.1
323	UiCharacter	R2PulaoMd010021	0	0	0	0	0	0	1.1	1.1	1.1
324	UiCharacter	R2PulaoMd010031	0	0	0	0	0	0	1.1	1.1	1.1
325	UiCharacter	R2PulaoMd019311	0	0	0	0	0	0	1.1	1.1	1.1
326	UiCharacter	R2PulaoMd019091	0	0	0	0	0	0	1.1	1.1	1.1
327	UiFashion	R2PulaoMd010011	0	0	0	0	0	0	1.1	1.1	1.1
328	UiFashion	R2PulaoMd010021	0	0	0	0	0	0	1.1	1.1	1.1
329	UiFashion	R2PulaoMd010031	0	0	0	0	0	0	1.1	1.1	1.1
330	UiFashion	R2PulaoMd019311	0	0	0	0	0	0	1.1	1.1	1.1
331	UiFashion	R2PulaoMd019091	0	0	0	0	0	0	1.1	1.1	1.1
332	UiBattleRoleRoom	R2PulaoMd010011	0	0	0	0	0	0	1.1	1.1	1.1
333	UiBattleRoleRoom	R2PulaoMd010021	0	0	0	0	0	0	1.1	1.1	1.1
334	UiBattleRoleRoom	R2PulaoMd010031	0	0	0	0	0	0	1.1	1.1	1.1
335	UiBattleRoleRoom	R2PulaoMd019311	0	0	0	0	0	0	1.1	1.1	1.1
336	UiBattleRoleRoom	R2PulaoMd019091	0	0	0	0	0	0	1.1	1.1	1.1
337	UiArchiveMonsterDetail	Mb1PunishdataMd010001UI	0	0.2	0	0	0	0	0.6	0.6	0.6
338	UiArchiveMonsterDetail	Mb1PunishdataMd010002UI	0	-0.1	0	0	0	0	0.58	0.58	0.58
339	UiArchiveMonsterDetail	Me1ShengtangMd010001UI	0	-0.2	0	0	0	0	1	1	1
340	UiPartnerMain	Pet3YingonMd010011	0	-1.7	0	0	0	0	1.7	1.7	1.7
341	UiArchiveMonsterDetail	Me1WutailongMd010001UI	0	0.2	0	0	0	0	0.31	0.31	0.31
342	UiArchiveMonsterDetail	Mo1XiaojinglingMd010001UI	0	0.2	0	0	0	0	0.9	0.9	0.9
343	UiArchiveMonsterDetail	Mb1HamuleiteMd010001UI	0	0.1	0	0	0	0	0.58	0.58	0.58
344	UiArchiveMonsterDetail	Mo1ShujingMd010001UI	0	0.24	0	0	0	0	0.8	0.8	0.8
345	UiSameColorGameBoss	R2AilaMd010011SameColor	-0.029	0.295	-0.029	0	0	0	0.82	0.82	0.82
346	UiSameColorGameBoss	R2WanshiMd010011SameColor	-0.037	0.179	-0.036	0	0	0	0.91	0.91	0.91
347	UiSameColorGameBoss	R3YongyechaoMd010011SameColor	0	0.16	0	0	0	0	1	1	1
348	UiSameColorGameBoss	R2KalieninaMd010011SameColor	-0.03	0.26	-0.03	0	0	0	0.88	0.88	0.88
349	UiSameColorGameBoss	Mb1OrphanMd030001SameColor	0.01	0.163	-0.015	0	0	0	0.38	0.38	0.38
350	UiSameColorGameBoss	Mb1MelodyhuaxuMd10001SameColor	0.012	-0.41	0	0	0	0	0.85	0.85	0.85
351	UiSameColorGameBoss	Mb1XigeluenMd010001SameColor	0	-0.62	0	0	0	0	0.9	0.9	0.9
352	UiSameColorGameBoss	Mb1AolajiangMd010001SameColor	0	0	0	0	0	0	1	1	1
353	UiSameColorGameBattle	Mb1OrphanMd030001	0	0	0	0	0	0	0.6	0.6	0.6
354	UiSameColorGameBattle	Mb1MelodyhuaxuMd10001	0.08	0.26	1.67	0	0	0	0.85	0.85	0.85
355	UiSameColorGameBattle	Mb1XigeluenMd010001	0	0	0	0	0	0	0.85	0.85	0.85
356	UiSameColorGameBattle	Mb1AolajiangMd010001	0	0	0	0	0	0	1	1	1
357	UiSameColorGameBoss	Mb1JiabailieMd000001	0.1	0.235	-0.064	0	-36	0	0.5	0.5	0.5
358	UiSameColorGameBattle	Mb1JiabailieMd000001	0	0	0	0	0	0	0.75	0.75	0.75
359	UiPartnerMain	Pet2CiweionMd010011	0	0	0	0	0	0	1.3	1.3	1.3
360	UiArchiveMonsterDetail	Mb1RapperMd000001UI	0	-0.01	0	0	0	0	0.96	0.96	0.96
361	UiDrawShow	Pet3MaoonMd010011	0	0	1.37	0	24	0	1.2	1.2	1.2
362	UiDrawShow	Pet3MaooffMd010011	0	0	1.37	0	24	0	1.2	1.2	1.2
363	UiDrawShow	Pet2CiweionMd010011	0	0	1	-180	200	180	1.4	1.4	1.4
364	UiDrawShow	Pet2CiweioffMd010011	0	0	1	-180	200	180	1.4	1.4	1.4
365	UiPartnerMain	Pet3HuoffMd010011	0	0	0	0	0	0	1	1	1
366	UiArchiveMonsterDetail	Me1HetimingyunzhilunMd010001UI	0	0	0	0	0	0	0.7	0.7	0.7
367	UiArchiveMonsterDetail	Mo1HetipaotaiMd010001UI	0	0.2	0	0	0	0	0.8	0.8	0.8
368	UiArchiveMonsterDetail	Mo1HetiyiliaojiMd010001UI	0	0.2	0	0	0	0	0.8	0.8	0.8
369	UiMain	R4YongyechaoMd010011	0	0.015	0	0	0	0	1.06	1.06	1.06
370	UiFavorabilityNew	R4YongyechaoMd010011	0	0.015	0	0	0	0	1.06	1.06	1.06
371	UiPhotograph	R4YongyechaoMd010011	0	0.015	0	0	0	0	1.06	1.06	1.06
372	UiMain	R4YongyechaoMd010021	0	0.015	0	0	0	0	1.06	1.06	1.06
373	UiFavorabilityNew	R4YongyechaoMd010021	0	0.015	0	0	0	0	1.06	1.06	1.06
374	UiPhotograph	R4YongyechaoMd010021	0	0.015	0	0	0	0	1.06	1.06	1.06
375	UiMain	R4YongyechaoMd010031	0	0.015	0	0	0	0	1.06	1.06	1.06
376	UiFavorabilityNew	R4YongyechaoMd010031	0	0.015	0	0	0	0	1.06	1.06	1.06
377	UiPhotograph	R4YongyechaoMd010031	0	0.015	0	0	0	0	1.06	1.06	1.06
378	UiMain	R4YongyechaoMd019321	0	0.015	0	0	0	0	1.06	1.06	1.06
379	UiFavorabilityNew	R4YongyechaoMd019321	0	0.015	0	0	0	0	1.06	1.06	1.06
380	UiPhotograph	R4YongyechaoMd019321	0	0.015	0	0	0	0	1.06	1.06	1.06
381	UiPanelBossDetail	Mb1VoodooMd010001UI	0.1	0	0	0	0	0	0.4	0.4	0.4
382	UiPanelBossDetail	Mb1LamiyaMd010001UI	0.1	0	0	0	20	0	0.48	0.48	0.48
383	UiArchiveMonsterDetail	Mb1StarknightMd010001UI	0	0	0	0	0	0	0.7	0.7	0.7
384	UiArchiveMonsterDetail	Mb1MoonguyMd010001UI	0	0	0	0	0	0	0.55	0.55	0.55
385	UiPanelBossDetail	Mb1PunishdataMd010001UI	0.1	0	0	0	0	0	0.5	0.5	0.5
386	UiReform	Mb1MotherMd010001UI	0	-3.19	0	0	0	0	0.4	0.4	0.4
387	UiReform	Mb1SirenMd010002UI	0	0	0	0	0	0	0.5	0.5	0.5
388	UiReform	Mb1JiabailieMd000001	0.6	0	-0.58	6	0	0	0.75	0.75	0.75
389	UiMain	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
390	UiFavorabilityNew	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
391	UiFavorabilityLineRoomCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
392	UiBattleRoomRoleDetail	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
393	UiBabelTowerRoomCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
394	UiRoomCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
395	UiBfrtRoomCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
396	UiMainLineRoomCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
397	UiCharacter	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
398	UiFashion	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
399	UiBattleRoleRoom	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
400	UiPhotographPortrait	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
401	UiPhotograph	R2NuoanMd010011	0	0	0	0	0	0	1.03	1.03	1.03
402	UiMain	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
403	UiFavorabilityNew	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
404	UiFavorabilityLineRoomCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
405	UiBattleRoomRoleDetail	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
406	UiBabelTowerRoomCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
407	UiRoomCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
408	UiBfrtRoomCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
409	UiMainLineRoomCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
410	UiCharacter	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
411	UiFashion	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
412	UiBattleRoleRoom	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
413	UiPhotographPortrait	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
414	UiPhotograph	R2NuoanMd010021	0	0	0	0	0	0	1.03	1.03	1.03
415	UiMain	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
416	UiFavorabilityNew	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
417	UiFavorabilityLineRoomCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
418	UiBattleRoomRoleDetail	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
419	UiBabelTowerRoomCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
420	UiRoomCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
421	UiBfrtRoomCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
422	UiMainLineRoomCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
423	UiCharacter	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
424	UiFashion	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
425	UiBattleRoleRoom	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
426	UiPhotographPortrait	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
427	UiPhotograph	R2NuoanMd010031	0	0	0	0	0	0	1.03	1.03	1.03
428	UiMain	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
429	UiFavorabilityNew	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
430	UiFavorabilityLineRoomCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
431	UiBattleRoomRoleDetail	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
432	UiBabelTowerRoomCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
433	UiRoomCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
434	UiBfrtRoomCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
435	UiMainLineRoomCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
436	UiCharacter	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
437	UiFashion	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
438	UiBattleRoleRoom	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
439	UiPhotographPortrait	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
440	UiPhotograph	R2NuoanMd019011	0	0	0	0	0	0	1.03	1.03	1.03
441	UiReform	Mo1ShouhuzheMd000001	0	0	0	0	-45	0	1	1	1
442	UiArchiveMonsterDetail	Me1LampmonsterMd000001UI	0	0.5	0	0	0	0	0.035	0.035	0.035
443	UiDrawShow	R2NuoanMd010011	0	0	0	0	0	0	0.95	0.95	0.95
444	UiDrawShow	R2NuoanMd010021	0	0	0	0	0	0	0.95	0.95	0.95
445	UiDrawShow	R2NuoanMd010031	0	0	0	0	0	0	0.95	0.95	0.95
446	UiDrawShow	R2NuoanMd019011	0	0	0	0	0	0	0.95	0.95	0.95
447	UiGuildWarSupport	R3WeilaMd019331	0	0.6	0	0	0	0	1	1	1
448	UiBattleRoleRoom	R3WeilaMd019331	-0.2	0	0	0	8	0	1.1	1.1	1.1
449	UiFashion	R4BiankaMd010011	-0.13	0	0	0	0	0	1	1	1
450	UiFashion	R4BiankaMd010021	-0.13	0	0	0	0	0	1	1	1
451	UiFashion	R4BiankaMd010031	-0.13	0	0	0	0	0	1	1	1
452	UiFashion	R4BiankaMd019011	-0.15	0	0	0	0	0	1	1	1
453	UiArchiveMonsterDetail	Mo1CoralerMd010001UI	0	0	0	0	0	0	1	1	1
454	UiArchiveMonsterDetail	Mo1YssutiMd010001UI	0	0	0	0	0	0	1.6	1.6	1.6
455	UiArchiveMonsterDetail	Me1TwofacerMd010001UI	0.6	0	-1.5	0	-35	0	0.7	0.7	0.7
456	UiSameColorGameBoss	Mb1LamiyaMd010001SameColor	-0.077	-0.182	-0.1456	0	-8.851	0	0.6	0.6	0.6
457	UiSameColorGameBoss	Mb1AolajiangMd010001SameColor	-0.127	0.57	0	0	-12.92	0	0.45	0.45	0.45
458	UiSameColorGameBoss	Mb1RapperMd000001SameColor	0	0.02	0.046	0	-3.662	0	0.7	0.7	0.7
459	UiSameColorGameBoss	Mb1StarknightMd010001SameColor	0	-0.128	-0.04	-9	0	0	0.6	0.6	0.6
460	UiSameColorGameBoss	Mb1MoonguyMd010001SameColor	-0.08	0.37	-0.09	0	0	0	0.38	0.38	0.38
461	UiSameColorGameBoss	R3KalieninaMd010011SameColor	0	0.08	0	0	0	0	1	1	1
462	UiSameColorGameBoss	R2PulaoMd010011SameColor	0	0.35	0	0	0	0	0.96	0.96	0.96
463	UiSameColorGameBoss	R3KuluomuMd010011SameColor	0.078	0.189	-0.025	0	-6.588	1.4	0.9	0.9	0.9
464	UiSameColorGameBoss	R3BiankaMd010011SameColor	0	0.23	0	0	0	0	0.86	0.86	0.86
465	UiSameColorGameBoss	R2NuoanMd010011SameColor	0.018	0.23	0.001	0	-14.48	0	0.86	0.86	0.86
466	UiSameColorGameBattle	Mb1LamiyaMd010001	0	0	0	0	0	0	1	1	1
467	UiSameColorGameBattle	Mb1RapperMd000001	0	0	0	0	0	0	1	1	1
468	UiSameColorGameBattle	Mb1StarknightMd010001	0	0	0	0	0	0	1	1	1
469	UiSameColorGameBattle	Mb1MoonguyMd010001	0	0	0	0	0	0	1	1	1
470	UiSameColorGameBattle	R3KalieninaMd010011	0.19	0	0.87	0	0	0	1	1	1
471	UiSameColorGameBattle	R2PulaoMd010011	0.27	-0.044	0.93	0	-27.32	0	1.15	1.15	1.15
472	UiSameColorGameBattle	R3KuluomuMd010011	0	0	0	0	0	0	1	1	1
473	UiSameColorGameBattle	R3BiankaMd010011	0	0	0	0	0	0	1	1	1
474	UiSameColorGameBattle	R4LuxiyaMd010011	0.153	0	-0.034	0	0	0	1	1	1
475	UiSameColorGameBattle	R2NuoanMd010011	0	0	0	0	0	0	1	1	1
476	UiArchiveMonsterDetail	Mb1HuoshaMd010001UI	0	0.3	0	0	0	0	0.3	0.3	0.3
477	UiArchiveMonsterDetail	Mb1LostwomenMd010001UI	0	0	0	0	0	0	0.11	0.11	0.11
478	UiFavorabilityLineRoomCharacter	R3LuosaitaMd019351	0	-0.04	0	0	0	0	0.96	0.96	0.96
479	UiBattleRoomRoleDetail	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
480	UiBabelTowerRoomCharacter	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
481	UiRoomCharacter	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
482	UiBfrtRoomCharacter	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
483	UiMainLineRoomCharacter	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
484	UiCharacter	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
485	UiFashion	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
486	UiFashionDetail	R3LuosaitaMd019351	0	0	0	0	0	0	0.96	0.96	0.96
487	UiPhotographPortrait	R3KuluomuMd010031	0.06	0	0	0	0	0	1	1	1
488	UiPhotographPortrait	R3KuluomuMd010011	0.06	0	0	0	0	0	1	1	1
489	UiPhotographPortrait	R3KuluomuMd010021	0.06	0	0	0	0	0	1	1	1
490	UiPhotographPortrait	R3KuluomuMd019091	0.06	0	0	0	0	0	1	1	1
491	UiPhotographPortrait	R3KuluomuMd019011	0.06	0	0	0	0	0	1	1	1
492	UiPhotographPortrait	R2PulaoMd010011	0	0.14	0	0	0	0	1	1	1
493	UiPhotographPortrait	R2PulaoMd010021	0	0.14	0	0	0	0	1	1	1
494	UiPhotographPortrait	R2PulaoMd010031	0	0.14	0	0	0	0	1	1	1
495	UiPhotographPortrait	R2PulaoMd019311	0	0.14	0	0	0	0	1	1	1
496	UiPhotographPortrait	R2PulaoMd019091	0	0.14	0	0	0	0	1	1	1
497	UiPhotographPortrait	R2SufeiyaMd010011	0	0.07	0	0	0	0	1	1	1
498	UiPhotographPortrait	R2SufeiyaMd010021	0	0.07	0	0	0	0	1	1	1
499	UiPhotographPortrait	R2SufeiyaMd010031	0	0.07	0	0	0	0	1	1	1
500	UiPhotographPortrait	R2SufeiyaMd019011	0	0.07	0	0	0	0	1	1	1
501	UiPhotographPortrait	R2SufeiyaMd019231	0	0.07	0	0	0	0	1	1	1
502	UiPhotographPortrait	R2SufeiyaMd019031	0	0.07	0	0	0	0	1	1	1
503	UiPhotographPortrait	R3WeilaMd010011	0.04	0	0	0	0	0	1	1	1
504	UiPhotographPortrait	R3WeilaMd010021	0.04	0	0	0	0	0	1	1	1
505	UiPhotographPortrait	R3WeilaMd010031	0.04	0	0	0	0	0	1	1	1
506	UiPhotographPortrait	R3WeilaMd019091	0.04	0	0	0	0	0	1	1	1
507	UiPhotographPortrait	R3WeilaMd019331	0.04	0	0	0	0	0	1	1	1
508	UiPhotographPortrait	R3LunaMd010011	0	0.12	-1.26	0	0	0	1	1	1
509	UiPhotographPortrait	R3LunaMd010021	0	0.12	-1.26	0	0	0	1	1	1
510	UiPhotographPortrait	R3LunaMd010031	0	0.12	-1.26	0	0	0	1	1	1
511	UiPhotographPortrait	R3LunaMd019071	0	0.12	-1.26	0	0	0	1	1	1
512	UiPhotographPortrait	R3LunaMd019091	0	0.12	-1.26	0	0	0	1	1	1
513	UiPhotographPortrait	R2KuluomuMd010021	-0.03	0	0	0	0	0	1	1	1
514	UiPhotographPortrait	R2KuluomuMd010011	-0.03	0	0	0	0	0	1	1	1
515	UiPhotographPortrait	R2KuluomuMd010031	-0.03	0	0	0	0	0	1	1	1
516	UiPhotographPortrait	R2KuluomuMd019071	-0.03	0	0	0	0	0	1	1	1
517	UiPhotographPortrait	R2KuluomuMd019101	-0.03	0	0	0	0	0	1	1	1
518	UiPhotographPortrait	R4LifuMd010021	0	0.12	0	0	0	0	1	1	1
519	UiPhotographPortrait	R4LifuMd010031	0	0.12	0	0	0	0	1	1	1
520	UiPhotographPortrait	R4LifuMd019291	0	0.12	0	0	0	0	1	1	1
521	UiPhotographPortrait	R4LifuMd019331	0	0.12	0	0	0	0	1	1	1
522	UiPhotographPortrait	R4LifuMd010011	0	0.12	0	0	0	0	1	1	1
523	UiPhotographPortrait	R4LiangMd010011	0.04	0	0	0	0	0	1	1	1
524	UiPhotographPortrait	R4LiangMd010021	0.04	0	0	0	0	0	1	1	1
525	UiPhotographPortrait	R4LiangMd010031	0.04	0	0	0	0	0	1	1	1
526	UiPhotographPortrait	R4LiangMd019011	0.04	0	0	0	0	0	1	1	1
527	UiMain	R2BangbinataMd010011	0	0	0	0	0	0	1.07	1.07	1.07
528	UiFavorabilityNew	R2BangbinataMd010011	0	0	0	0	0	0	1.07	1.07	1.07
529	UiCharacter	R2BangbinataMd010011	0	0	0	0	0	0	1.1	1.1	1.1
530	UiFashion	R2BangbinataMd010011	0	0	0	0	0	0	1.1	1.1	1.1
531	UiBattleRoleRoom	R2BangbinataMd010011	0	0	0	0	0	0	1.1	1.1	1.1
532	UiFashionDetail	R2BangbinataMd010011	0	0	0	0	0	0	1.1	1.1	1.1
533	UiPhotographPortrait	R2BangbinataMd010011	0	0	0	0	0	0	1.1	1.1	1.1
534	UiFavorabilityLineRoomCharacter	R2BangbinataMd010011	0	0	0	0	0	0	1.05	1.05	1.05
535	UiBattleRoomRoleDetail	R2BangbinataMd010011	0	0.08	0	0	0	0	1.1	1.1	1.1
536	UiBabelTowerRoomCharacter	R2BangbinataMd010011	0	0.08	0	0	0	0	1.1	1.1	1.1
537	UiRoomCharacter	R2BangbinataMd010011	0	0.08	0	0	0	0	1.1	1.1	1.1
538	UiBfrtRoomCharacter	R2BangbinataMd010011	0	0.08	0	0	0	0	1.1	1.1	1.1
539	UiMainLineRoomCharacter	R2BangbinataMd010011	0	0.08	0	0	0	0	1.1	1.1	1.1
540	UiMain	R2BangbinataMd010021	0	0	0	0	0	0	1.07	1.07	1.07
541	UiFavorabilityNew	R2BangbinataMd010021	0	0	0	0	0	0	1.07	1.07	1.07
542	UiCharacter	R2BangbinataMd010021	0	0	0	0	0	0	1.1	1.1	1.1
543	UiFashion	R2BangbinataMd010021	0	0	0	0	0	0	1.1	1.1	1.1
544	UiBattleRoleRoom	R2BangbinataMd010021	0	0	0	0	0	0	1.1	1.1	1.1
545	UiFashionDetail	R2BangbinataMd010021	0	0	0	0	0	0	1.1	1.1	1.1
546	UiPhotographPortrait	R2BangbinataMd010021	0	0	0	0	0	0	1.1	1.1	1.1
547	UiFavorabilityLineRoomCharacter	R2BangbinataMd010021	0	0	0	0	0	0	1.05	1.05	1.05
548	UiBattleRoomRoleDetail	R2BangbinataMd010021	0	0.08	0	0	0	0	1.1	1.1	1.1
549	UiBabelTowerRoomCharacter	R2BangbinataMd010021	0	0.08	0	0	0	0	1.1	1.1	1.1
550	UiRoomCharacter	R2BangbinataMd010021	0	0.08	0	0	0	0	1.1	1.1	1.1
551	UiBfrtRoomCharacter	R2BangbinataMd010021	0	0.08	0	0	0	0	1.1	1.1	1.1
552	UiMainLineRoomCharacter	R2BangbinataMd010021	0	0.08	0	0	0	0	1.1	1.1	1.1
553	UiMain	R2BangbinataMd010031	0	0	0	0	0	0	1.07	1.07	1.07
554	UiFavorabilityNew	R2BangbinataMd010031	0	0	0	0	0	0	1.07	1.07	1.07
555	UiCharacter	R2BangbinataMd010031	0	0	0	0	0	0	1.1	1.1	1.1
556	UiFashion	R2BangbinataMd010031	0	0	0	0	0	0	1.1	1.1	1.1
557	UiBattleRoleRoom	R2BangbinataMd010031	0	0	0	0	0	0	1.1	1.1	1.1
558	UiFashionDetail	R2BangbinataMd010031	0	0	0	0	0	0	1.1	1.1	1.1
559	UiPhotographPortrait	R2BangbinataMd010031	0	0	0	0	0	0	1.1	1.1	1.1
560	UiFavorabilityLineRoomCharacter	R2BangbinataMd010031	0	0	0	0	0	0	1.05	1.05	1.05
