UiName	ParentUiName	LoadWithParent	UiType	UiResType	PrefabUrl	SceneUrl	ModelUrl	CacheTime	Recycle	HideSetPosition	FightingStay
UiDormPerson			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormPerson.prefab			5000			0
UiDormSecond			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormSecond.prefab			5000			0
UiDormVisit			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormVisit.prefab			5000			0
UiDormWork			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormWork.prefab			5000			0
UiDormTemplate			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormTemplate.prefab			5000			0
UiDormTemplateDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormTemplateDetail.prefab			5000			0
UiDormTemplateScene			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormTemplateScene.prefab			5000			0
UiDormTemplateShare			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDormTemplateShare.prefab			5000			0
UiGuildDormMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildDormMain.prefab			5000			0
UiGuildDormHeadPotrait			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildDormHeadPotrait.prefab			5000			0
UiGuildDormGiftInfo			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildDormGiftInfo.prefab			5000			0
UiDraw			Normal	Bundle	Assets/Product/Ui/Prefab/UiDraw.prefab	Assets/Product/Ui/Scene3DPrefab/UiDraw.prefab	Assets/Product/Ui/UiModel/UiDraw/UiDraw.prefab	5000			0
UiDrawOptional			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDrawOptional.prefab			5000			0
UiDrawBuyVoucher			Popup	Bundle	Assets/Product/Ui/Prefab/UiDrawBuyVoucher.prefab			5000			0
UiDrawGroup			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawGroup.prefab			5000			0
UiDrawMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawMain.prefab			5000			0
UiDrawResult			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawResult.prefab			5000			0
UiDrawRule			Popup	Bundle	Assets/Product/Ui/Prefab/UiDrawRule.prefab			5000			0
UiDrawShow			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawShow.prefab	Assets/Product/Ui/Scene3DPrefab/UiDraw.prefab	Assets/Product/Ui/UiModel/UiDraw/UiDrawShow.prefab	5000			0
UiEnterFight			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEnterFight.prefab			5000			0
UiEquipAwarenessReplace			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipAwarenessReplace.prefab			5000			0
UiEquipAwarenessSuitPrefab			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipAwarenessSuitPrefab.prefab			5000			0
UiEquipSuitPrefabConfirm			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipSuitPrefabConfirm.prefab			5000			0
UiEquipSuitPrefabConflict			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipSuitPrefabConflict.prefab			5000			0
UiEquipSuitPrefabRename			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipSuitPrefabRename.prefab			5000			0
UiEquipAwarenessPopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipAwarenessPopup.prefab			5000			0
UiEquipBreakThroughPopUp			Tips	Bundle	Assets/Product/Ui/Prefab/UiEquipBreakThroughPopUp.prefab			5000			0
UiEquipLevelUpTips			Tips	Bundle	Assets/Product/Ui/Prefab/UiEquipLevelUpTips.prefab			5000			0
UiEquipDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiEquipDetail.prefab	5000			0
UiEquipStrengthenSkip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipStrengthenSkip.prefab			5000			0
UiEquipCanBreakthroughTip			Popup	Bundle	Assets/Product/Ui/Prefab/UiEquipCanBreakthroughTip.prefab			5000			0
UiEquipReplaceNew			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipReplaceNew.prefab			5000			0
UiEquipResonanceSelectAfter			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipResonanceSelectAfter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiEquipResonanceSelectAfter.prefab	5000			0
UiEquipResonanceSkillPreview			Popup	Bundle	Assets/Product/Ui/Prefab/UiEquipResonanceSkillPreview.prefab			5000			0
UiEquipResonanceSkillDetailInfo			Popup	Bundle	Assets/Product/Ui/Prefab/UiEquipResonanceSkillDetailInfo.prefab			5000			0
UiEquipCulture			Normal	Bundle	Assets/Product/Ui/Prefab/UiEquipCulture.prefab			5000			0
UiEquipCultureConfirm			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipCultureConfirm.prefab			5000			0
UiEquipStrengthenConsumption			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipStrengthenConsumption.prefab			5000			0
UiExhibition			Normal	Bundle	Assets/Product/Ui/Prefab/UiExhibition.prefab			5000			0
UiExhibitionInfo			Normal	Bundle	Assets/Product/Ui/Prefab/UiExhibitionInfo.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiExhibitionInfo.prefab	5000			0
UiExhibitionGroupTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiExhibitionGroupTip.prefab			5000			0
UiFashion			Normal	Bundle	Assets/Product/Ui/Prefab/UiFashion.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFashion.prefab	5000			0
UiFashionDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiFashionDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFashionDetail.prefab	5000			0
UiFavorability			Normal	Bundle	Assets/Product/Ui/Prefab/UiFavorability.prefab	Assets/Product/Ui/Scene3DPrefab/UiMain3d.prefab	Assets/Product/Ui/UiModel/UiMain/UiFavorability.prefab	5000			0
UiFavorabilityNew			Normal	Bundle	Assets/Product/Ui/Prefab/UiFavorabilityNew.prefab		Assets/Product/Ui/UiModel/UiMain/UiFavorabilityNew.prefab	5000			0
UiFavorabilityLineRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFavorabilityLineRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFavorabilityLineRoomCharacter.prefab	5000			0
UiFirstGetPopUp			Popup	Bundle	Assets/Product/Ui/Prefab/UiFirstGetPopUp.prefab			5000			0
UiFuben			Normal	Bundle	Assets/Product/Ui/Prefab/UiFuben.prefab			5000			0
UiFubenBossSingle			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenBossSingle.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFubenBossSingle.prefab	5000			0
UiFubenBossSingleHide			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenBossSingleHide.prefab			5000			0
UiFubenBossSingleChooseLevelType			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenBossSingleChooseLevelType.prefab			5000			0
UiRoomTeamBuff			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRoomTeamBuff.prefab			5000			0
UiFubenChallengeMap			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenChallengeMap.prefab			5000			0
UiFubenDaily			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenDaily.prefab			5000			0
UiFubenDailyDrop			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenDailyDrop.prefab			5000			0
UiFubenDialog			Tips	Bundle	Assets/Product/Ui/Prefab/UiFubenDialog.prefab			5000			0
UiFubenExperiment			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenExperiment.prefab			5000			0
UiFubenExperimentDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenExperimentDetail.prefab			5000			0
UiFubenExploreChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenExploreChapter.prefab			5000			0
UiFubenExploreLevel			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenExploreLevel.prefab			5000			0
UiFubenFlopReward			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenFlopReward.prefab			5000			0
UiFubenMainLineChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMainLineChapter.prefab			5000			0
UiFubenPractice			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenPractice.prefab			5000			0
UiPracticeSkillDetail			Popup	Bundle	Assets/Product/Ui/Prefab/UiPracticeSkillDetail.prefab			5000			0
UiFubenStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenStageDetail.prefab			5000			0
UiFunctionalOpen			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFunctionalOpen.prefab			5000			0
UiHintFunctional			Tips	Bundle	Assets/Product/Ui/Prefab/UiHintFunctional.prefab			5000			0
UiFurnitureDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFurnitureDetail.prefab			5000			0
UiFurnitureRecycleObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFurnitureRecycleObtain.prefab			5000			0
UiFurnitureObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFurnitureObtain.prefab			5000			0
UiFurnitureTypeSelect			Popup	Bundle	Assets/Product/Ui/Prefab/UiFurnitureTypeSelect.prefab			5000			0
UiGuide			Guide	Bundle	Assets/Product/Ui/Prefab/UiGuide.prefab			5000			0
UiHomeMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiHomeMain.prefab			5000			0
UiHud			Hud	Bundle	Assets/Product/Ui/Prefab/UiHud.prefab			5000			0
UiLogin			Normal	Bundle	Assets/Product/Ui/Prefab/UiLogin.prefab			5000			0
UiLoginNotice			Popup	Bundle	Assets/Product/Ui/Prefab/UiLoginNotice.prefab			5000			0
UiMail			Normal	Bundle	Assets/Product/Ui/Prefab/UiMail.prefab			5000			0
UiMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMain.prefab		Assets/Product/Ui/UiModel/UiMain/UiMain.prefab	5000			0
UiMovie			Popup	Bundle	Assets/Product/Ui/Prefab/UiMovie.prefab	Assets/Product/Ui/Scene3DPrefab/Ui3DMovie.prefab	Assets/Product/Ui/UiModel/Ui3DMovie/Ui3DMovie.prefab	5000			0
UiNewPlayerTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewPlayerTask.prefab			5000			0
UiNewRoomSingle			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewRoomSingle.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiNoticeTips			Tips	Bundle	Assets/Product/Ui/Prefab/UiNoticeTips.prefab			5000			0
UiObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiObtain.prefab			5000			0
UiOnlineBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiOnlineBoss.prefab	Assets/Product/Ui/Scene3DPrefab/UiOnlineBoss.prefab	Assets/Product/Ui/UiModel/UiOnlineBoss/UiOnlineBoss.prefab	5000			0
UiOnlineBossActivity			Normal	Bundle	Assets/Product/Ui/Prefab/UiOnlineBossActivity.prefab	Assets/Product/Ui/Scene3DPrefab/UiOnlineBoss.prefab	Assets/Product/Ui/UiModel/UiOnlineBoss/UiOnlineBossActivity.prefab	5000			0
UiOnLineMatching			Dialog	Bundle	Assets/Product/Ui/Prefab/UiOnLineMatching.prefab			5000			0
UiOnLineTranscript			Popup	Bundle	Assets/Product/Ui/Prefab/UiOnLineTranscript.prefab			5000			0
UiOnLineLoading			Dialog	Bundle	Assets/Product/Ui/Prefab/UiOnLineLoading.prefab			5000			0
UiPersonalInfo			Popup	Bundle	Assets/Product/Ui/Prefab/UiPersonalInfo.prefab			5000			0
UiPlayer			Normal	Bundle	Assets/Product/Ui/Prefab/UiPlayer.prefab			5000			0
UiPlayerInfo			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPlayerInfo.prefab			5000			0
UiPlayerUp			Dialog	Bundle	Assets/Product/Ui/Prefab/UiPlayerUp.prefab			5000			0
UiPrequel			Normal	Bundle	Assets/Product/Ui/Prefab/UiPrequel.prefab			5000			0
UiPurchase			Normal	Bundle	Assets/Product/Ui/Prefab/UiPurchase.prefab			5000			0
UiRedEnvelope			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRedEnvelope.prefab			5000			0
UiRegister			Popup	Bundle	Assets/Product/Ui/Prefab/UiRegister.prefab			5000			0
UiReport			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiReport.prefab			5000			0
UiRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			0
UiRoomTeamPrefab			Normal	Bundle	Assets/Product/Ui/Prefab/UiRoomTeamPrefab.prefab			5000			0
UiSet			Normal	Bundle	Assets/Product/Ui/Prefab/UiSet.prefab			5000			0
UiLoadingOption			Normal	Bundle	Assets/Product/Ui/Prefab/UiLoadingOption.prefab			5000			0
UiLoadingSet			Normal	Bundle	Assets/Product/Ui/Prefab/UiLoadingSet.prefab			5000			0
UiSettleLose			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleLose.prefab			5000			0
UiSettleUrgentEvent			Popup	Bundle	Assets/Product/Ui/Prefab/UiSettleUrgentEvent.prefab			5000			0
UiSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleWin.prefab			5000			0
UiSettleWinMainLine			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleWinMainLine.prefab			5000			0
UiSettleWinSingleBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleWinSingleBoss.prefab			5000			0
UiRepeatChallengeSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiRepeatChallengeSettleWin.prefab			5000			0
UiShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiShop.prefab			5000			0
UiSign			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSign.prefab			5000			0
UiSignBanner			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSignBanner.prefab			5000			0
UiSkip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSkip.prefab			5000			0
UiSocial			Normal	Bundle	Assets/Product/Ui/Prefab/UiSocial.prefab			5000			0
UiTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiTask.prefab			5000			0
UiTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTip.prefab			5000			0
UiTipReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTipReward.prefab			5000			0
UiTrial			Normal	Bundle	Assets/Product/Ui/Prefab/UiTrial.prefab			5000			0
UiLoading			TopMask	Bundle	Assets/Product/Ui/Prefab/UiLoading.prefab			5000			0
UiFight			Normal	Bundle	Assets/Product/Ui/Prefab/UiFight.prefab			30000			0
UiFightCustom			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFightCustom.prefab			5000			0
UiChooseLoadMode			Tips	Resources	UiChooseLoadMode			5000			0
UiMultiplayerRoom			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiplayerRoom.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMultiplayerRoom.prefab	5000			0
UiMultiplayerFightGrade			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiplayerFightGrade.prefab			5000			0
UiMultiplayerInviteFriend			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiplayerInviteFriend.prefab			5000			0
UiDormTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiDormTask.prefab			5000			0
UiPromotionWay			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPromotionWay.prefab			5000			0
UiHelp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiHelp.prefab			5000			0
UiMedalUnlockTips			Popup	Bundle	Assets/Product/Ui/Prefab/UiMedalUnlockTips.prefab			5000			0
UiMedalUnlock			Popup	Bundle	Assets/Product/Ui/Prefab/UiMedalUnlock.prefab			5000			0
UiGuildMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiGuild3D01.prefab	Assets/Product/Ui/UiModel/UiGuild3D/UiGuildMain.prefab	5000			0
UiFightButtonSettings			Normal	Bundle	Assets/Product/Ui/Prefab/UiFightButtonSettings.prefab			5000			0
UiActivityBriefBase			Normal	Bundle	Assets/Product/Ui/Prefab/UiActivityBriefBase.prefab			5000			0
UiActivityBriefShop			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiActivityBriefShop.prefab			5000			0
UiFurnitureCreate			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFurnitureCreate.prefab			5000			0
UiDrawLog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDrawLog.prefab			5000			0
UiSystemDialog			System	Bundle	Assets/Product/Ui/Prefab/UiDialog.prefab			5000			0
UiFubenChristmasMainLineChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenChristmasMainLineChapter.prefab			5000			0
UiUsePackage			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiUsePackage.prefab			5000			0
UiWaterMask			Top	Bundle	Assets/Product/Ui/Prefab/UiWaterMask.prefab			5000			0
UiSuperWaterMarks			Top	Bundle	Assets/Product/Ui/Prefab/UiSuperWaterMarks.prefab			5000			0
UiBabelTowerAutoFight			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerAutoFight.prefab			5000			0
UiBabelTowerBase			Normal	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerBase.prefab			5000			0
UiBabelTowerTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerTask.prefab			5000			0
UiBabelTowerDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerDetails.prefab			5000			0
UiBabelTowerSelectTeam			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerSelectTeam.prefab			5000			0
UiBabelTowerSelectDiffcult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerSelectDiffcult.prefab			5000			0
UiBabelTowerTeamTips			Normal	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerTeamTips.prefab			5000			0
UiBabelTowerRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiBabelTowerRoomCharacter.prefab	5000			0
UiBabelTowerMainNewTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerMainNewTips.prefab			5000			0
UiFightBabelTower			Normal	Bundle	Assets/Product/Ui/Prefab/UiFightBabelTower.prefab			5000			0
UiBabelTowerMainNew			Normal	Bundle	Assets/Product/Ui/Prefab/UiBabelTowerMainNew.prefab			5000			0
UiDrawActivity			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawActivity.prefab		Assets/Product/Ui/UiModel/UiDrawActivity/UiDrawActivity.prefab	5000			0
UiSocialRename			Normal	Bundle	Assets/Product/Ui/Prefab/UiSocialRename.prefab			5000			0
UiGuildDonation			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildDonation.prefab			5000			0
UiGuildRankingList			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildRankingList.prefab			5000			0
UiGuildRecommendation			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildRecommendation.prefab			5000			0
UiGuildRankingListSwitch			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildRankingListSwitch.prefab			5000			0
UiGuildBuild			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildBuild.prefab			5000			0
UiGuildNews			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildNews.prefab			5000			0
UiGuildVistor			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildVistor.prefab			5000			0
UiGuildWelcomeWord			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWelcomeWord.prefab			5000			0
UiGuildPerson			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildPerson.prefab			5000			0
UiGuildGift			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildGift.prefab			5000			0
UiGuildLevelUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildLevelUp.prefab			5000			0
UiArchiveMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveMain.prefab			5000			0
UiArchiveWeapon			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveWeapons.prefab			5000			0
UiArchiveWeaponDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveWeaponsDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiArchiveWeaponDetail.prefab	5000			0
UiArchiveAwareness			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveWafer.prefab			5000			0
UiArchiveAwarenessDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveWaferDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiArchiveAwarenessDetail.prefab	5000			0
UiAchievementTips			Tips	Bundle	Assets/Product/Ui/Prefab/UiAchievementTips.prefab			5000			0
UiVideoPlayer			Popup	Bundle	Assets/Product/Ui/Prefab/UiVideoPlayer.prefab			5000			0
UiRogueLikeMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeMain.prefab			5000			0
UiRogueLikeFightTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeFightTips.prefab			5000			0
UiRogueLikeMyBuff			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeMyBuff.prefab			5000			0
UiRogueLikeTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeTask.prefab			5000			0
UiRogueLikeIllegalShop			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeIllegalShop.prefab			5000			0
UiRogueLikeBuffStrengthen			Popup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeBuffStrengthen.prefab			5000			0
UiRogueLikeShop			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeShop.prefab			5000			0
UiRogueLikeStoryResult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeStoryResult.prefab			5000			0
UiRogueLikeObtainBuff			Popup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeObtainBuff.prefab			5000			0
UiRogueLikeThemeTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeThemeTips.prefab			5000			0
UiArchiveMonster			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveMonster.prefab			5000			0
UiFubenBabelTowerRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenBabelTowerRank.prefab			5000			0
UiArchiveMonsterDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveMonsterDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiArchiveMonsterDetail.prefab	5000			0
UiArchiveMonsterSelectTag			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiArchiveMonsterSelectTag.prefab			5000			0
UiArchiveStory			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveStory.prefab			5000			0
UiArchiveStoryDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchiveStoryDetail.prefab			5000			0
UiArchiveStoryDialog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiArchiveStoryDialog.prefab			5000			0
UiWindowsInlay			Normal	Bundle	Assets/Product/Ui/Prefab/UiWindowsInlay.prefab			5000			0
UiPanelAssignMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiAssignMain.prefab			5000			0
UiPanelAssignStage			Normal	Bundle	Assets/Product/Ui/Prefab/UiAssignStage.prefab			5000			0
UiAssignDeploy			Normal	Bundle	Assets/Product/Ui/Prefab/UiAssignDeploy.prefab						0
UiAssignOccupy			Popup	Bundle	Assets/Product/Ui/Prefab/UiAssignOccupy.prefab			5000			0
UiAssignSelectOccupy			Popup	Bundle	Assets/Product/Ui/Prefab/UiAssignSelectOccupy.prefab			5000			0
UiAssignBuff				Bundle	Assets/Product/Ui/Prefab/UiAssignBuff.prefab						0
UiAssignInfo			Dialog	Bundle	Assets/Product/Ui/Prefab/UiAssignInfo.prefab			5000			0
UiAssignPostWarCount			Normal	Bundle	Assets/Product/Ui/Prefab/UiAssignPostWarCount.prefab			5000			0
UiAssignRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiAssignRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiAssignRoomCharacter.prefab	5000			0
UiRegression			Normal	Bundle	Assets/Product/Ui/Prefab/UiRegression.prefab			5000			0
UiRogueLikeHelpRole			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeHelpRole.prefab			5000			0
UiRogueLikeRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiRogueLikeRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRogueLikeRoomCharacter.prefab	5000			0
UiGuildLog			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildLog.prefab			5000			0
UiGuildTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildTask.prefab			5000			0
UiGuildRecruit			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildRecruit.prefab			5000			0
UiGuildCustomName			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildCustomName.prefab			5000			0
UiGuildInformation			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildInformation.prefab			5000			0
UiGuildShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildShop.prefab			5000			0
UiGuildChangePosition			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildChangePosition.prefab			5000			0
UiMusicPlayerAlbum			Normal	Bundle	Assets/Product/Ui/Prefab/UiMusicPlayerAlbum.prefab			5000			0
UiMusicPlayer			Normal	Bundle	Assets/Product/Ui/Prefab/UiMusicPlayer.prefab			5000			0
UiShopItem			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiShopItem.prefab			5000			0
UiFubenExploreDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenExploreDetail.prefab			5000			0
UiFightWords			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFightWords.prefab			5000			0
UiFightInfestorExplore			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFightInfestorExplore.prefab			5000			0
UiFubenExItemTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenExItemTip.prefab			5000			0
UiCollectionTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCollectionTip.prefab			5000			0
