Id	StageId	Title	WebUrl	Icon	TeachIcon	HeadLine[1]	Description[1]	HeadLine[2]	Description[2]	HeadLine[3]	Description[3]	HeadLine[4]	Description[4]	HeadLine[5]	Description[5]	HeadLine[6]	Description[6]
1221002	30030301	Shadow Prism Agglomerate	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Twentyone.png	Shadow Prism Attack: <color=#0d70bc>Tap Basic Attack consecutively</color>	No. 21: XXI's Basic Attack will generate <color=#FF6347>Shadow Prism Energy</color>. Upon reaching a certain level of <color=#FF6347>Shadow Prism Energy</color>, the next Basic Attack will empty all <color=#FF6347>Shadow Prism Energy</color> to cast a <color=#FF6347>Shadow Prism Attack</color> and create <color=#FF6347>1</color> Twilight Matrix on the target's location that deals Dark DMG and knocks the target down. When generated, the Twilight Matrix grants No.21: XXI Signature Move Energy and Dodge Energy.	Resonance Pulse: <color=#0d70bc>Co-Bot + Twilight Matrix present</color>	When the Co-Bot's Force Wave destroys a Twilight Matrix, it will trigger a <color=#FF6347>Resonance Pulse</color>, dealing Dark DMG to nearby enemies.	Instant Dodge: <color=#0d70bc>Control Locked + Tap Dodge</color>	When No. 21: XXI is control locked (such as when attacked, downed, or in mid-air), press the Dodge button at the cost of extra Dodge Energy to perform Instant Dodge to negate all control-locking states and create <color=#FF6347>1</color> Twilight Matrix on the target's location. Instant Dodge grants No. 21: XXI Super Armor and Shield.						
1131003	30030301	Lightning Fall	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	Assets/Product/Texture/Image/IconGuide/GuideR3Weila.png	Electric Charge: <color=#0d70bc>Cast Spear Lunge</color>	<color=#FF6347>Spear Lunge</color> grants 1 <color=#FF6347>Electric Charge</color>, stacking up to 3 times.	Lightning Fall: <color=#0d70bc>Electric Charge present + Press and hold Basic Attack</color>	When there is at least 1 <color=#FF6347>Electric Charge</color>, press and hold the Basic Attack button to consume <color=#FF6347>Electric Charge</color> and cast <color=#FF6347>Lightning Fall</color> to pull in a large area of enemies ahead, deal Lightning DMG, and inflict <color=#FF6347>Turbulence Interference</color> (reduces enemies' Lightning Resistance) for 8s. Every additional stack of <color=#FF6347>Electric Charge</color> consumed will double the DMG of <color=#FF6347>Lightning Fall</color>. Gains Super Armor when casting Lightning Fall.								
1541003	30030301	Art of Deception	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Luolan.png	Art of Deception: <color=#0d70bc>Trigger valid combos</color>	The Basic Attack combo DMG ratio is adjusted. Gains <color=#FF6347>Deception Points</color> based on the combo type upon triggering <color=#FF6347>valid combos</color>. Roland's Red/Yellow/Blue Orbs are unlocked when there are a certain amount of <color=#FF6347>Deception Points</color>. Each time the 1st or 2nd hit of a Signal Orb skill is cast, <color=#FF6347>Deception Points</color> will be consumed to generate Energy. The combos of Basic Attacks and Signal Orb skills can be viewed in the description of each skill. <color=#FF6347>Valid combos</color>: The Basic Attack combo launched within 1s after dealing DMG from Basic Attacks. Upon triggering Matrix, the next Signal Orb skill cast does not consume any <color=#FF6347>Deception Points</color> or <color=#FF6347>Trickery Points</color>. Roland cannot gain Signal Orbs from Basic Attacks. When he is switched off battle, he gains <color=#FF6347>Deception Points</color>. Signal Orbs gained from any other source would be directly converted into <color=#FF6347>Deception Points</color> or Energy, prioritizing <color=#FF6347>Deception Points</color>.										
1031004	30030301	Ode for Everlight	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Assets/Product/Texture/Image/IconGuide/GuideR4Lifu.png	Divine Prayer: <color=#0d70bc>Double tap Dodge</color>	Basic Attacks and pinging orbs accumulate Prayer. When it is full, <color=#FF6347>double tap</color> or <color=#FF6347>press and hold</color> Dodge to trigger <color=#FF6347>Divine Prayer</color> and gain DMG Reduction. While in Divine Prayer, it is allowed to ping 2 sets of orbs. The orbs pinged during the prayer will amplify it and increase the base multiplier. Each time orbs are pinged, triggers <color=#FF6347>Prayer Ripple</color> that deals Fire DMG to enemies, imprisons them, and heals allies. When <color=#FF6347>Core Passive - Ode for Everlight</color> reaches Lv.22, entering <color=#FF6347>Divine Prayer</color> will grant <color=#FF6347>1</color> random Signal Orb, and casting Oaths will restore Dodge Energy.	Purity Oath: <color=#0d70bc>Divine Prayer + Same-colored 3-Pings</color>	If both sets of Signal Orbs are of the same color, triggers <color=#FF6347>Purity Oath</color> that deals area Fire DMG.	Chaos Oath: <color=#0d70bc>Divine Prayer + Different-colored 3-Pings</color>	If the two sets of Signal Orbs have different colors, triggers <color=#FF6347>Chaos Oath</color> that pulls enemies in an extremely large area, dealing Fire DMG to them and <color=#FF6347>a small amount of dodgeable DMG to Liv: Empyrea</color>.						
1531004	30030301	Phantasia	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Sailinna01.png	Assets/Product/Texture/Image/IconGuide/GuideR4Sailinna.png	Reprise: Echo: <color=#0d70bc>Any 3-Ping + Direction button</color>	Upon a 3-Ping, moving the joystick will cause Selena: Capriccio to summon a phantom. The phantom will continue to cast the original skill, and Selena herself will gain Super Armor and cast <color=#FF6347>Reprise: Echo</color> instead.	Reprise: Twin Stars: <color=#0d70bc>Ping Shooting Star Orb + Direction button</color>	When casting a <color=#FF6347>Shooting Star</color>, moving the joystick will cause Selena: Capriccio to cast an additional <color=#FF6347>Reprise: Twin Stars</color>, dealing Dark DMG while summoning a phantom at the original location.								
1551003	30030301	Snow Dragon	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Pulao01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Pulao.png	Snow Dragon: <color=#0d70bc>Whenever catching Dragon Axe</color>	Whenever Pulao: Dragontoll catches Dragon Axe, she will throw it again, dealing the same effect as <color=#FF6347>Spirit Blade: Dragon Throw</color>.	Snow Dragon: <color=#0d70bc>Tap Basic Attack + Ping any orb</color>	Basic Attacks or pinging orbs will generate <color=#FF6347>Dragon Force</color>.	Dragon Force Combo: <color=#0d70bc>Ping Yellow Orb + Ping Red Orb</color>	If Pulao: Dragontoll catches Dragon Axe when performing her Red/Blue/Yellow Orb skill, consumes <color=#FF6347>Dragon Force</color> to unleash <color=#FF6347>Dragon Force Combo</color>, with which tapping the Basic Attack button repeatedly will perform a follow-up combo that deals Physical DMG. While performing <color=#FF6347>Dragon Force Combo</color> and the follow-up combo, Pulao: Dragontoll gains Super Armor and Extra DMG Reduction.						
1051004	30030301	Soul of Molten Steel	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	Assets/Product/Texture/Image/IconGuide/GuideR4Yongyechao.png	Slide Mode: <color=#0d70bc>Press and hold Dodge/Cast Quantum Compression Shot/Flame Bombing</color>	Press and hold Dodge or cast <color=#FF6347>Quantum Compression Shot</color>/<color=#FF6347>Flame Bombing</color> to trigger Nanami: Starfarer's Slide Mode, during which the above skills can be cast without intervals.	"Bzzz" Form: <color=#0d70bc>"Rumbling" Form + Cast Ironsoul Slice + Press and hold Basic Attack</color>	While in the <color=#FF6347>"Rumbling" Form</color>, Nanami: Starfarer will gain a Pressure Gauge. When <color=#FF6347>Ironsoul Slice</color> hits an enemy, press and hold Basic Attack to trigger the <color=#FF6347>"Bzzz" Form</color>, during which releasing the Basic Attack button at different timings will trigger <color=#FF6347>"Oops! Missed it!"</color> or <color=#FF6347>"Perfect!"</color>.	"Oops! Missed it!": <color=#0d70bc>"Bzzz" Form + Press and hold Basic Attack, then release when charging halfway</color>	<color=#FF6347>"Oops! Missed it!"</color> will grant Pressure and Energy, during which time Nanami will gain Super Armor and Extra DMG Reduction. The <color=#FF6347>"Oops! Missed it!"</color> variants triggered from <color=#FF6347>Ironsoul Slice I</color>, <color=#FF6347>Ironsoul Slice II</color>, and <color=#FF6347>Ironsoul Slice III</color> all deal Fire DMG.	"Perfect!": <color=#0d70bc>"Bzzz" Form + Press and hold Basic Attack, then release when charging more than halfway</color>	<color=#FF6347>"Perfect!"</color> will grant Pressure and Energy, during which time Nanami will gain Super Armor and Extra DMG Reduction. The <color=#FF6347>"Perfect!"</color> variants triggered from <color=#FF6347>Ironsoul Slice I</color>, <color=#FF6347>Ironsoul Slice II</color>, and <color=#FF6347>Ironsoul Slice III</color> all deal Fire DMG.	Burning Blow: <color=#0d70bc>At least 200 Pressure + "Bzzz" Form + Press and hold Basic Attack, then release when charging to the limit</color>	When there is enough Pressure, press and hold Basic Attack to the limit to consume all Pressure and cast <color=#FF6347>Burning Blow</color> to restore Energy and deal the <color=#FF6347>"Perfect!"</color> damage multiplier of the corresponding <color=#FF6347>Ironsoul Slice</color> with bonus DMG based on the Pressure consumed. The Base DMG of this skill is increased based on the amount of Pressure consumed. Once the total damage is calculated, it will be recorded. When Nanami: Starfarer casts <color=#FF6347>Gigabyte Star Strike</color>, she will become temporarily invincible and deal a portion of the recorded damage again, after which the record will be reset.	Mirage Flash: <color=#0d70bc>"Bzzz" Form + Release Basic Attack + Successful Dodge</color>	Nanami: Starfarer is able to dodge incoming attacks during a brief period when she starts to cast <color=#FF6347>"Oops! Missed it!"</color> and <color=#FF6347>"Perfect!"</color>. Upon a successful dodge, she will cast <color=#FF6347>Mirage Flash</color>, dealing Fire DMG and generating Pressure.
1561003	30030301	Huntress' Command	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Hakama.png	Assets/Product/Texture/Image/IconGuide/GuideR2Hakama.png	Bitter Frost: <color=#0d70bc>Press and hold Dodge</color>	Press and hold Dodge to activate and charge <color=#FF6347>Bitterfrost Level</color>. Release Dodge when <color=#FF6347>Bitterfrost Level</color> is fully charged to release <color=#FF6347>Bitter Frost</color>, dealing Ice DMG. Releasing Dodge before fully charged will result in no attacks, and <color=#FF6347>Bitterfrost Level</color> will gradually decrease. Getting hit while charging will deduct Dodge Gauge and performs Flash if there is enough Dodge Gauge available. Gains Super Armor and bonus Extra DMG Reduction when <color=#FF6347>Bitterfrost Level</color> is activated.										
1071004	30030301	Space Walk	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	Assets/Product/Texture/Image/IconGuide/GuideR4Kalienina.png	Leap Attack: <color=#0d70bc>3-Ping available + Press and hold Basic Attack</color>	When Karenina: Scire has at least one set of 3-Ping among the current Signal Orbs (up to 8 Signal Orbs), press and hold the Basic Attack button to start charging and consume 3-Pings continuously (up to two sets of 3-Pings), with each set of 3-Ping granting Anti-gravity Energy. When charging, Karenina gains Super Armor and Extra DMG Reduction but cannot dodge. After that, Karenina launches a <color=#FF6347>Leap Attack</color>, jumps up into the air, deals Dark DMG, and enters the Anti-gravity Form. When two sets of 3-Pings are consumed during the charging, the <color=#FF6347>Leap Attack</color> will deal more Base DMG. When Karenina triggers Matrix, press and hold the Basic Attack button to start charging and automatically consume the Matrix's effect (any ping is regarded as a 3-Ping) as a set of 3-Ping.	Anti-gravity Form: <color=#0d70bc>Cast Leap Attack</color>	Gains Super Armor and Extra DMG Reduction while in the Anti-gravity Form.	Radiant Whirlwind: <color=#0d70bc>Character is airborne + Tap Basic Attack repeatedly</color>	When Karenina: Scire is airborne, keep tapping Basic Attack to cast <color=#FF6347>Radiant Whirlwind</color>, dealing Dark DMG. Each Basic Attack tapped will increase the airborne time and spin speed.	Gravity Overload: <color=#0d70bc>Triggered when character lands</color>	Upon landing, Karenina: Scire will trigger <color=#FF6347>Gravity Overload</color>, gain Energy, and deal Dark DMG. If there is sufficient Anti-gravity Energy, Karenina: Scire will automatically jump up into the air again at the cost of some Anti-gravity Energy until there is insufficient Anti-gravity Energy, after which she will exit the Anti-gravity Form and all Anti-gravity Energy will be reset.	Kinetic Energy: <color=#0d70bc>Automatically accumulated when casting Radiant Whirlwind/Basic Attack speed-up</color>	Each <color=#FF6347>Radiant Whirlwind</color> cast and Basic Attack speed-up will grant Kinetic Energy. Casting <color=#FF6347>Starshatter Horizon</color> will consume all the Kinetic Energy with each point consumed granting bonus Base DMG.	Airborne Spin: <color=#0d70bc>Anti-gravity Form + Tap Dodge</color>	When Karenina is in the Anti-gravity Form, tap Dodge to cast <color=#FF6347>Airborne Spin</color> at the cost of double the Dodge Gauge value, pulling and knocking back enemies around Karenina, dealing Dark DMG and restoring Anti-gravity Energy and Energy. Upon a successful dodge, Karenina casts <color=#FF6347>Returning Repulsion</color> to pull and knock back enemies around her, dealing Dark DMG and restoring Dodge Gauge value.
1571003	30030301	Rising Key	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Nuoan.png	Engine Charge: <color=#0d70bc>Any 3-Ping + Tap Basic Attack repeatedly</color>	After using a 3-Ping, tap Basic Attack repeatedly to charge the Rise Engine. When you stop tapping or after a certain period of time, Noan: Arca will perform <color=#FF6347>Extreme Combo</color> based on the color of Signal Orb used, dealing DMG based on the current <color=#FF6347>Gear Level</color>. Unleashing the combo will consume all <color=#FF6347>Rising Energy</color> and enhance the combo DMG based on the charge progress. The <color=#FF6347>Rising Energy</color> charge progress will then be converted into <color=#FF6347>Target Spin Speed</color>.	Extreme Combo: <color=#0d70bc>Tap Basic Attack repeatedly to unleash combo</color>	The next time an <color=#FF6347>Extreme Combo</color> is unleashed, if current <color=#FF6347>Rising Energy</color> exceeds <color=#FF6347>Target Spin Speed</color>, <color=#FF6347>Gear Level</color> will increase by 1.	Strike Rising Attack: <color=#0d70bc>3rd Gear + Unleash combo</color>	If <color=#FF6347>Extreme Combo</color> is unleashed at maximum Gear Level, Noan: Arca will launch <color=#FF6347>Strike Rising Attack</color> instead with increased Extra DMG Bonus. <color=#FF6347>Target Spin Speed</color> and <color=#FF6347>Gear Level</color> will be reset to 0 afterward.						
1041004	30030301	Glowing Lanternlight	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	Assets/Product/Texture/Image/IconGuide/GuideR4Bianka.png	Afterglow Orb: <color=#0d70bc>Upon entering battle or when entering Staff Form</color>	When Bianca: Stigmata enters battle or enters <color=#FF6347>Staff Form</color>, a set of <color=#FF6347>Afterglow Orbs</color> will be generated above the Signal Orb bar.	Simulated Matrix: <color=#0d70bc>Staff Form + Press and hold Dodge to enter Luminous Realm</color>	Bianca: Stigmata cannot trigger the Matrix by successfully dodging attacks. When the weapon is in the <color=#FF6347>Staff Form</color>, press and hold Dodge to perform <color=#FF6347>Simulated Matrix</color> and activate <color=#FF6347>Luminous Realm</color>.	Glowing Lanternlight: <color=#0d70bc>Ping Signal Orbs to consume the Afterglow Orbs that are of the same color and aligned above them in Luminous Real</color>	While <color=#FF6347>Luminous Realm</color> is active, pinging Signal Orbs can also consume the <color=#FF6347>Afterglow Orbs</color> that are of the same color and aligned above them, upon which <color=#FF6347>Glowing Lanternlight</color> will be unleashed to deal Physical DMG to enemies within range. Pinging Signal Orbs and <color=#FF6347>Afterglow Orbs</color> in the <color=#FF6347>Luminous Realm</color> will both generate <color=#FF6347>Afterglow points</color>.						
1231002	30030301	Puppet Theater	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Bangbinata.png	Assets/Product/Texture/Image/IconGuide/GuideR2Bangbinata.png	Strings On Me: <color=#0d70bc>Jete Points + Press and hold Basic Attack</color>	When <color=#FF6347>Jete Points</color> are greater than <color=#FF6347>0</color>, press and hold Basic Attack to activate <color=#FF6347>Strings On Me</color>, performing Basic Attacks continuously.	Solitary Dancer: <color=#0d70bc>Strings On Me + Take Hit/Release Basic Attack</color>	When Bambinata: Vitrum is attacked while <color=#FF6347>Strings On Me</color> is activated, she will consume all <color=#FF6347>Jete Points</color> to automatically dodge the attack and leap into the air, entering the <color=#FF6347>Solitary Dancer</color> Form. When <color=#FF6347>Strings On Me</color> is activated at full <color=#FF6347>Jete Points</color>, release the Basic Attack button to consume all <color=#FF6347>Jete Points</color> and leap up to enter the <color=#FF6347>Solitary Dancer</color> Form. During the leap, Bambinata: Vitrum dodges incoming attacks.	Pas De Chat: <color=#0d70bc>Solitary Dancer + Ping</color>	Consuming Signal Orbs in the <color=#FF6347>Solitary Dancer</color> Form will trigger <color=#FF6347>Pas De Chat</color>, dealing Ice DMG. During <color=#FF6347>Pas De Chat</color>, Bambinata: Vitrum is invincible and pulls the enemies in.	Pas De Chat: <color=#0d70bc>Successful Dodge + Solitary Dancer + Ping</color>	If Bambinata: Vitrum has entered the <color=#FF6347>Solitary Dancer</color> Form by successfully dodging an attack, pinging Signal Orbs will trigger the more powerful <color=#FF6347>Pas De Chat</color> that deals Ice DMG. During <color=#FF6347>Pas De Chat</color>, Bambinata: Vitrum is invincible and pulls the enemies in.	Pact of Memory: <color=#0d70bc>Solitary Dancer + 3-Ping</color>	Triggering <color=#FF6347>Pas De Chat</color> with a 3-Ping in the <color=#FF6347>Solitary Dancer</color> Form will grant 1 stack of <color=#FF6347>Pact of Memory</color> (up to <color=#FF6347>3</color> stacks), causing Bambinata: Vitrum to forget the color of this 3-Ping and no longer gain orbs of this color. All orbs of this color will be converted to other orbs that have not been forgotten yet. At <color=#FF6347>3</color> stacks of <color=#FF6347>Pact of Memory</color>, all the remaining orbs will be forgotten and Bambinata can no longer gain Signal Orbs. Casting <color=#FF6347>Signature - Stringless Cage</color> will remove all stacks of <color=#FF6347>Pact of Memory</color> and refund the forgotten orbs. For each <color=#FF6347>1</color> stack of <color=#FF6347>Pact of Memory</color>, the Base DMG of <color=#FF6347>Signature - Stringless Cage</color> increases.		
1011004	30030301	Dimension Observer	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	Assets/Product/Texture/Image/IconGuide/GuideR4Liang.png	Fate Records	All 3-Ping Orbs pinged outside <color=#FF6347>Hypermatrix</color> will be recorded and returned by performing <color=#FF6347>Basic Attack - Retribution</color> in <color=#FF6347>Hypermatrix</color>.	Realm Travel — <color=#0d70bc>Full Core Gauge + Press and Hold Basic Attack</color>	When the <color=#FF6347>Hypermatrix</color>'s cooldown is over, press and hold to shoot at the front area with the high-power sniper rifle, dealing Fire DMG and opens up the <color=#FF6347>Hypermatrix</color>.								
1091003	30030301	My Heart'll Do My Painting!	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Aila.png	Converging Expression: <color=#0d70bc>3-Ping</color>	The <color=#FF6347>Main Color</color> is filled with a Signal Orb color by default. Upon a 3-Ping, Coolant in the 3-Ping color will fill the <color=#FF6347>Secondary Color</color> (max <color=#FF6347>1</color> type of Coolant). Subsequent Coolant will replace the previous Coolant.	Color Mix: Clash of Concepts: <color=#0d70bc>Main Color is different from Secondary Color + Press and Hold Basic Attack</color>	Performs 2 consecutive sweep attacks, dealing Ice DMG and gaining an extra buff. Gains Super Armor in the skill duration.	Pure Color: Theme Emphasis: <color=#0d70bc>Main Color is the same as Secondary Color + Press and Hold Basic Attack</color>	Dashes forward before turning around for a sweep attack, dealing Ice DMG and gaining an extra buff. Gains Super Armor in the skill duration.	Vibrant Brushstroke: <color=#0d70bc>Painter's Realm + Any Orb Ping</color>	Rides the Beam Gunlance and draws a colorful trail, causing an explosion upon hitting the enemy for the first time and dealing Ice DMG to enemies within the area. Gains DMG Reduction and Super Armor in the skill duration.	Hued Splash: <color=#0d70bc>Pure Color: Theme Emphasis/Color Mix: Clash of Concepts</color>	Ayla: Kaleido restores <color=#FF6347>15</color> Signature Energy to herself and heals her allies within the area every time she casts <color=#FF6347>Pure Color: Theme Emphasis</color> or <color=#FF6347>Color Mix: Clash of Concepts</color>, storing <color=#FF6347>1</color> <color=#FF6347>"Backup Paint"</color> of the <color=#FF6347>Main Color</color> (max <color=#FF6347>3</color>). When <color=#FF6347>Vibrant Brushstroke</color> deals DMG, spends 1 <color=#FF6347>"Backup Paint"</color> to gain 1 set of 3-Ping Orbs in the same color as the <color=#FF6347>"Backup Paint"</color>.	Art Influence: <color=#0d70bc>Receive Healing</color>	Healed allies gain <color=#FF6347>Frost Crystal</color>, which increases Ice DMG.
1021005	30030301	Wild Path	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR5Luxiya.png	Assets/Product/Texture/Image/IconGuide/GuideR5Luxiya.png	Invisible Confrontation	When <color=#FF6347>wielding the kodachi</color>, Alpha can only use Blue Orb Skills. Her Basic Attacks will only grant Blue Orbs, which will be arranged in front of other orbs by default. When <color=#FF6347>wielding the odachi</color>, Alpha can only use Red or Yellow Orb Skills. Her Basic Attacks will only grant Red or Yellow Orbs, and Blue Orbs will be randomly converted into Red or Yellow Orbs.	Void Phantom: <color=#0d70bc>Press and hold Dodge to enter Phantom Realm</color>	Press and hold Dodge to enter <color=#FF6347>Phantom Realm</color>, gaining <color=#FF6347>Blade Aura</color> over time. During this time, Alpha: Crimson Weave gets Super Armor and DMG Reduction, is unable to restore the Dodge Gauge, and enters the Parry Stance. Pinging Signal Orbs can also increase <color=#FF6347>Blade Aura</color>.	Munen Moment: <color=#0d70bc>Phantom Realm + Release Dodge</color>	Press and hold Dodge to enter the <color=#FF6347>Phantom Realm</color>. Afterward, release Dodge to perform a powerful slash and deal Lightning DMG, during which Alpha gains Super Armor and DMG Reduction and is unable to restore the Dodge Gauge. Performing a powerful slash when <color=#FF6347>Blade Aura</color> is full will make Alpha Invincible, clear <color=#FF6347>Blade Aura</color>, activate <color=#FF6347>Munen Stance</color>, and restore Signature Energy.	Lightless Points: <color=#0d70bc>Gained automatically when casting Signal Orb Skills/Dazzling Slash/Munen Moment</color>	Gains <color=#FF6347>Lightless Points</color> every time when casting a Signal Orb Skill, <color=#FF6347>Dazzling Slash</color>, or <color=#FF6347>Munen Moment</color>. Casting <color=#FF6347>Eternaflare</color> will consume all <color=#FF6347>Lightless Points</color> to increase the Base DMG of <color=#FF6347>Eternaflare's</color> <color=#FF6347>Thunderous Slash</color> based on the <color=#FF6347>Lightless Points</color> consumed.	Eternaflare: <color=#0d70bc>Odachi in Hand + Activate Munen Stance + Press and Hold Basic Attack</color>	When Alpha is <color=#FF6347>holding the odachi</color> with <color=#FF6347>Munen Stance</color> activated, press and hold Basic Attack to launch a <color=#FF6347>Thrust Attack</color> and jump up to perform <color=#FF6347>Thunderous Slash</color> in midair, dealing Lightning DMG. When casting <color=#FF6347>Eternaflare</color>, Alpha becomes invincible but is unable to cast <color=#FF6347>Signature - Captive Shadow: Ephemeral Fire</color>.		
