Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
5553	30090506	49	45	2102061		210206		369	214	171
5554	30090506	59	55	2102061		210206		481	279	222
5555	30090506	69	65	2102061		210206		617	358	285
5556	30090506	79	75	2102061		210206		681	395	314
5557	30090506	120	80	2102061		210206		785	455	362
5558	30090507	49	45	2102071		210206		369	214	171
5559	30090507	59	55	2102071		210206		481	279	222
5560	30090507	69	65	2102071		210206		617	358	285
5561	30090507	79	75	2102071		210206		681	395	314
5562	30090507	120	80	2102071		210206		785	455	362
5563	30090508	49	45	2102081		210206		369	214	171
5564	30090508	59	55	2102081		210206		481	279	222
5565	30090508	69	65	2102081		210206		617	358	285
5566	30090508	79	75	2102081		210206		681	395	314
5567	30090508	120	80	2102081		210206		785	455	362
5568	30090509	49	45	2102091		210206		369	214	171
5569	30090509	59	55	2102091		210206		481	279	222
5570	30090509	69	65	2102091		210206		617	358	285
5571	30090509	79	75	2102091		210206		681	395	314
5572	30090509	120	80	2102091		210206		785	455	362
5573	30090510	49	45	2102101		210206		369	214	171
5574	30090510	59	55	2102101		210206		481	279	222
5575	30090510	69	65	2102101		210206		617	358	285
5576	30090510	79	75	2102101		210206		681	395	314
5577	30090510	120	80	2102101		210206		785	455	362
5578	30090511	49	45	2102111		210211		258	149	119
5579	30090511	59	55	2102111		210211		336	195	155
5580	30090511	69	65	2102111		210211		431	250	199
5581	30090511	79	75	2102111		210211		476	276	219
5582	30090511	120	80	2102111		210211		549	318	253
5583	30090512	49	45	2102121		210212		258	149	119
5584	30090512	59	55	2102121		210212		336	195	155
5585	30090512	69	65	2102121		210212		431	250	199
5586	30090512	79	75	2102121		210212		476	276	219
5587	30090512	120	80	2102121		210212		549	318	253
5588	10100102	54	50	100801020	10100102	100802	10100102	240	150	115
5589	10100103	54	50	100801030	10100103	100803	10100103	240	150	115
5590	10100104	54	50	100801040	10100104	100804	10100104	240	150	115
5591	10100201	54	50	100801050	10100105	100805	10100105	240	150	115
5592	10100202	54	50	100801060	10100106	100806	10100106	240	150	115
5593	10100302	54	50	100801100	10100110	100810	10100110	240	150	115
5594	10100303	54	50	100801090	10100111	100809	10100111	240	150	115
5595	10100304	54	50	100801100	10100112	100810	10100112	240	150	115
5596	10100102	120	75	100801020	10100102	100802	10100102	420	270	230
5597	10100103	120	75	100801030	10100103	100803	10100103	420	270	230
5598	10100104	120	75	100801040	10100104	100804	10100104	420	270	230
5599	10100201	120	75	100801050	10100105	100805	10100105	420	270	230
5600	10100202	120	75	100801060	10100106	100806	10100106	420	270	230
5601	10100203	120	75	100801070	10100107	100807	10100107	420	270	230
5602	10100204	120	75	100801080	10100108	100808	10100108	420	270	230
5603	10100301	120	75	100801090	10100109	100809	10100109	420	270	230
5604	10100302	120	75	100801100	10100110	100810	10100110	420	270	230
5605	10100303	120	75	100801090	10100111	100809	10100111	420	270	230
5606	10100304	120	75	100801100	10100112	100810	10100112	420	270	230
5607	11100101	54	50	110801010	11100101	110801	11100101	185	150	115
5608	11100101	120	75	110801010	11100101	110801	11100101	370	300	230
5609	11100102	120	75	110801020	11100102	110802	11100102	370	200	150
5610	11100103	120	75	110801030	11100103	110803	11100103	370	250	200
5611	11100104	120	75	110801040	11100104	110804	11100104	370	250	200
5612	11100105	120	75	110801050	11100105	110805	11100105	370	250	200
5613	11100106	120	75	110801060	11100106	110806	11100106	370	250	200
5614	30001101	49	45	100701010	2102110	100701	2102110	138	75	59
5615	30001102	49	45	100701020	2102120	100702	2102120	177	77	60
5616	30001103	49	45	100701030	2102130	100703	2102130	218	79	62
5617	30001104	49	45	100701040	2102140	100704	2102140	303	88	69
5618	30001105	49	45	100701050	2102150	100705	2102150	400	96	76
5619	30001101	59	55	100701010	2102110	100701	2102110	177	127	100
5620	30001102	59	55	100701020	2102120	100702	2102120	277	133	104
5621	30001103	59	55	100701030	2102130	100703	2102130	385	139	109
5622	30001104	59	55	100701040	2102140	100704	2102140	501	145	113
5623	30001105	59	55	100701050	2102150	100705	2102150	625	150	118
5624	30001101	69	65	100701010	2102110	100701	2102110	219	158	123
5625	30001102	69	65	100701020	2102120	100702	2102120	342	164	128
5626	30001103	69	65	100701030	2102130	100703	2102130	474	171	133
5627	30001104	69	65	100701040	2102140	100704	2102140	615	177	139
5628	30001105	69	65	100701050	2102150	100705	2102150	765	184	144
5629	30001101	120	75	100701010	2102110	100701	2102110	261	188	147
5630	30001102	120	75	100701020	2102120	100702	2102120	406	195	152
5631	30001103	120	75	100701030	2102130	100703	2102130	561	202	158
5632	30001104	120	75	100701040	2102140	100704	2102140	726	209	164
5633	30001105	120	75	100701050	2102150	100705	2102150	901	217	169
5634	10110104	49	50	100801030	10090103	100803	10090103	216	135	103
5635	10110106	49	50	100801050	10090105	100805	10090105	216	135	103
5636	10110109	49	50	100801060	10090106	100806	10090106	216	135	103
5637	10110112	49	50	100801070	10090107	100807	10090107	300	135	103
5638	10110104	57	65	100801030	10090103	100803	10090103	324	202	154
5639	10110106	57	65	100801050	10090105	100805	10090105	324	202	154
5640	10110109	57	65	100801060	10090106	100806	10090106	324	202	154
5641	10110112	57	65	100801070	10090107	100807	10090107	400	202	154
5642	10110102	120	75	100801010	10090101	100801	10090101	420	320	230
5643	10110104	120	75	100801030	10090103	100803	10090103	420	320	230
5644	10110105	120	75	100801040	10090104	100804	10090104	420	480	230
5645	10110106	120	75	100801050	10090105	100805	10090105	420	320	230
5646	10110107	120	75	100801060	10090106	100806	10090106	420	320	230
5647	10110108	120	75	100801070	10090107	100807	10090107	420	320	230
5648	10110109	120	75	100801060	10090106	100806	10090106	420	320	230
5649	10110112	120	75	100801070	10090107	100807	10090107	550	320	230
5650	11110100	120	75	110801010	11110101	110801	11110101	420	320	230
5651	11110101	120	75	110801020	11110102	110802	11110102	420	320	230
5652	11110102	120	75	110801030	11110103	110803	11110103	420	320	230
5653	11110103	120	75	110801040	11110104	110804	11110104	420	320	230
5654	11110104	120	75	110801050	11110105	110805	11110105	420	320	230
5655	30090531	49	45	2104011		210401		199	115	91
5656	30090531	59	55	2104011		210401		312	181	144
5657	30090531	69	65	2104011		210401		431	250	199
5658	30090531	79	75	2104011		210401		510	296	235
5659	30090531	120	80	2104011		210401		706	409	325
5660	30090532	49	45	2104021		210401		199	115	91
5661	30090532	59	55	2104021		210401		312	181	144
5662	30090532	69	65	2104021		210401		431	250	199
5663	30090532	79	75	2104021		210401		510	296	235
5664	30090532	120	80	2104021		210401		706	409	325
5665	30090533	49	45	2104031		210401		199	115	91
5666	30090533	59	55	2104031		210401		312	181	144
5667	30090533	69	65	2104031		210401		431	250	199
5668	30090533	79	75	2104031		210401		510	296	235
5669	30090533	120	80	2104031		210401		706	409	325
5670	30090534	49	45	2104041		210401		199	115	91
5671	30090534	59	55	2104041		210401		312	181	144
5672	30090534	69	65	2104041		210401		431	250	199
5673	30090534	79	75	2104041		210401		510	296	235
5674	30090534	120	80	2104041		210401		706	409	325
5675	30090535	49	45	2104051		210401		199	115	91
5676	30090535	59	55	2104051		210401		312	181	144
5677	30090535	69	65	2104051		210401		431	250	199
5678	30090535	79	75	2104051		210401		510	296	235
5679	30090535	120	80	2104051		210401		706	409	325
5680	30090536	49	45	2104061		210402		199	115	91
5681	30090536	59	55	2104061		210402		312	181	144
5682	30090536	69	65	2104061		210402		431	250	199
5683	30090536	79	75	2104061		210402		510	296	235
5684	30090536	120	80	2104061		210402		706	409	325
5685	30090537	49	45	2104071		210402		199	115	91
5686	30090537	59	55	2104071		210402		312	181	144
5687	30090537	69	65	2104071		210402		431	250	199
5688	30090537	79	75	2104071		210402		510	296	235
5689	30090537	120	80	2104071		210402		706	409	325
5690	30090538	49	45	2104081		210402		199	115	91
5691	30090538	59	55	2104081		210402		312	181	144
5692	30090538	69	65	2104081		210402		431	250	199
5693	30090538	79	75	2104081		210402		510	296	235
5694	30090538	120	80	2104081		210402		706	409	325
5695	30090539	49	45	2104091		210402		199	115	91
5696	30090539	59	55	2104091		210402		312	181	144
5697	30090539	69	65	2104091		210402		431	250	199
5698	30090539	79	75	2104091		210402		510	296	235
5699	30090539	120	80	2104091		210402		706	409	325
5700	30090540	49	45	2104101		210402		199	115	91
5701	30090540	59	55	2104101		210402		312	181	144
5702	30090540	69	65	2104101		210402		431	250	199
5703	30090540	79	75	2104101		210402		510	296	235
5704	30090540	120	80	2104101		210402		706	409	325
5705	30090541	49	45	2104111		210411		199	115	91
5706	30090541	59	55	2104111		210411		312	181	144
5707	30090541	69	65	2104111		210411		431	250	199
5708	30090541	79	75	2104111		210411		510	296	235
5709	30090541	120	80	2104111		210411		706	409	325
5710	30150101	59	55					289	185	140
5711	30150102	59	55					289	185	140
5712	30150103	59	55					289	185	140
5713	30150104	59	55					289	185	140
5714	30150105	59	55					332	231	175
5715	30150106	59	55					332	231	175
5716	30150107	59	55					332	231	175
5717	30150108	59	55					332	231	175
5718	30150109	59	55					381	288	218
5719	30150110	59	55					381	288	218
5720	30150111	59	55					381	288	218
5721	30150112	59	55					381	288	218
5722	30150113	59	55					438	360	272
5723	30150114	59	55					438	360	272
5724	30150115	59	55					438	360	272
5725	30150116	59	55					438	360	272
5726	30150117	59	55					503	450	340
5727	30150118	59	55					503	450	340
5728	30150119	59	55					503	450	340
5729	30150120	59	55					503	450	340
5730	30150101	69	55					387	248	186
5731	30150102	69	55					387	248	186
5732	30150103	69	55					387	248	186
5733	30150104	69	55					387	248	186
5734	30150105	69	55					445	310	232
5735	30150106	69	55					445	310	232
5736	30150107	69	55					445	310	232
5737	30150108	69	55					445	310	232
5738	30150109	69	55					511	387	290
5739	30150110	69	55					511	387	290
5740	30150111	69	55					511	387	290
5741	30150112	69	55					511	387	290
5742	30150113	69	55					587	483	362
5743	30150114	69	55					587	483	362
5744	30150115	69	55					587	483	362
5745	30150116	69	55					587	483	362
5746	30150117	69	55					675	603	452
5747	30150118	69	55					675	603	452
5748	30150119	69	55					675	603	452
5749	30150120	69	55					675	603	452
5750	30150101	79	75					477	305	230
5751	30150102	79	75					477	305	230
5752	30150103	79	75					477	305	230
5753	30150104	79	75					477	305	230
5754	30150105	79	75					548	381	287
5755	30150106	79	75					548	381	287
5756	30150107	79	75					548	381	287
5757	30150108	79	75					548	381	287
5758	30150109	79	75					630	476	358
5759	30150110	79	75					630	476	358
5760	30150111	79	75					630	476	358
5761	30150112	79	75					630	476	358
5762	30150113	79	75					724	595	447
5763	30150114	79	75					724	595	447
5764	30150115	79	75					724	595	447
5765	30150116	79	75					724	595	447
5766	30150117	79	75					832	743	558
5767	30150118	79	75					832	743	558
5768	30150119	79	75					832	743	558
5769	30150120	79	75					832	743	558
5770	30150101	120	80					556	356	268
5771	30150102	120	80					556	356	268
5772	30150103	120	80					556	356	268
5773	30150104	120	80					556	356	268
5774	30150105	120	80					639	445	335
5775	30150106	120	80					639	445	335
5776	30150107	120	80					639	445	335
5777	30150108	120	80					639	445	335
5778	30150109	120	80					734	556	418
5779	30150110	120	80					734	556	418
5780	30150111	120	80					734	556	418
5781	30150112	120	80					734	556	418
5782	30150113	120	80					844	695	522
5783	30150114	120	80					844	695	522
5784	30150115	120	80					844	695	522
5785	30150116	120	80					844	695	522
5786	30150117	120	80					970	868	652
5787	30150118	120	80					970	868	652
5788	30150119	120	80					970	868	652
5789	30150120	120	80					970	868	652
5790	30150121	59	55					289	185	140
5791	30150122	59	55					289	185	140
5792	30150123	59	55					332	231	175
5793	30150124	59	55					332	231	175
5794	30150125	59	55					381	288	218
5795	30150126	59	55					381	288	218
5796	30150127	59	55					438	360	272
5797	30150128	59	55					438	360	272
5798	30150129	59	55					503	450	340
5799	30150130	59	55					503	450	340
5800	30150121	69	65					387	248	186
5801	30150122	69	65					387	248	186
5802	30150123	69	65					445	310	232
5803	30150124	69	65					445	310	232
5804	30150125	69	65					511	387	290
5805	30150126	69	65					511	387	290
5806	30150127	69	65					587	483	362
5807	30150128	69	65					587	483	362
5808	30150129	69	65					675	603	452
5809	30150130	69	65					675	603	452
5810	30150121	79	75					477	305	230
5811	30150122	79	75					477	305	230
5812	30150123	79	75					548	381	287
5813	30150124	79	75					548	381	287
5814	30150125	79	75					630	476	358
5815	30150126	79	75					630	476	358
5816	30150127	79	75					724	595	447
5817	30150128	79	75					724	595	447
5818	30150129	79	75					832	743	558
5819	30150130	79	75					832	743	558
5820	30150121	120	80					556	356	268
5821	30150122	120	80					556	356	268
5822	30150123	120	80					639	445	335
5823	30150124	120	80					639	445	335
5824	30150125	120	80					734	556	418
5825	30150126	120	80					734	556	418
5826	30150127	120	80					844	695	522
5827	30150128	120	80					844	695	522
5828	30150129	120	80					970	868	652
5829	30150130	120	80					970	868	652
5830	30150146	59	55					381	288	218
5831	30150147	59	55					438	360	272
5832	30150148	59	55					503	450	340
5833	30150146	69	65					511	387	290
5834	30150147	69	65					587	483	362
5835	30150148	69	65					675	603	452
5836	30150146	79	75					630	476	358
5837	30150147	79	75					724	595	447
5838	30150148	79	75					832	743	558
5839	30150146	120	80					734	556	418
5840	30150147	120	80					844	695	522
5841	30150148	120	80					970	868	652
5842	30150131	59	55					289	185	140
5843	30150132	59	55					332	231	175
5844	30150133	59	55					381	277	210
5845	30150134	59	55					438	323	245
5846	30150135	59	55					503	370	280
5847	30150131	69	65					387	248	186
5848	30150132	69	65					445	310	232
5849	30150133	69	65					511	372	279
5850	30150134	69	65					587	434	325
5851	30150135	69	65					675	496	372
5852	30150131	79	75					477	305	230
5853	30150132	79	75					548	381	287
5854	30150133	79	75					630	457	345
5855	30150134	79	75					724	533	402
5856	30150135	79	75					832	610	460
5857	30150131	120	80					556	356	268
5858	30150132	120	80					639	445	335
5859	30150133	120	80					734	534	402
5860	30150134	120	80					844	623	469
5861	30150135	120	80					970	712	536
5862	30150149	59	55					375	240	182
5863	30150150	59	55					375	240	182
5864	30150151	59	55					375	240	182
5865	30150152	59	55					375	240	182
5866	30150153	59	55					431	300	227
5867	30150154	59	55					431	300	227
5868	30150155	59	55					431	300	227
5869	30150156	59	55					431	300	227
5870	30150157	59	55					495	374	283
5871	30150158	59	55					495	374	283
5872	30150159	59	55					495	374	283
5873	30150160	59	55					495	374	283
5874	30150161	59	55					569	468	353
5875	30150162	59	55					569	468	353
5876	30150163	59	55					569	468	353
5877	30150164	59	55					569	468	353
5878	30150165	59	55					653	585	442
5879	30150166	59	55					653	585	442
5880	30150167	59	55					653	585	442
5881	30150168	59	55					653	585	442
5882	30150149	69	55					503	322	241
5883	30150150	69	55					503	322	241
5884	30150151	69	55					503	322	241
5885	30150152	69	55					503	322	241
5886	30150153	69	55					578	403	301
5887	30150154	69	55					578	403	301
5888	30150155	69	55					578	403	301
5889	30150156	69	55					578	403	301
5890	30150157	69	55					664	503	377
5891	30150158	69	55					664	503	377
5892	30150159	69	55					664	503	377
5893	30150160	69	55					664	503	377
5894	30150161	69	55					763	627	470
5895	30150162	69	55					763	627	470
5896	30150163	69	55					763	627	470
5897	30150164	69	55					763	627	470
5898	30150165	69	55					877	783	587
5899	30150166	69	55					877	783	587
5900	30150167	69	55					877	783	587
5901	30150168	69	55					877	783	587
5902	30150149	79	75					620	396	299
5903	30150150	79	75					620	396	299
5904	30150151	79	75					620	396	299
5905	30150152	79	75					620	396	299
5906	30150153	79	75					712	495	373
5907	30150154	79	75					712	495	373
5908	30150155	79	75					712	495	373
5909	30150156	79	75					712	495	373
5910	30150157	79	75					819	618	465
5911	30150158	79	75					819	618	465
5912	30150159	79	75					819	618	465
5913	30150160	79	75					819	618	465
5914	30150161	79	75					941	773	581
5915	30150162	79	75					941	773	581
5916	30150163	79	75					941	773	581
5917	30150164	79	75					941	773	581
5918	30150165	79	75					1081	965	725
5919	30150166	79	75					1081	965	725
5920	30150167	79	75					1081	965	725
5921	30150168	79	75					1081	965	725
5922	30150149	120	80					722	462	348
5923	30150150	120	80					722	462	348
5924	30150151	120	80					722	462	348
5925	30150152	120	80					722	462	348
5926	30150153	120	80					830	578	435
5927	30150154	120	80					830	578	435
5928	30150155	120	80					830	578	435
5929	30150156	120	80					830	578	435
5930	30150157	120	80					954	722	543
5931	30150158	120	80					954	722	543
5932	30150159	120	80					954	722	543
5933	30150160	120	80					954	722	543
5934	30150161	120	80					1097	903	678
5935	30150162	120	80					1097	903	678
5936	30150163	120	80					1097	903	678
5937	30150164	120	80					1097	903	678
5938	30150165	120	80					1261	1128	847
5939	30150166	120	80					1261	1128	847
5940	30150167	120	80					1261	1128	847
5941	30150168	120	80					1261	1128	847
5942	30150169	59	55					375	240	182
5943	30150170	59	55					375	240	182
5944	30150171	59	55					431	300	227
5945	30150172	59	55					431	300	227
5946	30150173	59	55					495	374	283
5947	30150174	59	55					495	374	283
5948	30150175	59	55					569	468	353
5949	30150176	59	55					569	468	353
5950	30150177	59	55					653	585	442
5951	30150178	59	55					653	585	442
5952	30150169	69	65					503	322	241
5953	30150170	69	65					503	322	241
5954	30150171	69	65					578	403	301
5955	30150172	69	65					578	403	301
5956	30150173	69	65					664	503	377
5957	30150174	69	65					664	503	377
5958	30150175	69	65					763	627	470
5959	30150176	69	65					763	627	470
5960	30150177	69	65					877	783	587
5961	30150178	69	65					877	783	587
5962	30150169	79	75					620	396	299
5963	30150170	79	75					620	396	299
5964	30150171	79	75					712	495	373
5965	30150172	79	75					712	495	373
5966	30150173	79	75					819	618	465
5967	30150174	79	75					819	618	465
5968	30150175	79	75					941	773	581
5969	30150176	79	75					941	773	581
5970	30150177	79	75					1081	965	725
5971	30150178	79	75					1081	965	725
5972	30150169	120	80					722	462	348
5973	30150170	120	80					722	462	348
5974	30150171	120	80					830	578	435
5975	30150172	120	80					830	578	435
5976	30150173	120	80					954	722	543
5977	30150174	120	80					954	722	543
5978	30150175	120	80					1097	903	678
5979	30150176	120	80					1097	903	678
5980	30150177	120	80					1261	1128	847
5981	30150178	120	80					1261	1128	847
5982	30150194	59	55					495	374	283
5983	30150195	59	55					569	468	353
5984	30150196	59	55					653	585	442
5985	30150194	69	65					664	503	377
5986	30150195	69	65					763	627	470
5987	30150196	69	65					877	783	587
5988	30150194	79	75					819	618	465
5989	30150195	79	75					941	773	581
5990	30150196	79	75					1081	965	725
5991	30150194	120	80					954	722	543
5992	30150195	120	80					1097	903	678
5993	30150196	120	80					1261	1128	847
5994	30150179	59	55					375	240	182
5995	30150180	59	55					431	300	227
5996	30150181	59	55					495	360	273
5997	30150182	59	55					569	419	318
5998	30150183	59	55					653	481	364
5999	30150179	69	65					503	322	241
6000	30150180	69	65					578	403	301
6001	30150181	69	65					664	483	362
6002	30150182	69	65					763	564	422
6003	30150183	69	65					877	644	483
6004	30150179	79	75					620	396	299
6005	30150180	79	75					712	495	373
6006	30150181	79	75					819	594	448
6007	30150182	79	75					941	692	522
6008	30150183	79	75					1081	793	598
6009	30150179	120	80					722	462	348
6010	30150180	120	80					830	578	435
6011	30150181	120	80					954	694	522
6012	30150182	120	80					1097	809	609
6013	30150183	120	80					1261	925	696
6014	30150136	59	55					289	185	140
6015	30150137	59	55					289	185	140
6016	30150138	59	55					332	231	175
6017	30150139	59	55					332	231	175
6018	30150140	59	55					381	288	218
6019	30150141	59	55					381	288	218
6020	30150142	59	55					438	360	272
6021	30150143	59	55					438	360	272
6022	30150144	59	55					503	450	340
6023	30150145	59	55					503	450	340
6024	30150136	69	65					387	248	186
6025	30150137	69	65					387	248	186
6026	30150138	69	65					445	310	232
6027	30150139	69	65					445	310	232
6028	30150140	69	65					511	387	290
6029	30150141	69	65					511	387	290
6030	30150142	69	65					587	483	362
6031	30150143	69	65					587	483	362
6032	30150144	69	65					675	603	452
6033	30150145	69	65					675	603	452
6034	30150136	79	75					477	305	230
6035	30150137	79	75					477	305	230
6036	30150138	79	75					548	381	287
6037	30150139	79	75					548	381	287
6038	30150140	79	75					630	476	358
6039	30150141	79	75					630	476	358
6040	30150142	79	75					724	595	447
6041	30150143	79	75					724	595	447
6042	30150144	79	75					832	743	558
6043	30150145	79	75					832	743	558
6044	30150136	120	75					556	356	268
6045	30150137	120	75					556	356	268
6046	30150138	120	75					639	445	335
6047	30150139	120	75					639	445	335
6048	30150140	120	75					734	556	418
6049	30150141	120	75					734	556	418
6050	30150142	120	75					844	695	522
6051	30150143	120	75					844	695	522
6052	30150144	120	75					970	868	652
6053	30150145	120	75					970	868	652
6054	10110152	120	80	100701050	2103050	100705	2103050	160	241	334
6055	10110113	49	50	100801070	10090108	100808	10090108	300	135	103
6056	10110113	57	65	100801070	10090108	100808	10090108	400	202	154
6057	10110113	120	75	100801070	10090108	100808	10090108	550	320	230
6058	30001201	54	40					72	52	41
6059	30001202	54	45					128	62	49
6060	30001203	54	50					202	73	57
6061	30001204	54	50					288	77	61
6062	30001205	54	50					380	79	62
6063	30001206	54	50					380	79	62
6064	30001201	79	55					133	81	64
6065	30001202	79	60					237	101	80
6066	30001203	79	65					349	117	91
6067	30001204	79	65					483	128	100
6068	30001205	79	65					604	132	103
6069	30001206	79	65					604	132	103
6070	30001201	120	80					198	129	101
6071	30001202	120	80					326	141	110
6072	30001203	120	80					512	165	129
6073	30001204	120	80					740	190	148
6074	30001205	120	80					919	195	152
6075	30001206	120	80					919	195	152
6076	10120102	49	50	100801010	10120102	100801	10120102	216	135	103
6077	10120106	49	50	100801010	10120106	100801	10120106	216	135	103
6078	10120107	49	50	100801010	10120107	100801	10120107	216	135	103
6079	10120109	49	50	100801010	10120109	100801	10120109	216	135	103
6080	10120110	49	50	100801010	10120110	100801	10120110	216	135	103
6081	10120111	49	50	100801010	10120111	100801	10120111	216	135	103
6082	10120113	49	50	100801010	10120113	100801	10120113	216	135	103
6083	10120116	49	50	100801010	10120116	100801	10120116	216	135	103
6084	10120118	49	50	100801010	10120118	100801	10120118	216	135	103
6085	10120123	49	50	100801010	10120123	100801	10120123	216	135	103
6086	10120124	49	50	100801010	10120124	100801	10120124	216	135	103
6087	10120125	49	50	100801010	10120125	100801	10120125	300	135	103
6088	10120102	57	65	100801010	10120102	100801	10120102	324	202	154
6089	10120106	57	65	100801010	10120106	100801	10120106	324	202	154
6090	10120107	57	65	100801010	10120107	100801	10120107	324	202	154
6091	10120109	57	65	100801010	10120109	100801	10120109	324	202	154
6092	10120110	57	65	100801010	10120110	100801	10120110	324	202	154
6093	10120111	57	65	100801010	10120111	100801	10120111	324	202	154
6094	10120113	57	65	100801010	10120113	100801	10120113	324	202	154
6095	10120116	57	65	100801010	10120116	100801	10120116	324	202	154
6096	10120118	57	65	100801010	10120118	100801	10120118	324	202	154
6097	10120123	57	65	100801010	10120123	100801	10120123	324	202	154
6098	10120124	57	65	100801010	10120124	100801	10120124	324	202	154
6099	10120125	57	65	100801010	10120125	100801	10120125	400	202	154
6100	10120102	120	75	100801010	10120102	100801	10120102	420	320	230
6101	10120106	120	75	100801010	10120106	100801	10120106	420	320	230
6102	10120107	120	75	100801010	10120107	100801	10120107	420	480	230
6103	10120109	120	75	100801010	10120109	100801	10120109	420	320	230
6104	10120110	120	75	100801010	10120110	100801	10120110	420	320	230
6105	10120111	120	75	100801010	10120111	100801	10120111	420	320	230
6106	10120113	120	75	100801010	10120113	100801	10120113	420	320	230
6107	10120116	120	75	100801010	10120116	100801	10120116	420	320	230
6108	10120118	120	75	100801010	10120118	100801	10120118	420	320	230
6109	10120123	120	75	100801010	10120123	100801	10120123	420	320	230
6110	10120124	120	75	100801010	10120124	100801	10120124	420	320	230
6111	10120125	120	75	100801010	10120125	100801	10120125	550	320	230
6112	11120101	49	50	110801010	11120101	110801	11120101	216	135	103
6113	11120103	49	50	110801010	11120103	110801	11120103	216	135	103
6114	11120104	49	50	110801010	11120104	110801	11120104	216	135	103
6115	11120107	49	50	110801010	11120107	110801	11120107	300	135	103
6116	11120101	57	65	110801010	11120101	110801	11120101	324	202	154
6117	11120103	57	65	110801010	11120103	110801	11120103	324	202	154
6118	11120104	57	65	110801010	11120104	110801	11120104	324	202	154
6119	11120107	57	65	110801010	11120107	110801	11120107	400	202	154
6120	11120101	120	75	110801010	11120101	110801	11120101	420	320	230
6121	11120103	120	75	110801010	11120103	110801	11120103	420	320	230
6122	11120104	120	75	110801010	11120104	110801	11120104	420	320	230
6123	11120107	120	75	110801010	11120107	110801	11120107	550	320	230
6124	30090550	49	45	2106011		210601		199	115	91
6125	30090550	59	55	2106011		210601		312	181	144
6126	30090550	69	65	2106011		210601		431	250	199
6127	30090550	79	75	2106011		210601		510	296	235
6128	30090550	120	80	2106011		210601		706	409	325
6129	30090551	49	45	2106011		210601		199	115	91
6130	30090551	59	55	2106011		210601		312	181	144
6131	30090551	69	65	2106011		210601		431	250	199
6132	30090551	79	75	2106011		210601		510	296	235
6133	30090551	120	80	2106011		210601		706	409	325
6134	30090552	49	45	2106011		210601		199	115	91
6135	30090552	59	55	2106011		210601		312	181	144
6136	30090552	69	65	2106011		210601		431	250	199
6137	30090552	79	75	2106011		210601		510	296	235
6138	30090552	120	80	2106011		210601		706	409	325
6139	30090553	49	45	2106011		210601		199	115	91
6140	30090553	59	55	2106011		210601		312	181	144
6141	30090553	69	65	2106011		210601		431	250	199
6142	30090553	79	75	2106011		210601		510	296	235
6143	30090553	120	80	2106011		210601		706	409	325
6144	30090554	49	45	2106011		210601		199	115	91
6145	30090554	59	55	2106011		210601		312	181	144
6146	30090554	69	65	2106011		210601		431	250	199
6147	30090554	79	75	2106011		210601		510	296	235
6148	30090554	120	80	2106011		210601		706	409	325
6149	30090555	49	45	2106012		210602		199	115	91
6150	30090555	59	55	2106012		210602		312	181	144
6151	30090555	69	65	2106012		210602		431	250	199
6152	30090555	79	75	2106012		210602		510	296	235
6153	30090555	120	80	2106012		210602		706	409	325
6154	30090556	49	45	2106012		210602		199	115	91
6155	30090556	59	55	2106012		210602		312	181	144
6156	30090556	69	65	2106012		210602		431	250	199
6157	30090556	79	75	2106012		210602		510	296	235
6158	30090556	120	80	2106012		210602		706	409	325
6159	30090557	49	45	2106012		210602		199	115	91
6160	30090557	59	55	2106012		210602		312	181	144
6161	30090557	69	65	2106012		210602		431	250	199
6162	30090557	79	75	2106012		210602		510	296	235
6163	30090557	120	80	2106012		210602		706	409	325
6164	30090558	49	45	2106012		210602		199	115	91
6165	30090558	59	55	2106012		210602		312	181	144
6166	30090558	69	65	2106012		210602		431	250	199
6167	30090558	79	75	2106012		210602		510	296	235
6168	30090558	120	80	2106012		210602		706	409	325
6169	30090559	49	45	2106012		210602		199	115	91
6170	30090559	59	55	2106012		210602		312	181	144
6171	30090559	69	65	2106012		210602		431	250	199
6172	30090559	79	75	2106012		210602		510	296	235
6173	30090559	120	80	2106012		210602		706	409	325
6174	30180261	40	45					199	115	91
6175	30180261	59	55					374	217	173
6176	30180261	69	65					517	300	239
6177	30180261	79	75					612	355	282
6178	30180261	89	80					847	491	390
6179	30180261	120	85					1024	593	471
6180	30180262	40	45					199	115	91
6181	30180262	59	55					312	181	144
6182	30180262	69	65					431	250	199
6183	30180262	79	75					510	296	235
6184	30180262	89	80					706	409	325
6185	30180262	120	85					854	494	393
6186	30180263	40	45					199	115	91
6187	30180263	59	55					312	181	144
6188	30180263	69	65					431	250	199
6189	30180263	79	75					510	296	235
6190	30180263	89	80					706	409	325
6191	30180263	120	85					854	494	393
6192	30180264	40	45					199	115	91
6193	30180264	59	55					312	181	144
6194	30180264	69	65					431	250	199
6195	30180264	79	75					510	296	235
6196	30180264	89	80					706	409	325
6197	30180264	120	85					854	494	393
6198	30180265	40	45					199	115	91
6199	30180265	59	55					312	181	144
6200	30180265	69	65					431	250	199
6201	30180265	79	75					510	296	235
6202	30180265	89	80					706	409	325
6203	30180265	120	85					854	494	393
6204	30180266	40	45					199	115	91
6205	30180266	59	55					312	181	144
