StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	PreEventId[4]	ClearEventId[1]	ClearEventId[2]	ClearEventId[3]	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	PreStageId[4]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	DescEventId[1]	DescEventId[2]	DescEventId[3]	SettleLoseTipId	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable	ResetHpCount[1]	ResetHpCount[2]	ResetHpCount[3]	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability
10180105	Truth	Nanami doesn't like the answer. I don't like the coldness or the quietness... But where can I find the future that makes everyone smile?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													5	80		0		40		15		3			1	300	10180104													15			80					1	ZX02605BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180106	Reunion	The world will be reconstructed. A different future is waiting for Nanami, but will it be the future Nanami wants?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													6	80		0		40		15		3			1	300	10180105													15			80					1	ZX02606BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180107	War	Why... Why the war? Aren't we friends...?	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1803.png		117		20017			1													7	80		0		40		15		3			1	300	10180106													15			80					1	ZX02607BA	ZX02607EA		3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180108	Church of Machina	Although these machines called Nanami "Sagemachina", Nanami never wanted the war...	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													8	80		0		40		15		3			1	300	10180107													15			80					1	ZX02608BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180109	Last Hope	Nanami will find a future without war and hand it to the humanity.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													9	80		0		40		15		3			1	300	10180108													15			80					1	ZX02609BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180110	Cage	Nanami has only one thing to do...	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1804.png		36		20017			1													10	80		0		40		15		3			1	300	10180109													15			80					1	ZX02610BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180111	Freedom	Then let Nanami... break the cage!	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1805.png		117		20017			1													11	80		0		40		15		3			1	300	10180110													15			80					1	ZX02611BA	ZX02611EA		3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180112	Divergence	For Nanami's friends and our future together, Nanami has to try again and look for the real answer.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1806.png		117		20017			1													12	80		0		40		15		3			1	300	10180111													15			80					1	ZX02612BA	ZX02612EA		3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180113	Determination	Nanami will never forget the pain of machines and humanity... So Nanami is determined to seize the opportunity no matter what it takes.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													13	80		0		40		15		3			1	300	10180112													15			80					1	ZX02613BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180114	Find the Answer in the Future	Nanami is determined to fight the storms of fate!	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													14	80		0		40		15		3			1	300	10180113													15			80					1	ZX02614BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180115	IF "Fall"	A huge "building" stands in the distance, covering almost half of the sky and giving off black smoke.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1807.png		45		20017			1													15	80		0		40		15		3			1	300	10180114													15			80					1				3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180116	IF "Decay"	The white bird stops before the destination that leads to a calamity. The fire that once burnt up despair is turning into despair itself in the ashes.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1808.png		77		20017			1													16	80		0		40		15		3			1	300	10180115													15			80					1				3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180117	IF "Birth"	Muffled screams came from the messy radio channel. The apocalypse manifested through countless pale human figures with the smell of blood and the Red Tide in the air.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1809.png		68		20017			1													17	80		0		40		15		3			1	300	10180116													15			80					1				3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1	1183						17		1	FwRectangle			1	2	3											
10180118	Awakening	Guys, I need to go now... I'm starting my journey now.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													18	80		0		40		15		3			1	300	10180117													15			80					1	ZX02618BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180119	Answer	Nanami will find the unique future herself.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													19	80		0		40		15		3			1	300	10180118													15			80					1	ZX02619BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180120	Girl From the Future	I wish you to find the real answer... Goodbye, Nanami.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													20	80		0		40		15		3			1	300	10180119													15			80					1	ZX02620BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10180121	Farewell	Her last bow.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18Img17.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben18TitleBg17.png	117		20017			1													21	80		0		40		15		3			1	300	10180120													15			80					1	ZX02621BA			3	Have all members survive.	Die no more than once.	Die no more than twice.											1		2	1							17		2	FwSquare			1	2	3											
10190101	Brazen Fire	"The last torch of humanity's future is burning 363,300 kilometers from the earth now—right there on the Moon."	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													1	80		0		40		15		3			1	300	10180121													15			80					1	ZX02801BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190102	Dream Machine	"That is the machine that carries humanity's dreams. To restart it, Karenina, you are the best person for this job."	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													2	80		0		40		15		3			1	300	10190101													15			80					1	ZX02802BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190103	Scire Rebirth	This new frame is called Scire. Like a light shining in the deepest darkness, it represents Karenina's newfound power.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1903.png		147		10101			1													3	80		0		40		15		3			1	300	10190102													15			80					1	ZX02803BA	ZX02803EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190104	Zero Rest	Only now, laughing freely in the absence of gravity, can these people ignore each other's beliefs and factions to enjoy this technological breakthrough.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													4	80		0		40		15		3			1	300	10190103													15			80					1	ZX02804BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190105	Gazing Into the Night	Perhaps humans are still as naive as the children who wonder about the Moon, but one day they will transform science's power into a new hope.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													5	80		0		40		15		3			1	300	10190104													15			80					1	ZX02805BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190106	Always In Character	Even without a script or rehearsals, the moment an actor steps onto the stage... he must embody his role.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													6	80		0		40		15		3			1	300	10190104													15			80					1	ZX02806BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190107	See You Later... Or Not?	I don't think I'll see you again, but still. See you.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													7	80		0		40		15		3			1	300	10190105													15			80					1	ZX02807BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190108	Ceaseless Maniac	The perfect lie is always an ounce of falsehood enshrouded in truth.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1908.png		147		10101			1													8	80		0		40		15		3			1	300	10190106													15			80					1	ZX02808BA	ZX02808EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	1173						17		1	FwRectangle			1	2	3											
10190109	Disastrous Omen	I can't shake the feeling that... something bad is about to happen.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1909.png		147		10101			1													9	80		0		40		15		3			1	300	10190107													15			80					1	ZX02809BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190110	Captain Clown	Only you can save yourself. Will it be death... or will it be life?	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1910.png		147		10101			1													10	80		0		40		15		3			1	300	10190108													15			80					1	ZX02810BA	ZX02810EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	1173						17		1	FwRectangle			1	2	3											
10190111	Mortal Belief	We are merely just mortals—using the stupidest method, calculating and testing again and again through trial and error until we find the answer!	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1911.png		147		10101			1													11	80		0		40		15		3			1	300	10190109	10190110												15			80					1	ZX02811BA	ZX02811EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190112	Story of the Future	If you can see this message, please tell me... Tell me your story and the future of humanity.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													12	80		0		40		15		3			1	300	10190111													15			80					1	ZX02812BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190113	Undermine Determination	It was once the symbol and hope of humanity toward space navigation and the pinnacle of technology during the Golden Age... Is she really qualified to destroy it?	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1913.png		147		10101			1													13	80		0		40		15		3			1	300	10190112													15			80					1	ZX02813BA	ZX02813EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190114	What Is Hope?	Sacrifices must be made for our only glimmer of hope... No one has ever doubted this axiom, but what truly is hope?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													14	80		0		40		15		3			1	300	10190113													15			80					1	ZX02814BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190115	Paths Forward	The path ahead is long and arduous. Now is the time to decide whether to go... or stay.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1915.png		147		10101			1													15	80		0		40		15		3			1	300	10190114													15			80					1	ZX02815BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190116	Enemy of Humankind	Do you really have the courage to pop their inflated hope? Do you want to protect them even if you will become their enemy?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													16	80		0		40		15		3			1	300	10190115													15			80					1	ZX02816BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190117	Hearts Intertwined	Without even meeting each other's gaze, they turn their backs and head to their respective sides of the battlefield.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													17	80		0		40		15		3			1	300	10190116													15			80					1	ZX02817BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190118	Undying Will	The will of the entire human race is twinkling behind her, and this undying will will become a star... and a torch.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													18	80		0		40		15		3			1	300	10190117													15			80					1	ZX02818BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190119	Remembrance of Pain	The painful brands in her palms are be the shackles of the past and the key to the future.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1919.png		45		10101			1													19	80		0		40		15		3			1	300	10190118													15			80					1	ZX02819BA	ZX02819EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	9112						17		1	FwRectangle			1	2	3											
10190120	Radiant Beam	All light shines at this moment, converging into an invincible strike.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN1920.png		147		10101			1													20	80		0		40		15		3			1	300	10190119													15			80					1	ZX02820BA	ZX02820EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	2230						17		1	FwRectangle			1	2	3											
10190121	Curtain Call	Just call me Rolmo... Captain Rolmo. Has a nice ring to it, doesn't it?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													21	80		0		40		15		3			1	300	10190120													15			80					1	ZX02821BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10190122	Return to the Far Moon	A meteor bursts into the sky and slowly descends, marking the trajectory of her return.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben19Img01.png	147		10101			1													22	80		0		40		15		3			1	300	10190121													15			80					1	ZX02822BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10200101	Scarlet Revelation	If the projection of the Red Tide can be their hope in despair, then it can also become their faith.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20Img01.png	155		10101			1													1	80		0		40		15		3			1	300	10190122													15			80					1	ZX03001BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10200102	Crazy Words	Their eyes are squinching as if they are ecstatic, but their mouths are twisted in all kinds of ways, whispering and murmuring painfully.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2002.png		36		10101			1													2	80		0		40		15		3			1	300	10200101						10120102		10120102					15			80					1	ZX03002BA	ZX03002EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9121						17		1	FwRectangle			1	2	3											
10200103	Crimson Undercurrents	At maximum capacity, the amount of Red Tide they release will contaminate the entire ocean in two months.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2003.png		36		10101			1													3	80		0		40		15		3			1	300	10200102						10120102		10120102					15			80					1	ZX03003BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9121						17		1	FwRectangle			1	2	3											
10200104	Song of Faith	The god remains silent.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2004.png		36		10101			1													4	80		0		40		15		3			1	300	10200103						10120102		10120102					15			80					1		ZX03004EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9121						17		1	FwRectangle			1	2	3											
10200105	Monster and the Witch	Did you... protect me?	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2005.png		155		10101			1													5	80		0		40		15		3			1	300	10200104													15			80					1		ZX03005EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9121						17		1	FwRectangle			1	2	3											
10200106	Before the Daybreak	The disaster in Pulia Forest Park Ruins should not be repeated.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20Img01.png	155		10101			1													6	80		0		40		15		3			1	300	10200105													15			80					1	ZX03006BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10200107	I Haven't Changed	What about you? A Sister, or a witch? Which one is the real you?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20Img01.png	155		10101			1													7	80		0		40		15		3			1	300	10200106													15			80					1	ZX03007BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10200109	Assemble Again	Oh, Commandant seems in trouble. Time for our grand entrance. Yo!	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2009.png		155		10101			1													8	80		0		40		15		3			1	300	10200107						10120102		10120102					15			80					1	ZX03008BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9122	9123					17		1	FwRectangle			1	2	3											
10200110	Hand in Hand	Nikola nods and looks at the center of the tactical map, where the red dots are.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2010.png		36		10101			1													9	80		0		40		15		3			1	300	10200109						10120102		10120102					15			80					1	ZX03009BA	ZX03009EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9125	9126	9127				17		1	FwRectangle			1	2	3											
10200111	When We Are Together	People stand at the end of the sight. The sky is full of dark clouds, but he knows that is also where the Sun rises.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2011.png		36		10101			1													10	80		0		40		15		3			1	300	10200110						10120102		10120102					15			80					1	ZX03010BA	ZX03010EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9127						17		1	FwRectangle			1	2	3											
10200112	Their Marks	She and the will she left are the gift that will lead us into the future.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2012.png		155		10101			1													11	80		0		40		15		3			1	300	10200111						10120102		10120102					15			80					1	ZX03011BA	ZX03011EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9124						17		1	FwRectangle			1	2	3											
10200113	Lithos	...If this is what you want...	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2013.png		36		10101			1													12	80		0		40		15		3			1	300	10200112						10120102		10120102					15			80					1	ZX03012BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9124						17		1	FwRectangle			1	2	3											
10200114	Time to Say Goodbye	— She used to stop Chiko from taking her own life, but this time... she will help her do it.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2014.png		156		10101			1													13	80		0		40		15		3			1	300	10200113						10120102		10120102					15			80					1	ZX03013BA	ZX03013EA		3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1	9124						17		1	FwRectangle			1	2	3											
10200115	Key of the Future	This gift will be the key to the future.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben20Img01.png	155		10101			1													14	80		0		40		15		3			1	300	10200114													15			80					1	ZX03014BA			3	Have all members survive.	Die no more than once.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210101	His Life Behind the Scenes	Most of the time, the work of a commandant is no different from others.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													1	80		0		40		15		3			1	300	10200115													15			80					1	ZX03201BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210102	The Key Deep Within	"We'll be able to solve all the puzzles when we get our hands on the key."	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													2	80		0		40		15		3			1	300	10210101													15			80					1	ZX03202BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210103	Brothers	They are equally stubborn, reticent, and good at hiding what they don't want people to know.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													3	80		0		40		15		3			1	300	10210102													15			80					1	ZX03203BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210104	Crack	Is this peacefulness a sign of hope, or just a temporary calm before the storm?	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													4	80		0		40		15		3			1	300	10210103													15			80					1	ZX03204BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210106	Signs and Abnormality	A blinding flash of light engulfs his vision. Within the depths of his sight, the twisting spiral tower emerges and collapses.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2106.png		36		40002			1													5	80		0		40		15		3			1	300	10210104						10120102		10120102					15			80					1	ZX03205BA	ZX03205EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	9141						17		1	FwRectangle			1	2	3											
10210107	Silence	The concealed facts and emotions weave together, separating them and hiding them from the true meanings and thoughts lying under their words.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													6	80		0		40		15		3			1	300	10210106													15			80					1	ZX03206BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210108	Spiral Tower	Unlike the other tower, it does not even bother to put up a camouflage, only blatantly revealing its danger and hostility to all humans on the surface and in space.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													7	80		0		40		15		3			1	300	10210107													15			80					1	ZX03207BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210109	Gunshot of Catastrophe	The "Final Eden" of mankind turns into a dangerous cage within an instant.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													8	80		0		40		15		3			1	300	10210108													15			80					1	ZX03208BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210110	Flash of Destruction	The once teammates have turned their guns against one another.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													9	80		0		40		15		3			1	300	10210109													15			80					1	ZX03209BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210111	Hyperreal	"You know what to do."	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													10	80		0		40		15		3			1	300	10210110													15			80					1	ZX03210BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210112	Wild Gambler	Commandant authorization confirmed. Verification successful. Full access controls granted.	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2112.png		36		40002			1													11	80		0		40		15		3			1	300	10210111						10120102		10120102					15			80					1	ZX03211BA	ZX03211EA		3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1	9141						17		1	FwRectangle			1	2	3											
10210113	Gazing Upon Reality	She gazes upon the world amidst the chaos.	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21TitleBg01.png	Assets/Product/Texture/Image/UiFubenMainTab/UiFuben21Img01.png	36		40002			1													12	80		0		40		15		3			1	300	10210112													15			80					1	ZX03212BA			3	Have all members survive.	Die no more than 1 time.	Die no more than 2 times.											1		2	1							17		2	FwSquare			1	2	3											
10210114	Broken Heart	Explore the inside of the "Tower".	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN2114.png		36		40002			1													13	80		0		40				3			1	300	10210113																					1	ZX03213BA	ZX03213EA		3	Explore the inside of the "Tower".	Go to the highest level												1		2	1	9141						17		1	FwRectangle			1	2	3											
