Id	Name	Icon	Description
110230	Damage Resistance II	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 45%.
110231	Damage Resistance III	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 60%.
110232	Rigid Body I	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 6 times, and is resumed 8s later.
110233	Rigid Body II	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 9 times, and is resumed 8s later.
110234	Rigid Body III	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 12 times, and is resumed 8s later.
110235	Flash I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleports near the target when they are far away. 8-10s cooldown. The farther the distance travelled, the shorter the cooldown is.
110236	Flash II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleports near the target when they are far away. 7-9s cooldown. The farther the distance travelled, the shorter the cooldown is.
110237	Flash III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleports near the target when they are far away. 6-8s cooldown. The farther the distance travelled, the shorter the cooldown is.
110238	Black Hole I	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Leaves a black hole with weak gravitational pull at your location every once in a while.
110239	Black Hole II	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Leaves a black hole with moderate gravitational pull at your location every once in a while.
110240	Black Hole III	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Leaves a black hole with strong gravitational pull at your location every once in a while.
110241	Deterioration I	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 30% for 3s.
110242	Deterioration II	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 45% for 4s.
110243	Deterioration III	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 60% for 5s.
110244	Fire I	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 10% Fire DMG and have a 10% chance to inflict Burn, dealing 10% Fire DMG per second for 3s.
110245	Fire II	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 15% Fire DMG and have a 15% chance to inflict Burn, dealing 15% Fire DMG per second for 3s.
110246	Fire III	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 20% Fire DMG and have a 20% chance to inflict Burn, dealing 20% Fire DMG per second for 3s.
110247	Freeze I	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 10% Ice DMG, slow down the Target's move speed by 15%, and have a 10% chance to Freeze for 0.3s.
110248	Freeze II	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 15% Ice DMG, slow down the Target's move speed by 20%, and have a 15% chance to Freeze for 0.5s.
110249	Freeze III	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 20% Ice DMG, slow down the Target's move speed by 25%, and have a 20% chance to Freeze for 0.7s.
110250	Shadow I	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 10% Dark DMG and have a 10% chance to stun the target for 0.5s. Takes 10% extra Dark DMG.
110251	Shadow II	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 15% Dark DMG and have a 15% chance to stun the target for 0.7s. Takes 15% extra Dark DMG.
110252	Shadow III	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 20% Dark DMG and have a 20% chance to stun the target for 0.9s. Takes 20% extra Dark DMG.
110253	Thunderous I	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 10% Lightning DMG and have a 10% of chance to channel lightning, striking the target area once every 1.5s for 1.5s.
110254	Thunderous II	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 15% Lightning DMG and have a 15% of chance to channel lightning, striking the target area once every 1.5s for 3s.
110255	Thunderous III	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 20% Lightning DMG and have a 20% of chance to channel lightning, striking the target area once every 1.5s for 4.5s.
110256	Attack Boost I	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 30%.
110257	Attack Boost II	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 45%.
110258	Attack Boost III	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 60%.
110259	Fused Armor	Assets/Product/Texture/Image/IconAffix/AffixIconRongjia1.png	Extra DMG Reduction decreases by 50% when taking DMG from Tank Omniframes.
110260	Attack Reduction I	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 30%.
110261	Attack Reduction II	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 45%.
110262	Attack Reduction III	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 60%.
110263	Sunder Armor I	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 30%.
110264	Sunder Armor II	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 45%.
110265	Sunder Armor III	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 60%.
110266	Sea Squirt Bond I	Assets/Product/Texture/Image/IconAffix/AffixIconhaiqiao.png	When there are 3 Sea Squirts in battle, they gain Radiation, provide nearby allies with increased Attack, and heal Siren over time.
110267	Super Armor Protection	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Super Armor point is protected for 3s each time when Siren takes damage.
110268	Damage Limit	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Damage taken by Siren within 3s cannot exceed 30% of her HP.
110269	Self Enhancement	Assets/Product/Texture/Image/IconAffix/AffixIconZhuanyi.png	Gains Attack (5%-25%) based on own HP percentage
110270	Radioactive Environment	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Player characters take damage equal to 2% of max HP every sec.
110271	Deteriorating Environment	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	The healing received by player characters decreases by 90%.
110272	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance of enemies decreases by 30%.
110273	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance of enemies decreases by 45%.
110274	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance of enemies decreases by 60%.
110275	Immovable	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	Boss is immune to Hit and Controlled.
110276	Radiation I	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Monsters deal Physical DMG equal to 6% of Attack to nearby enemies continuously.
110277	Radiation II	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Monsters deal Physical DMG equal to 8% of Attack to nearby enemies continuously.
110278	Radiation III	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Monsters deal Physical DMG equal to 10% of Attack to nearby enemies continuously.
110279	Sea Squirt Bond II	Assets/Product/Texture/Image/IconAffix/AffixIconhaiqiao.png	When there are 5 Sea Squirts in battle, they gain Radiation, provide nearby allies with increased Attack, and heal Siren for a large amount of HP over time.
110280	Summon Sea Squirt I	Assets/Product/Texture/Image/IconAffix/AffixIconhaiqiao.png	Summons 3 Sea Squirts to attack the player every 35s.
110281	Summon Sea Squirt II	Assets/Product/Texture/Image/IconAffix/AffixIconhaiqiao.png	Summons 5 Sea Squirts to attack the player every 35s.
772583	Diffusion	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	Enemy attacks will remove 1 Signal Orb. When the enemy dies, it returns all Signal Orbs.
772587	Healing	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	Heals the HP of the enemy's nearby allies equal to its ATK every 20s.
772589	Grudge	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10031.png	When the enemy dies, all allies within 20m of it will permanently receive 20% more DMG. Stacks up to 3 times.
772591	Revenge	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11045.png	When the enemy dies, all allies within 20m of it will receive 25% more DMG. Stacks up to 3 times.
772593	Burning Fire	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32011.png	When the enemy dies, all allies within 20m of it restore 20% HP.
772595	Protection	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png	Grants the enemy and its nearby allies a shield equal to 10% of its current HP every 10s. Shields granted this way cannot be stacked.
772597	Sacrifice	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12111.png	Randomly selects 1 ally as a protected target. When the protected target dies, sacrifice itself to revive the target to full HP.
772601	Self-Destruction Bug	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png	Periodically summons 1 Self-Destruction Bug to attack the enemy.
772602	Devour	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png	Kills 1 nearby ally every 30s to restore 20% HP.
772608	Soul Devourer	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png	Increases the Extra DMG bonus by 20% for each dead ally. Stacks up to 3 times.
778081	Curse	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png	Permanently reduces the enemy's Extra DMG Reduction upon death.
778076	Purify	Assets/Product/Texture/Image/IconAffix/AffixIconJinghua2.png	Removes all your [Curses] upon death.
778091	Mourn	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png	When being killed, all enemies within a certain area will become unable to attack for 10s.
778131	Bond	Assets/Product/Texture/Image/IconAffix/AffixIconJiban2.png	Revives and restores 15% of max HP 10s after death if there are still enemies with an affix [Bond] alive.
778200	Leader	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon007.png	Challenge a Boss enemy
778201	Bond	Assets/Product/Texture/Image/IconAffix/AffixIconJiban2.png	Replacements are drawn to each other
760042	Physical Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli2.png	Physical Resistance decreases by 45%.
760052	Elemental Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu2.png	All Elemental Resistance decreases by 45%.
760103	Red Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png	Extra DMG Reduction against Red Orb skills decreases by 60%.
760113	Yellow Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png	Extra DMG Reduction against Yellow Orb skills decreases by 60%.
760123	Blue Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png	Extra DMG Reduction against Blue Orb skills decreases by 60%.
845057	Power Booster	Assets/Product/Texture/Image/IconAffix/AffixIconQianghua.png	Deals 30% more DMG and receives 40% less DMG.
760014	Lightning Vulnerability I	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 20%.
760015	Lightning Vulnerability II	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 40%.
780001	Fire Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 30%.
780002	Fire Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 45%.
780003	Fire Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 60%.
780011	Lightning Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 30%.
780012	Lightning Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 45%.
780013	Lightning Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 60%.
780021	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 30%.
780022	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 45%.
780023	Ice Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 60%.
780031	Dark Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 30%.
780032	Dark Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 45%.
780033	Dark Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 60%.
780041	Physical Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 30%.
780042	Physical Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 45%.
780043	Physical Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 60%.
780051	Elemental Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	All Elemental Resistance decreases by 30%.
780052	Elemental Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	All Elemental Resistance decreases by 45%.
780053	Elemental Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	All Elemental Resistance decreases by 60%.
780061	Attack Reduction	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 30%.
780062	Attack Reduction	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 45%.
780063	Attack Reduction	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 60%.
780071	Sunder Armor	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 30%.
780072	Sunder Armor	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 45%.
780073	Sunder Armor	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 60%.
780081	Fragility	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction against CRIT hits decreases by 30%.
780082	Fragility	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction against CRIT hits decreases by 45%.
780083	Fragility	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction against CRIT hits decreases by 60%.
780091	Fatigue	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 20%.
780092	Fatigue	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 35%.
780093	Fatigue	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 50%.
780101	Red Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction against Red Orb skills decreases by 30%.
780102	Red Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction against Red Orb skills decreases by 45%.
780103	Red Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction against Red Orb skills decreases by 60%.
780111	Yellow Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction against Yellow Orb skills decreases by 30%.
780112	Yellow Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction against Yellow Orb skills decreases by 45%.
780113	Yellow Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction against Yellow Orb skills decreases by 60%.
780121	Blue Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction against Blue Orb skills decreases by 30%.
780122	Blue Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction against Blue Orb skills decreases by 45%.
780123	Blue Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction against Blue Orb skills decreases by 60%.
780131	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 20%
780132	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 35%
780133	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 50%
780141	Fire Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 30%.
780142	Fire Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 45%.
780143	Fire Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 60%.
780151	Lightning Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 30%.
780152	Lightning Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 45%.
780153	Lightning Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 60%.
780161	Ice Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 30%.
780162	Ice Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 45%.
780163	Ice Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 60%.
780171	Dark Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 30%.
780172	Dark Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 45%.
780173	Dark Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 60%.
780181	Physical Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 30%.
780182	Physical Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 45%.
780183	Physical Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 60%.
780191	Elemental Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 30%.
780192	Elemental Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 45%.
780193	Elemental Endurance	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 60%.
780201	Damage Resistance	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 30%.
780202	Damage Resistance	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 45%.
780203	Damage Resistance	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 60%.
760202	DMG Immunity	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 45%
780211	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases 5%-40% movement speed. The farther away from the target, the faster the movement speed
780212	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases 20%-35% movement speed. The farther away from the target, the faster the movement speed
780213	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases 25%-40% movement speed. The farther away from the target, the faster the movement speed
780221	Immovable	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	Immune hit, Controlled
780231	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 1% of max HP per second.
780232	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 2% of max HP per second.
780233	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 3% of max HP per second.
780241	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 5% of current HP every 10s. The shield lasts 10s.
780242	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 10% of current HP every 10s. The shield lasts 10s.
780243	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 15% of current HP every 10s. The shield lasts 10s.
780251	Berserk	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 33%, having a 20% of chance to deal 33% Extra Physical Damage
780252	Berserk	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 66%, having a 40% of chance to deal 33% Extra Physical Damage
780253	Berserk	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 100%, having a 60% of chance to deal 33% Extra Physical Damage
780261	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	A bomb left after death that deals 45% Physical Damage
780262	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	A bomb left after death that deals 45% Physical Damage
780263	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	A bomb left after death that deals 45% Physical Damage
780271	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 6 times, and resumes 8s later.
780272	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 9 times, and resumes 8s later.
780273	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 12 times, and resumes 8s later.
780281	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 15% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed.
780282	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed.
780283	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 35% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed.
780291	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Continuously deals 1% Physical DMG to nearby enemies.
780292	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Continuously deals 2% Physical DMG to nearby enemies.
780293	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Continuously deals 3% Physical DMG to nearby enemies.
780301	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Increases Extra DMG Reduction by 30% against long-ranged attacks.
780302	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Increases Extra DMG Reduction by 45% against long-ranged attacks.
780303	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Increases Extra DMG Reduction by 60% against long-ranged attacks.
780311	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Increases Extra DMG Bonus of allies nearby by 20%
780312	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Increases Extra DMG Bonus of allies nearby by 20%
780313	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Increases Extra DMG Bonus of allies nearby by 20%
780321	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 10%. Stacks up to 3 times. When there are less than 3 allies nearby, the fewer the allies, the more stacks will be granted.
780322	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 times on the fewer number of nearby allies.
780323	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 6%. Stacks up to 10 times. The less the allies nearby, the higher the stacks
780331	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 5%. The more allies nearby, the more stacks will be granted.
780332	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 10%. The more allies nearby, the more stacks will be granted.
780333	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 15%. The more allies nearby, the more stacks will be granted.
780341	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Dealing DMG will reduce the target's DEF by 3%. Stacks up to 10 times. Each stack lasts 10s.
780342	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Dealing DMG will reduce the target's DEF by 4%. Stacks up to 10 times. Each stack lasts 10s.
780343	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Dealing DMG will reduce the target's DEF by 5%. Stacks up to 10 times. Each stack lasts 10s.
780351	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 10% chance to cast a lightning strike at the attacker's location, dealing 20% Lightning DMG. 5s cooldown.
780352	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15%-25% chance to cast a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther from the target, the higher chance it will be triggered.
780353	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15%-25% chance to cast a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther from the target, the higher chance it will be triggered.
780361	Wave	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates a shockwave upon getting up, repelling nearby enemies. Cooldown: 18s.
780362	Wave	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates a shockwave upon getting up, repelling nearby enemies. Cooldown: 14s.
780363	Wave	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates a shockwave upon getting up, repelling nearby enemies. Cooldown: 10s.
780371	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780372	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780373	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780381	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	When visible, you will gain invisibility after 3s. If you are hit, you'll become visible.
780382	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	You can switch to invisibility 3s later if you are visible now. And when you are hit, you will be visible again for 3s
780383	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	You can switch to invisibility 1s later if you are visible now. And when you are hit, you will be visible again for 3s
780391	Flash	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleports near the target when they are far away. 10s cooldown.
780392	Flash	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When you are far away from the target, transfers you close to the target, CD for 7-9s. The farther the transfer distance, the shorter the CD
