Id	AttribId	PromotedId	Kind	Type	Note	Name	MoveUseFaceDir	HasRunTilt	ForceSqueezeOut	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
79023	7001	9410	3	3		Moe War: Wanshi	1	1			0		R2WanshiMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.5	0.7	10	0																3		0.3																																																																																																																						
79024	7001	9410	3	3		Moe War: Luna	1	1			0		R3LunaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.35	0.9	0.6	10	0																3		0.3																																																																																																																						
79025	7001	9410	3	3		Moe War: Qu	1	1			0		R2QuMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.5	0.65	10	0																3		0.3																																																																																																																						
79026	7001	9410	3	3		Moe War: Storm	1	1			0		R2YongyechaoMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79027	7001	9410	3	3		Moe War: Bastion	1	1			0		R2ShenweiMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.6	0.6	10	0																3		0.3																																																																																																																						
79028	7001	9410	3	3		Moe War: S Selena	1	1			0		R4SailinnaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79029	7001	9410	3	3		Moe War: S Liv: Empyrea	1	1			0		R4LifuMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79030	7001	9410	3	3		Moe War: Pulao	1	1			0		R2PulaoMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79031	7001	9410	3	3		Moe War - Haicma	1	1			0		R2HakamaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79032	7001	9410	3	3		Moe War: Roland	1	1			0		R2LuolanMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79033	7001	9410	3	3		Chief's Hand	1				0		R1ZhihuiguanMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
79034	7001	9410	3	3		Bianca Stigmata Effect Skin	1				0		R4BiankaMd019011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.85	0.55	10	0																3		0.3																																																																																																																						
81100	8110	8110	1	1		Assault Fort					0		Mb1TankarmorMd030001		1		3	3				1	1	1			1	30	2	2	1.5			0	99999	0								0								3	1								8110	970006	100097	100079	100098	811030	800009						811001	811002	811003	811004	811005	811011	811012	811013	811014	811015	811021	811022	811023	811024	811025	811026	811027	811028	811029																																																																																	
81110	8120	8120	1	1		Assault Fort: Destruction					0		Mb1TankarmorMd030002		1		3	3				1	1	1			1	10	0.8	2	1.5	0.05		0	99999	0								2								3	1			81110098	81110096	81110094	81110092		8111	970006	100097	100079	100098	811101	800009						811121	811122	811123	811124	811125	811126	811127	811128	811129	811131	811132	811133	811101	811102	811103	811104	811111	811112	811113	811114																																																																																
81200	9734	9734	1	1		Musashi IX	1				0		Me1SwordMd002001		1		1.3	1.3	0.2			1	1	1			0	30	1.3	2	1.5			0	20	0								1.5								3	1			81200098	81200096	81200094	81200092		8120	970714	900008	100027	812021	970006							812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
81201	9734	9734	1	1		Mao Zhen	1				0		Me1SwordMd002001		1		1.3	1.3	0.2			1	1	1			0	50	1.3	2	1.5			0	20	0								1.5								3	1			81200098	81200096	81200094	81200092		8120	970714	900008	100027	812021	970006							812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
81209	8805	60002	1	1		Musashi IX	1				0		Me1SwordMd002001		1		1.3	1.3	0.2			1	1	1			0	30	1.3	2	1.5			0	20	0								1.5								3	1			81200098	81200096	81200094	81200092		8120	970714	900008	100027	812021	970006							812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
81210	9735	9735	1	1		Musashi IX	1				0		Me1SwordMd002001		1		1.3	1.3	0.2			1	1	1			0	30	1.3	2	1.5			0	20	0								1.5								3	1			81200098	81200096	81200094	81200092		8120	970714	900008	100027	812021	970006							812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
93200	7408	9330	1	1		Musashi IX	1				0		Me1SwordMd002001		1		2	1	0.2			1	1	1			1	30	0.8	2	1.5			0	20	0																3	1			93200098	93200096	93200094	93200092		9320	900007	900008	100027	900011	900051	930734	932001	932010				932001	932002	932003	932004	932005	932006	932007	932008	932009	932010	932011	932012	932013	932014	932015	932016	932017	932018	932019																																																																																	
81300	8130	8130	1	1		Roseblade	1				0		Mb1SwordMd030001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0								5								3	1			81300098	81300096	81300094	81300092		8130	100097	100098	800008	800009	813031							813001	813002	813003	813004	813010	813011	813012	813013	813014	813015	813016	813017	813018	813020	813021	813022	813023	813024	813025	813026	813027																																																																															
81309	8807	60002	1	1		Roseblade	1				0		Mb1SwordMd030001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0								5								3	1			81300098	81300096	81300094	81300092		8130	100097	100098	800008	800009	813031							813001	813002	813003	813004	813010	813011	813012	813013	813014	813015	813016	813017	813018	813020	813021	813022	813023	813024	813025	813026	813027																																																																															
81310	8132	8132	1	1		Roseblade (Dark)	1				0		Mb1SwordMd030001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0								5								3	1			81300098	81300096	81300094	81300092		8130	100097	100098	800008	800009	813031							813001	813002	813003	813004	813010	813011	813012	813013	813014	813015	813016	813017	813018	813020	813021	813022	813023	813024	813025	813026	813027																																																																															
81400	8140	8140	1	1		Sister	1				0		Mb1LadyMd10001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0	1#814061|2#814062|3#814063|4#814071|5#814072|6#814073	1#1#15|2#1#15|3#1#15						3								3	1			81400098	81400096	81400094	81400092		8140	100097	100098	100079	800008	800009	814021	814022	814023	814024	814100	814112	814001	814002	814003	814004	814005	814006	814007	814008	814009	814011	814012	814021	814022	814051	814052	814055	814056	814057	814061	814062	814063																																																																															
81401	8141	8141	1	1		Sister	1				0		Mb1LadyMd10001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0								3								3	1			81410098	81410096	81410094	81410092		8140	100097	100098	100079	800008	800009							814001	814002	814003	814006	814007	814008	814009	814011	814012	814021	814022																																																																																									
81410	8141	8141	2	1		Martyr	1				0		Mb1LadybabyMd10001		1		0.7	0.7	0.1			1	1	1			0	5	0.8	2	1.5			0.3	99999	0								0								3	1			90090097					8141	814002	800008																																																																																																													
81411	8141	8141	2	1		Martyr (Special)	1				0		Mb1LadybabyMd10001		1		0.7	0.7	0.1			1	1	1			0	5	0.8	2	1.5			0.3	99999	0								0								3	1			90090097																	904418																																																																																																			
81420	8142	8142	2	2		Harvester					0		Mb1RobotarmorMd030001		1		2	2	0.1			0.8	1	1			1	30	0.8	2	1.5			0	99999	0							1	3.9								3	1			82100097					8142	100097	100098	100079	800008	800009							814021	814022	814023																																																																																																	
81430	8143	8143	2	1		Musashi IX	1				0		Me1SwordMd002001		1		2	2	0.2			2	1	2			0	30	0.8	2	1.5			0	99999	0								3								3	1			81200098	81200096	81200094	81200092		8120	100097	100098	100079	800008	800009	812021						812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
81431	8143	60001	2	1		Musashi IX	1				0		Me1SwordMd002001		1		2	2	0.2			2	1	2			0	30	0.8	2	1.5			0	99999	0								3								3	1			81200098	81200096	81200094	81200092		8120	100097	100098	100079	800008	800009	812021						812001	812002	812003	812004	812005	812006	812007	812008	812009	812010	812011	812012	812013	812014	812030																																																																																					
81500	8150	8150	1	1		Nozzle	1				0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#815061|2#815062|3#815063|4#815071|5#815072|6#815073	1#1#15|2#1#15|3#1#15						2.1								3	1			81500098	81500096	81500094	81500092		8150	100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
81501	8801	60001	1	1		Nozzle	1				0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#815061|2#815062|3#815063|4#815071|5#815072|6#815073	1#1#15|2#1#15|3#1#15						2.1								3	1			81500098	81500096	81500094	81500092		8150	100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
81509	8801	60001	1	1		Nozzle	1				0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#815061|2#815062|3#815063|4#815071|5#815072|6#815073	1#1#15|2#1#15|3#1#15						2.1								3	1			81500098	81500096	81500094	81500092		8150	100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
81510	8152	8152	1	1		Nozzle	1				0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#815061|2#815062|3#815063|4#815071|5#815072|6#815073	1#1#15|2#1#15|3#1#15						2.1								3	1			81500098	81500096	81500094	81500092		8150	100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
81609	8808	60002	1	1		Roland	1				0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#816061|2#816062|3#816063|4#816071|5#816072|6#816073	1#1#15|2#1#15|3#1#15						4.55								3	1			81600098	81600096	81600094	81600092		8160	100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073	816099																																																																						
81600	8160	8160	1	1		Roland	1				0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#816061|2#816062|3#816063|4#816071|5#816072|6#816073	1#1#15|2#1#15|3#1#15						4.55								3	1			81600098	81600096	81600094	81600092		8160	100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073	816074	816075	816099																																																																				
81610	8161	8161	1	1		Roland	1				0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#816061|2#816062|3#816063|4#816071|5#816072|6#816073	1#1#15|2#1#15|3#1#15						4.55								3	1			81600098	81600096	81600094	81600092		8160	100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073	816099																																																																						
81700	8170	8170	1	1		Iron Maiden	1				0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#817061|2#817062|3#817063	1#1#15|2#1#15|3#1#15						2.7								3	1			81700098	81700096	81700094	81700092		8170	100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
81701	8172	8171	1	1		Iron Maiden	1				0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#817061|2#817062|3#817063	1#1#15|2#1#15|3#1#15						2.7								3	1			81700098	81700096	81700094	81700092		8170	100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
81709	8809	60001	1	1		Iron Maiden	1				0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#817061|2#817062|3#817063	1#1#15|2#1#15|3#1#15						2.7								3	1			81700098	81700096	81700094	81700092		8170	100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
81710	8170	8170	3	1		Iron Maiden Spike	1				0				1		1.7	1.7	0.1	1		1.5	1	1.5			0	5	0.8	2	1.5	0		0.3	20	0								2.5								3	1			90030098	90030096	90030094	90030092			800004	800044	800047	800008	800009							900301	900302	900303	900304	900305	900306																																																																																														
81800	8180	8180	1	1		Vassago	1				0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0								3.5								3	1			81800098	81800096	81800094	81800092		8180	100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013	818014																																																																																							
81809	8802	60002	1	1		Vassago	1				0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0								3.5								3	1			81800098	81800096	81800094	81800092		8180	100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013	818014																																																																																							
81810	8181	8181	1	1		Vassago II	1				0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0								3.5								3	1			81800098	81800096	81800094	81800092		8180	100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013	818014																																																																																							
81900	8190	8190	1	1		Unknown Construct α	1				0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0								1.5	1							3	1			81900098	81900096	81900094	81900092		8190	100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
81909	8810	60003	1	1		Unknown Construct α 	1				0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0								1.5	1							3	1			81900098	81900096	81900094	81900092		8190	100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
81910	8191	8191	1	1		Unknown Construct α	1				0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0								1.5	1							3	1			81900098	81900096	81900094	81900092		8190	100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
82100	88	8210	1	2		Harvester					0		Mb1RobotarmorMd030001		1		2	2				0.8	1	1			1	30	0.8	2	1.5			0	99999	0	1#997161|2#997162|3#997163|4#997164|5#997165|6#997166	1#1#15|2#1#15|3#1#15					1	3.9								3	1								9971	900022	821203	970006	100079	821256	100098	100097	900056				997101	997102	997103	997104	997105	997106	997107	997108	997109	997110	997111	997151	997161	997162	997163	997164	997165	997166		997171																																																																																
82101	88	8211	1	2		Harvester					0		Mb1RobotarmorMd030001		1		2	2				0.8	1	1			1	30	0.8	2	1.5			0	99999	0	1#997161|2#997162|3#997163|4#997164|5#997165|6#997166	1#1#15|2#1#15|3#1#15					1	3.9								3	1								9971	900022	821203	970006	100079	821256	100098	100097	900056				997101	997102	997103	997104	997105	997106	997107	997108	997109	997110	997111	997151	997161	997162	997163	997164	997165	997166		997171																																																																																
20100	8210	8210	1	2		Energy Zone					0				1		0.1	0		1	1	1	1	1			0		0	0	1			0	99999	0						1	1	0	0							3	1									100018	100019	900056																																																																																																												
20110	8210	8210	1	2		Energy Ball					0				1		0.1	0		1	1	1	1	1			0		0	0	1			0	99999	0						1	1	0	0							3	1								2011	100018	100019	900056																																																																																																												
82130	8213	8215	3	2		Electric Ball Summon					0		Mb1BaodongchibangMd000001		1		0.1	0		1	1	1	1	1											99999	0						1	1	20									1			82130098	82130096	82130094	82130092		8213	900056	900057	900031	900032	900011	821312	821323					821301	821302	821303	821304	821305																																																																																															
82140	8214	8214	3	2		Electric Ball Rhythm Control	1				0				1		0.1	0		1	1	1	1	1											99999	0						1	1										1									900031	900032	821312	900011	900056	900057																																																																																																									
82150	8215	8215	1	2		Riot					0		Mb1BraveMd010011		1		2.5	2.5	1.2			1	1	1			1	30	2.3	2	1.5				99999	0							1	999								3	1			82150098	82150096	82150094	82150092		8215	900022	970006	100098	100097	900056	821525	821544					821501	821502	821503	821504	821505	821506	821507	821508	821509	821510	821511	821512	821513	821514																																																																																						
82151	82151	82151	1	2		Riot					0		Mb1BraveMd010011		1		2.5	2.5	1.2			1	1	1			1	30	2.3	2	1.5				99999	0							1	999								3	1			82150098	82150096	82150094	82150092		8215	900022	970006	100098	100097	900056	821525	821544					821501	821502	821503	821504	821505	821506	821507	821508	821509	821510	821511	821512	821513	821514																																																																																						
82160	8216	8216	3	1		Ignite Beetle					0		Mo1LiebianyuanchongMd000001		1		0.6	0.6				1	1	1			0	5	0.8	2	1.5			0.3	99999	0								0.2									1			82160098	82160096	82160094	82160092			900011	821316	821315	821319																																																																																																											
83100	8310	8310	1	1		Camu	1				0		Mb1XiuMd010001		1		1	1	0.1	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#831061|2#831062|3#831063	1#1#15|2#1#15|3#1#15						0.05								3	1			83100097					8310	831003	831031	831073	831005	831006	831010	900057					831001	831002	831003	831004	831005	831006	831007	831008	831009	831011	831012	831013	831014	831015	831016	831017	831018	831019	831051	831060	831061	831062	831063																																																																													
83101	8312	8312	1	1		Camu	1				0		Mb1XiuMd010001		1		1	1	0.1	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#831061|2#831062|3#831063	1#1#15|2#1#15|3#1#15						0.05								3	1			83100097					8310	831003	831031	831073	831005	831006	831010	900057					831001	831002	831003	831004	831005	831006	831007	831008	831009	831011	831012	831013	831014	831015	831016	831017	831018	831019	831051	831060	831061	831062	831063																																																																													
83109	8811	60001	1	1		Camu	1				0		Mb1XiuMd010001		1		1	1	0.1	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#831061|2#831062|3#831063	1#1#15|2#1#15|3#1#15						0.05								3	1			83100097					8310	831003	831031	831073	831005	831006	831010	900057					831001	831002	831003	831004	831005	831006	831007	831008	831009	831011	831012	831013	831014	831015	831016	831017	831018	831019	831051	831060	831061	831062	831063																																																																													
83110	8311	8311	1	1		Camu	1				0		Mb1XiuerjieMd000001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0								999								3	1			83110098	83110096	83110094	83110092		8311	800056	831062	831081	831100								831101	831102	831103	831104	831105	831106	831107	831108	831109	831111	831112	831113	831114	831115	831116	831117	831118	831119	831121	831122	831123	831124	831125	831126	831127	831128	831129	831131	831132																																																																							
83200	8320	8320	1	3		Rosetta	1				0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	2	2	1.5			0	10									2.47	0							3	1			83200098	83200096	83200094	83200092		8320	800443	900011	970006	800413								832001	832002	832003	832004	832005	832006	832007	832008	832009	832011	832012	832016	832017	832018	832019	832021	832022	832023	832024	832030	832031	832032	832033	832034	832035	832036	832037	832038	832039	832050	832051																																																																					
83220	8330	8330	1	3		Rosetta (Doll)	1				0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10									2.47	0							3	1			83220098	83220096	83220094	83220092		8322	800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
83229	8812	60003	1	3		Rosetta (Doll)	1				0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10									2.47	0							3	1			83220098	83220096	83220094	83220092		8322	800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
83230	8331	8331	1	3		Rosetta (Doll)	1				0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10									2.47	0							3	1			83220098	83220096	83220094	83220092		8322	800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
83111	8311	8311	1	1		Camu	1				0		Mb1XiuerjieMd000001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0								999								3	1			83110098	83110096	83110094	83110092			831103											831101	831102	831103	831104	831105	831106	831107	831108	831109	831111	831112	831113	831114	831115	831116	831117	831118	831119	831121	831122	831123	831124	831125	831126	831127	831128	831129	831131	831132																																																																							
83102	8310	8310	3	1		Camu: Blade	1				0				1		1	1	0.1	1	1	1	1	1			0	5	0.8	2	1.5	0		0.3	99999	0								2.5								3	1			90030098						800004	800044	831071	831072	800423							831141																																																																																																			
87010	8701	8701	1	2		Osiris					0		Mb1OsirisMd000001		1		1.1	1.1				1.1	1	1			1	30	0.8	2	1.5				99999	0							1	999								3	1			87010098	87010096	87010094	87010092		8701	970006	100079	100098	100097	900056	900057	870144					870101	870102	870103	870104	870105	870106	870107	870108	870109	870110	870111	870112																																																																																								
87020	8701	8701	2	2		Eye of Judgment					0		Mb1OsirisyanjingMd000001		1		0.1			1	1	1	1	1							1.5				99999	0						1	1	9									1			87020098	87020096	87020094	87020092			970006	100079	100098	100097	900056	900057	870112	900031	900032			870201	870202	870203	870204	870205																																																																																															
87030	8701	8703	2	2		Eye of Punishment					0		Mb1OsirischibangMd000001		1		1	1				1	1	1			1	1	0.8	2	1.5				99999	0						1	1	1.5								3	1			87030098	87030096	87030094	87030092			970006	100079	100098	100097	900056	900057						870301	870302	870303	870304	870305																																																																																															
87050	8701	8701	2	2		Clear Tornado					0				1		0.1	0		1	1	1	1	1							0				99999	0						1	1	5									1			87050098	87050096	87050094	87050092			900031	900032	900056	870108																																																																																																											
87310	8731	8731	1	2		Rosetta	1				0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	0.8	2	1.5				99999								1	2								3	1			87310098	87310096	87310094	87310092		8731	970006	100079	100098	100097	900056	900057						873101	873102	873103	873104	873105	873106	873107	873108	873109	873110	873113	873114	873115	873116	873117	873118	873119	873120	873121																																																																																	
87311	87311	87311	1	2		Rosetta	1				0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	0.8	2	1.5				99999								1	2								3	1			87310098	87310096	87310094	87310092		8731	970006	100079	100098	100097	900056	900057						873101	873102	873103	873104	873105	873106	873107	873108	873109	873110	873113	873114	873115	873116	873117	873118	873119	873120	873121																																																																																	
87320	8731	8731		2		Collapse Bomb					0				1		0.1	0		1	1	1	1	1.3							0				99999							1	1	5									1			87320098	87320096	87320094	87320092			900031	900032	900056	900057																																																																																																											
87330	8731	8733	1	3		Rosetta	1				0		Mb1LuosaitarenMd000001		1		1	1				1.3	1	1.3			1	21	0.8	2	1.5				99999								1	2								3	1			87330098	87330096	87330094	87330092		8733	832233	832234	970006	100079	100098	100097	900056	900057				873301	873302	873303	873304	873305	873306	873307	873308	873309	873311	873312	873313	873314	873315	873316	873321	873322	873323	873324	873325	873326																																																																															
87360	8736	8736	2	1		Hetero-Core - Mimicry	1				0		Mb1CubeMd050001		1		0.1	0		1	1	1.5	1	1.5											99999								1	3								5		0		87360098	87360096	87360094	87360092		8736	874018	900065	900056	970006	900057	873636	873643					873601	873602	873603	873604	873605	873606	873607	873608	873609	873610	873611	873612	873613	873614	873615																																																																																					
87370	8737	8736	2	2		Hetero-Core - Mimicry					0				1		0.1	0		1	1	1	1	0																		1	1									3		0								900064	900065	900056	970006	900057																																																																																																										
