Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
8140000	8140	8140	1	1	Sister	1			0		Mb1LadyMd10001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						3								3	1		81400098	81400096	81400094	81400092			100097	100098	100079	800008	800009	814021	814022	814023	814024	814100	814112	814001	814002	814003	814004	814005	814006	814007	814008	814009	814011	814012	814021	814022	814051	814052	814055	814056	814057	814061	814062	814063																																																																															
8140100	8141	8141	1	1	Sister	1			0		Mb1LadyMd10001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						3								3	1		81410098	81410096	81410094	81410092			100097	100098	100079	800008	800009							814001	814002	814003	814006	814007	814008	814009	814011	814012	814021	814022																																																																																									
8141000	8141	8141	2	1	Martyr	1			0		Mb1LadybabyMd10001		1		0.7	0.7	0.1			1	1	1			0	5	0.8	2	1.5			0.3	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						0								3	1		90090097						814002	800008																																																																																																													
8142000	8142	8142	2	2	Harvester				0		Mb1RobotarmorMd030001		1		2	2	0.1			0.8	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3.9								3	1		82100097						100097	100098	100079	800008	800009							814021	814022	814023																																																																																																	
8150000	8150	8150	1	1	Nozzle	1			0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.1								3	1		81500098	81500096	81500094	81500092			100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
8150100	8801	60001	1	1	Nozzle	1			0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.1								3	1		81500098	81500096	81500094	81500092			100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
8150900	8801	60001	1	1	Nozzle	1			0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.1								3	1		81500098	81500096	81500094	81500092			100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
8151000	8152	8152	1	1	Nozzle	1			0		Mb1OrphanMd030001		1		1	1	0.5	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.1								3	1		81500098	81500096	81500094	81500092			100097	100098	800008	800009	815100	815006						815001	815002	815003	815004	815005	815006	815007	815008	815011	815012	815013	815014	815015	815022	815026	815027	815028	815029	815030	815031	815032	815033	815051	815052	815055	815056	815057	815061	815062	815063																																																																						
8160900	8808	60002	1	1	Roland	1			0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						4.55								3	1		81600098	81600096	81600094	81600092			100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073																																																																							
8160000	8160	8160	1	1	Roland	1			0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						4.55								3	1		81600098	81600096	81600094	81600092			100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073																																																																							
8161000	8161	8161	1	1	Roland	1			0		Mb1LuolanMd010001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						4.55								3	1		81600098	81600096	81600094	81600092			100097	100098	800008	800009	816100	816017						816001	816002	816003	816004	816005	816006	816007	816008	816009	816011	816012	816013	816014	816015	816016	816017	816018	816019	816020	816051	816052	816060	816061	816062	816063	816070	816071	816072	816073																																																																							
8170000	8170	8170	1	1	Iron Maiden	1			0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.7								3	1		81700098	81700096	81700094	81700092			100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
8170100	8172	8171	1	1	Iron Maiden	1			0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.7								3	1		81700098	81700096	81700094	81700092			100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
8170900	8809	60001	1	1	Iron Maiden	1			0		Mb1VirginbioMd030001		1		1	1	0.5			1.2	1	1.2			1	30	1	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.7								3	1		81700098	81700096	81700094	81700092			100097	100098	800008	800009	817019	817021						817001	817002	817003	817004	817005	817006	817011	817012	817013	817014	817015	817016	817017	817018	817019	817020	817007	817008	817009	817010	817021	817022	817051	817052	817060	817061	817062	817063	817070	817071	817072	817073	817023	817024																																																																		
8171000	8170	8170	3	1	Iron Maiden Spike	1			0				1		1.7	1.7	0.1	1		1.5	1	1.5			0	5	0.8	2	1.5	0		0.3	20	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.5								3	1		90030098	90030096	90030094	90030092			800004	800044	800047	800008	800009							900301	900302	900303	900304	900305	900306																																																																																														
8180000	8180	8180	1	1	Vassago	1			0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						3.5								3	1		81800098	81800096	81800094	81800092			100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013																																																																																								
8180900	8802	60002	1	1	Vassago	1			0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						3.5								3	1		81800098	81800096	81800094	81800092			100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013																																																																																								
8181000	8181	8181	1	1	Vassago II	1			0		Mb1SandwormMd030001		1		1	1	0.6			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						3.5								3	1		81800098	81800096	81800094	81800092			100097	100098	800008	800009	818001	818002	818024					818001	818002	818003	818004	818005	818006	818007	818008	818009	818011	818012	818013																																																																																								
8190000	8190	8190	1	1	Unknown Construct α 	1			0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						1.5	1							3	1		81900098	81900096	81900094	81900092			100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
8190900	8810	60003	1	1	Unknown Construct α 	1			0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						1.5	1							3	1		81900098	81900096	81900094	81900092			100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
8191000	8191	8191	1	1	Unknown Construct α 	1			0		Mb1LuxiyaMd000003		1		1.2	1.2	0.1			1	1	1			1	30	0.8	2	1.5	0.2		0.5	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						1.5	1							3	1		81900098	81900096	81900094	81900092			100050	100051	100074	102242	102261	819011	819006	819049	900057			819001	819002	819003	819004	819005	819006	819007	819008	819009	819010	819011	819012	819013	819014	819015	819016	819017	819018	819019	819020	819021	819022	819023	819024	819025	819026																																																																										
8210000	88	8210	1	2	Harvester				0		Mb1RobotarmorMd030001		1		2	2				0.8	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3.9								3	1								900022	821203	970006	100079	821256	100098	100097	900056				997101	997102	997103	997104	997105	997106	997107	997108	997109	997110	997111	997151	997161	997162	997163	997164	997165	997166		997171																																																																																
2010000	8210	8210	1	2	Energy Zone				0				1		0.1	0		1	1	1	1	1			0		0	0	1			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0	0							3	1								100018	100019	900056																																																																																																												
2011000	8210	8210	1	2	Energy Ball				0				1		0.1	0		1	1	1	1	1			0		0	0	1			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0	0							3	1								100018	100019	900056																																																																																																												
8213000	8213	8215	3	2	Electric Ball Summon				0		Mb1BaodongchibangMd000001		1		0.1	0		1	1	1	1	1											99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	20									1		82130098	82130096	82130094	82130092			900056	900057	900031	900032	900011	821312	821323					821301	821302	821303	821304	821305																																																																																															
8214000	8214	8214	3	2	Electric Ball Rhythm Control	1			0				1		0.1	0		1	1	1	1	1											99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1										1								900031	821312	900011	900056	900057																																																																																																										
8215000	973500	90013	1	2	Riot				0		Mb1BraveMd010011		1		2.5	2.5	1.2			1	1	1			1	30	2.3	2	1.5				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3								3	1		82150098	82150096	82150094	82150092		305000	900022	970006	100098	100097	900056							821515	821516	821517	821518	821519	821520	821521	821522	821523	821524																																																																																										
8215100	973500	90013	1	2	Riot				0		Mb1BraveMd010011		1		2.5	2.5	1.2			1	1	1			1	30	2.3	2	1.5				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3								3	1		82150098	82150096	82150094	82150092			900022	970006	100098	100097	900056							821515	821516	821517	821518	821519	821520	821521	821522	821523	821524																																																																																										
8216000	973500	90013	3	1	Ignite Beetle				0		Mo1LiebianyuanchongMd000001		1		0.6	0.6				1	1	1			0	5	0.8	2	1.5			0.3	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						0.2									1		82160098	82160096	82160094	82160092			900011	821315	821319																																																																																																												
8310000	813000	90014	1	1	Camu	1			0		Mb1XiuMd010001		1		1	1	0.1	0	0	1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						0.05								3	1		83100098	83100096	83100094	83100092		305600	831073	831005	831006	900057								831030	831031	831032	831033	831034	831035	831036	831037	831038	831039																																																																																										
8311000	8311	8311	1	1	Camu	1			0		Mb1XiuerjieMd000001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						999								3	1		83110098	83110096	83110094	83110092			800056	831062	831081	831100								831101	831102	831103	831104	831105	831106	831107	831108	831109	831111	831112	831113	831114	831115	831116	831117	831118	831119	831121	831122	831123	831124	831125	831126	831127	831128	831129	831131	831132																																																																							
8320000	8320	8320	1	3	Rosetta	1			0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	2	2	1.5			0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.47	0							3	1		83200098	83200096	83200094	83200092			800443	900011	970006	800413								832001	832002	832003	832004	832005	832006	832007	832008	832009	832011	832012	832016	832017	832018	832019	832021	832022	832023	832024	832030	832031	832032	832033	832034	832050	832051																																																																										
8322000	8330	8330	1	3	Rosetta (Doll)	1			0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.47	0							3	1		83220098	83220096	83220094	83220092			800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
8322900	8812	60003	1	3	Rosetta (Doll)	1			0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.47	0							3	1		83220098	83220096	83220094	83220092			800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
8323000	8331	8331	1	3	Rosetta (Doll)	1			0		Mb1LuosaitarenMd000001		1		1	1				1	1	1.3			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.47	0							3	1		83220098	83220096	83220094	83220092			800032	800031	832212	832213	832233	832234	832237					832201	832202	832203	832204	832205	832206	832207	832208	832209	832211	832212	832213	832214	832215	832216	832221	832222	832223	832224	832225	832226																																																																															
8311100	8311	8311	1	1	Camu	1			0		Mb1XiuerjieMd000001		1		1	1	0.1			1	1	1			1	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						999								3	1		83110098	83110096	83110094	83110092			831103											831101	831102	831103	831104	831105	831106	831107	831108	831109	831111	831112	831113	831114	831115	831116	831117	831118	831119	831121	831122	831123	831124	831125	831126	831127	831128	831129	831131	831132																																																																							
8310200	8310	8310	3	1	Camu: Blade	1			0				1		1	1	0.1	1	1	1	1	1			0	5	0.8	2	1.5	0		0.3	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.5								3	1		90030098						800004	800044	831071	831072	800423							831141																																																																																																			
8701000	8701	8701	1	2	Osiris				0		Mb1OsirisMd000001		1		1.1	1.1				1.1	1	1			1	30	0.8	2	1.5				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	999								3	1		87010098	87010096	87010094	87010092			970006	100079	100098	100097	900056	900057	870144					870101	870102	870103	870104	870105	870106	870107	870108	870109	870110	870111	870112																																																																																								
8702000	8701	8701	2	2	Eye of Judgment				0		Mb1OsirisyanjingMd000001		1		0.1			1	1	1	1	1							1.5				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	9									1		87020098	87020096	87020094	87020092			970006	100079	100098	100097	900056	900057	870112	900031	900032			870201	870202	870203	870204	870205																																																																																															
8703000	8701	8703	2	2	Eye of Punishment				0		Mb1OsirischibangMd000001		1		1	1				1	1	1			1	1	0.8	2	1.5				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	1.5								3	1		87030098	87030096	87030094	87030092			970006	100079	100098	100097	900056	900057						870301	870302	870303	870304	870305																																																																																															
8705000	8701	8701	2	2	Clear Tornado				0				1		0.1	0		1	1	1	1	1							0				99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	5									1		87050098	87050096	87050094	87050092			900031	900032	900056	870108																																																																																																											
8731000	8731	8731	1	2	Rosetta	1			0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	2								3	1		87310098	87310096	87310094	87310092			970006	100079	100098	100097	900056	900057						873101	873102	873103	873104	873105	873106	873107	873108	873109	873110	873113	873114	873115	873116	873117	873118	873119	873120	873121																																																																																	
8731100	87311	87311	1	2	Rosetta	1			0		Mb1LuosaitamaMd000001		1		1	1				1.3	1	1.3			1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	2								3	1		87310098	87310096	87310094	87310092			970006	100079	100098	100097	900056	900057						873101	873102	873103	873104	873105	873106	873107	873108	873109	873110	873113	873114	873115	873116	873117	873118	873119	873120	873121																																																																																	
8732000	8731	8731		2	Collapse Bomb				0				1		0.1	0		1	1	1	1	1.3							0				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	5									1		87320098	87320096	87320094	87320092			900031	900032	900056	900057																																																																																																											
8733000	8731	8733	1	3	Rosetta	1			0		Mb1LuosaitarenMd000001		1		1	1				1.3	1	1.3			1	21	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	2								3	1		87330098	87330096	87330094	87330092			832233	832234	970006	100079	100098	100097	900056	900057				873301	873302	873303	873304	873305	873306	873307	873308	873309	873311	873312	873313	873314	873315	873316	873321	873322	873323	873324	873325	873326																																																																															
8736000	8736	8736	2	1	Hetero-Core - Mimicry	1			0		Mb1CubeMd050001		1		0.1	0		1	1	1.5	1	1.5											99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3								5		0	87360098	87360096	87360094	87360092			874018	900065	900056	970006	900057	873636	873643					873601	873602	873603	873604	873605	873606	873607	873608	873609	873610	873611	873612	873613																																																																																							
8737000	8737	8736	2	2	Hetero-Core - Mimicry				0				1		0.1	0		1	1	1	1	0													1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1									3		0							900064	900065	900056	970006	900057																																																																																																										
8738000	8736	8736	1	1	Hetero-Core - Mimicry	1			0		Mb1CubedizuoMd000001		1		3	2				1.5	1	3			1	30	0.8	2	1.5	0.25			99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3								5	1		87380098	87380096	87380094	87380092			970006	100079	100098	100097	900056	900057																																																																																																									
8739000	8737	1		2	Hetero-Core - Scan				0		Mb1FangjianbeiMd000001		1		0.8	0.7				5	1	5													1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	0								3		0.8																		873901	873902	873903	873904	873905	873906	873907	873908	873909																																																																																											
8740000	8737	1		2	Hetero-Core - Scan				0		Mb1FangjianbeiMd000001		1		0.8	0.7				2	1	2													1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0								3		0.8																		874001	874002	874003																																																																																																	
8741000	8737	8741	1	2	Hetero-Core				0		Mb1CubejiaoMd000001		1		3	1				1	1	1			1	20	0.8	2	1.5	0.25			99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	4								3	1		87410098	87410096	87410094	87410092			874101	900023	900056	900057	874019							874101	874102	874103	874104	874105	874106	874107	874108	874109	874110	874111	874112	874113	874114	874115	874116	874117	874118	874119	874120	874121	874122	874123	874124	874125	874126	874127	874128																																																																								
8742000	8742	8742		2	Heteromer Particle	1			0				1		0.1	0	1	1	1	1	1	1	1						999				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1									3		0	87420098	87420096	87420094	87420092			900031	900065																																																																																																													
8743000	8737	1	1	2	Hetero-Core				0		Mb1CubejiaoMd000001		1		3	1				3	1	3			1	15	0.8	2	1.5	0.25			99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	4								3	1		87430098	87430096	87430094	87430092			874101	900023	900056	900057								874301	874302	874303	874304	874305	874306	874307	874308																																																																																												
8744000	8744	99		2	Heteromer Particle	1			0				1		0.1	0	1	1	1	1	1	3	1						999				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1									3		0	87440098	87440096	87440094	87440092			900031	900065	999574																																																																																																												
8750000	8750	8750	1	1	Gabriel - Starfall	1			0		Mb1JiabailieMd000002		1		1.5	1	1			1	1	1	1		1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	3								3	1		87500098	87500096	87500094	87500092			970006	100079	100098	100097	900056	900057						875001	875002	875003	875004	875005	875006	875007	875008	875009	875010	875011	875012	875013	875014	875015	875016	875017	875018	875019	875020	875021	875022	875023	875024	875025	875026	875027	875028	875029	875030	875031																																																																					
8751000	8751	8751	1	2	Wandering Star	1			0				1		3	0	1	1	1	1	1	1	1		1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0								3	1								875102	100079	100098	100097	900056	900057	900058	970006	875072	875085																																																																																																					
8752000	8752	8752		2	Withering Shade	1			0				1		1	0	0	1	1	1	1	1	1		1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0								3		1							100079	100098	100097	900056	900057	900058	970006																																																																																																								
8753000	8753	8753		2	Falling Star	1			0				1		2.5	1.5	0			1	1	1	1		1	30	0.8	2	1.5				99999		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15				1	1	0								5		2.5							100079	100098	100097	900056	900057	900058	970006																																																																																																								
8340000	8340	8340	3	1	Rail Heterozygote	1			0		Mb1TrackalienMd010001		1		1	1				1	1	1			1	20	0	0	1.5	0		0.3	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						999								3		1	83400098	83400096	83400094	83400092			900007	900008	100027	900051	834077	834071	834201	730001	800047			834001	834002	834003	834004	834005	834006	834007	834008	834009	834010	834011	834012	834013	834014	834015	834016	834017	834018	834019	834020	834021	834022	834023	834024	834025	834026	834027	834028	834029	834030	834031	834032	834033																																																																			
8350000	8350	8350	1	3	Qu	1			0		Mb1MelodyMd010001		1		1	1				1	1	1			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2.47	0			1	1			3	1		83500098	83500096	83500094	83500092			835020	800031	800032									835001	835002	835005	835006	835011	835012	835013	835014	835021	835022	835023	835030	835031	835032	835033	835041	835042	835043	835044	835045	835046	835051	835052	835053	835060	835061	835062	835063	835064	835065	835066	835067	835000																																																																			
8352000	8352	8352	1	3	Huaxu	1			0		Mb1MelodyhuaxuMd10001		1		1	1				1	1	1			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						10	0							3	1		83520098	83520096	83520094	83520092			835220	800008	835214									835201	835202	835203	835204	835205	835206	835207	835208	835211	835212	835213	835214	835215	835216	835200	835221	835222	835223	835231	835232	835233																																																																															
8352100	83521	83521	1	3	Huaxu	1			0		Mb1MelodyhuaxuMd10001		1		1	1				1	1	1			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						10	0							3	1		83520098	83520096	83520094	83520092			835220	800008	835214									835201	835202	835203	835204	835205	835206	835207	835208	835211	835212	835213	835214	835215	835216	835200	835221	835222	835223	835231	835232	835233																																																																															
8352900	8813	60003	1	3	Huaxu	1			0		Mb1MelodyhuaxuMd10001		1		1	1				1	1	1			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						10	0							3	1		83520098	83520096	83520094	83520092			835220	800008	835214									835201	835202	835203	835204	835205	835206	835207	835208	835211	835212	835213	835214	835215	835216	835200	835221	835222	835223	835231	835232	835233																																																																															
8353000	8353	8353	1	3	Huaxu	1			0		Mb1MelodyhuaxuMd10001		1		1	1				1	1	1			1	30	2	2	1.5	0		0	10		1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						10	0							3	1		83520098	83520096	83520094	83520092			835220	800008	835214									835201	835202	835203	835204	835205	835206	835207	835208	835211	835212	835213	835214	835215	835216	835200	835221	835222	835223	835231	835232	835233																																																																															
