Id	AttribId	PromotedId	Kind	Type	Note	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
90383	9038	9304	2	2		Construct (Extreme)				0		NPC1GouzaotiMd10002		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3			1		90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	903816	903817	903818	903819	903820	903821	903814	903815	903827																																																																													
90384	9038	9204	2	2		Corrupted Construct				0		Me1GouzaotiMd10001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3			1		90380098	90380096	90380094	90380092		9038	844063	750001	700208	700007								903822	903823	903824	903825	903826	903803	903804	903805	903827																																																																																											
90390	9039	9300	1	2		Harvester (Extreme)				0		Mb1RobotarmorMd030001		1		1.5	1.5	0.1			0.8	1	0.8			1	10	0.8	2	1.5			0	99999									4.2								3			1.5		90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056					903901	903902	903903	903904	903905	903906	903907	903908	903909	903910																																																																																										
90400	9040	9303	2	2		Bio-Bull (Extreme)	1			0		Me1FangshengdouniuMd000001		1		1.7	1.7	1.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3			1.7		90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006								904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
90410	9003	9304	2	2		Acid Ant (Extreme)	1			0		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3			1.7		90410098	90410096	90410094	90410092		9041	900008	100027	900011	970006								970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
90411	9041	9304	2	2		Acid Ant (Experiment) Temporary Misuse	1			0		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3			1.7		90410098	90410096	90410094	90410092		9922	900008	100027	900011	970006								992201	992202	992203	992204	992205	992206	992207	992208	992209	992210	992211	992212	992213	992214	992215																																																																																					
90420	9042	9304	2	2		Musashi VI (Extreme)	1			0		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	1.1	2	1.5			0	20									1.5	0							3			1.7		90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006								904201	904202	904203	904204	904205	904206	904207	904208	904209	904210	904211	904212																																																																																								
90421	9053	9314	2	2		Musashi VI (Special)	1			0		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	1.1	2	1.5			0	20									1.5	0							3			1.7		90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006								904201	904202	904203	904204	904205	904206	904207	904208	904209	904210	904211	904212																																																																																								
90430	9043	9303	2	3		Musashi IX (Extreme)	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1	1.2			0	5	1.3	2	1.5			0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3								3			1.3		81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309	904331																																																																																										
90431	90431	9303	2	3		Glorious Worker	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1	1	1		100201	0	5	1.3	2	1.5			0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3								3			1.3		81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006		904337					904301	904302	904303	904304	904305	904306	904307	904308	904309	904310	904311	904312	904313	904314	904315	904316	904317	904318	904319	904320	904321	904322	904323	904324	904325	904326	904327	904328	904329	904330																																																																						
90432	9043	9303	2	3		Mao Zhen	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1	1.2			0	100	1.3	2	1.5			0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3								3			1.3		81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
90433	9047	9313	2	3		Musashi IX (Special)	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1	1.2			0	5	1.3	2	1.5			0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3								3			1.3		81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309	904331																																																																																										
90440	9044	9304	2	3		Terrapod (Extreme)	1			0		Me1ZilujingweiMd000001		1		1.1	1.1	0.1			1	1	1			0	5	1.5	2	1.5			0	20	0								3								3			1.1		90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
90450	9045	9303	2	2		Polar Soldier	1			0		Me1JidijibingMd000001		1		0.8	0.8	0.3			1	1	1	1	100201	0	5	0.8	2	1.5			0.7	10		1#904551|2#904552|3#904553	1#1#15|2#1#15|3#1#15						1.9	0							3			0.8		90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051	904550							904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517	904518	904519	904520	904521	904551	904552	904553	904554	904555	904556	904557	904558	904559	904560	904561	904562	904563	904564	904565	904566	904567	904522	904523																																																												
90460	9046	9303	2	2		Deep-sea Ambusher	1			0		Me1ShenhaiqianfuzheMd000001		1		1.3	1.3	0.7			2	1	2	2		0	5	0.8	2	1.5			0.7	10		1#904601|2#904602|3#904603	1#1#15|2#1#15|3#1#15						1.9	0							3			1.3		90460098	90460096	90460094	90460092		9046	900007	904607	900011	900051								904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616	904617																																																																																			
90470	9015	9300	2	3		Heteromer Hydraulic (Extreme)	1			0		Mo1YijuyeyaMd000001		1		1.2	1.2	0.5			1.1	1	1.1	1.1		0	5	1.1	2	1.5			0.3	20									0.05	0							3			1.2		90150098	90150096	90150094	90150092		9047	900007	900011	900051	750306	730061							904701	904702	904703	904704																																																																																																
90480	9016	9300	2	3		Heteromer Sentry Gun (Extreme)	1			0		Mo1YijushaojiejipaoMd000001		1		0.8	0.8	0.3			1.5	1	1.5	1.5		0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90160098	90160096	90160094	90160092		9048	900007	900011	900051	750306								904801	904802	904803																																																																																																	
90490	9010	9300	2	3		Heteromer Aerial Monitor (Extreme)	1			0		Mo1YijukongzhongjianshiqiMd000001		1		1	1	0.1			1.2	1	1.2	1.2		0	5	0.8	2	1.5			0.3	20									0.05	0							3			1		90100098	90100096	90100094	90100092		9049	900007	900011	900051	750306								904901	904902	904903																																																																																																	
90500	9050	9303	2	1		Heteromer Terminal				0		Me1YijuzhongduanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3			1		90500098	90500096	90500094	90500092		9050	700027	905034	905048	905056								905001	905002	905003	905004	905005	905006	905007	905008	905009	905010	905011	905012	905013	905014	905051	905052																																																																																				
90501	6		2	1		Heteromer Terminal - Progeny				0		Me1YijuzhongduanMd000002		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									0								3			1								700230											997301	997302	997303																																																																																																	
90502	8171		2			4D Barrier	1			0				1		1.7	1.7	0.1	1		1.5	1	1.5			0	5	0.8	2	1.5	0		0.3	20	0								0.1								3			1.7		99740098	99740096	99740094	99740092			800004	905026	800047																																																																																																												
90505	84		2			Obelisk	1			0		Mb1FangjianbeiMd000001		1		1.7	1.7	0.1	1		3	1	0.5			0	5	0.8	2	1.5	0		0.3	20	0								0.1								3			1.7		99740098	99740096	99740094	99740092			800004	750105	800044																																																																																																												
90506	84		2	1		Heteromer Square				0		Mb1YijutifangkuaiMd000001		1		1	1	0.1	1	1	1	1	1			0		0	0	1	0		0	99999									0.75	0							3			1		97590098	97590096	97590094	97590092			900064	900065	900056									975901	975902	975903	975904	975905	975906	975907	975908	975909	975910	975911	975912																																																																																								
90507	9536	9100	2	3		Heteromer Phalanx	1			0		Mo1XiulijigongMd000001		1		5	5	5			0.8	1	0.8			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			5								700013	700017	700027	700501																																																																																																											
90508	9050	9303	2	1		Heteromer Terminal				0		Me1YijuzhongduanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3			1		90500098	90500096	90500094	90500092		9050	700027	905034	905048	905056								905010																																																																																																			
90600	9060	9306	2	1		Hetero Deconstruct Unit (Extreme)	1			0		Me1YihefenjiedanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6								3			1		90600098	90600096	90600094	90600092		9060	900007			900011	900051							906001	906002	906003	906004	906005	906006	906007	906008	906009	906011	906012	906013	906014	906015	906021	906022	906023	906024																																																																																		
90610	9061	9306	2	1		Hetero Repair Unit (Extreme)	1			0		Me1YihexiufudanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3			1		90610098	90610096	90610094	90610092		9061	900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123																																																																																					
90611	9061	9306	2	1		Authentication Module	1			0		Me1YihexiufudanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3			1		90610098	90610096	90610094	90610092		9061	900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123	906161																																																																																				
90620	9062	9306	2	1		Hetero Fire Unit (Extreme)	1			0		Me1YihehuolidanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6								3			1		90620098	90620096	90620094	90620092		9062	900007			900011	900051							906201	906202	906203	906204	906205	906206	906207	906208	906209	906211	906212	906221	906222	906223																																																																																						
90630	9063	9305	2	1		Hetero Explore Unit (Extreme)	1			0		Me1YihekantandanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0.05	0							3			1		90630098	90630096	90630094	90630092		9063	900007			900011	900051							906301	906302	906303	906321	906322	906323	906325	906326	906328	906331	906332	906333	906335	906341	906342	906352	906353	906354	906355	906361	906362	906363	906364	906365	906367	906368	906369	906370	906371	906372	906373	906374	906375	906381	906304	906305	906306																																																															
90640	9064	9064	2	1		Blubber VI (Extreme)	1			0		Mo1LishiliuxingMd000001		1		1	1	0.2			1.2	1	1.2	1.2		0	5	0.8	2	1.5	0		0.3	10		1#906461|2#906463|3#906464	1#1#15|2#1#15|3#1#15						1.2	0							3			1		90640098	90640096	90640094	90640092		9064	900007	900008	100027	900011	900051	906401						906401	906402	906403	906404	906405	906406	906461	906462	906463	906464	906470	906471																																																																																								
90650	9065	9065	2	1		Ballwheel IV (Extreme)	1			0		Mo1WulunsixingMd000001		1		1	1	0.2			1.1	1	1.1	1.1	100201	0	5	0.8	2	1.5	0		0.3	10		1#906561|2#906563|3#906564	1#1#15|2#1#15|3#1#15						1.2	0							3			1		90650098	90650096	90650094	90650092		9065	900007	900008	100027	900011	900051	906511						906501	906502	906503	906504	906505	906506	906507	906561	906562	906563	906564																																																																																									
90660	9066	9066	3	1		Hanged Man III (Extreme)	1			0		Mo1DiaorensanxingMd000001		1		1	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									4.4	0							3			1		90660098	90660096	90660094	90660092		9066	900008	100027	900011	900051	906629	900407						906601	906602	906603	906604	906605	906606	906607	906608	906609	906610	906611	906612	906613	906614	906615	906616	906617	906618	906619	906620	906621	906622	906623	906624	906625	906626	906627	906628	906629	906630	906631	906632	906633	906634	906635	906636	906637	906638																																																														
90670	9067	9067	2	1		Kemuri I (Extreme)	1			0		Mo1YanfenyixingMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			1		90670098	90670096	90670094	90670092		9067	900007	900008	100027	900011	900051							906701	906702	906703	906705	906706	906707	906708	906709	906710																																																																																											
90680	9068	9068	2	1		Kowloong Crew - Yazi (Extreme)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90681	9068	9068	1	1		Kowloong Crew - Yazi (Extreme)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90690	9069	9307	3	1		Phecda	1			0		Mo1LucunMd000001		1		1.4	1	1.4			1.4	1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0							3			1		90660098	90660096	90660094	90660092		9069	900007	900008	100027	900011	900051	906944	906945					906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
90691	9069	9303	3	1		Phecda	1			0		Mo1LucunMd000001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0							3			1		90660098	90660096	90660094	90660092		9069	900007	900008	100027	900011	900051							906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
90700	9070	9300	2	1		Prime	1			0		Me1ZhizunMd000001		1		1	1	0.1			1.1	1	1		100201	0	10	0.8	2	1.5	0		0.3	10		1#907071|2#907072|3#907073	1#1#15|2#1#15|3#1#15						3	0							3			1		90700098	90700096	90700094	90700092		9070	900007	900008	100027	900011	900051	907070						907001	907002	907003	907004	907005	907006	907007	907008	907009	907010	907011	907012	907013	907014	907015	907016	907050	907051	907052	907053	907057	907071	907072	907073																																																																												
90701	9070	9300	2	1		Prime	1			0		Me1ZhizunMd000001		1		1	1	0.1			1.1	1	1			0	10	0.8	2	1.5	0		0.3	10									3	0							3			1		90700098	90700096	90700094	90700092		9070	900007	900008	100027	900011	900051							907001	907002	907003	907004	907005	907006	907007	907008	907009	907010	907011	907012	907013	907014	907015	907016																																																																																				
90702	9070	9300	2	1		Prime	1			0		Me1ZhizunMd000001		1		1	1	0.1			1.1	1	1			0	10	0.8	2	1.5	0		0.3	10									3	0							3			1		90700098	90700096	90700094	90700092		9070	900007	900008	100027	900011	900051							907001	907002	907003	907004	907005	907006	907007	907008	907009	907010	907011	907012	907013	907014	907015	907016																																																																																				
90703	9082	9308	2	1		Prime	1			0		Me1ZhizunMd000001		1		1	1	0.1			1.1	1	1		100201	0	10	0.8	2	1.5	0		0.3	10		1#907071|2#907072|3#907073	1#1#15|2#1#15|3#1#15						3	0							3			1		90700098	90700096	90700094	90700092		9070	900007	900008	100027	900011	900051	907070						907001	907002	907003	907004	907005	907006	907007	907008	907009	907010	907011	907012	907013	907014	907015	907016	907050	907051	907052	907053	907057	907071	907072	907073																																																																												
90710	9071	9300	2	1		Cathy (Extreme)	1			0		Mo1BiaoyanyirenMd000001		1		1	1	1			1	1	1	1		0	5	0.8	2	1.5	0		0.3	10									1.7	0							3			1		90710098	90710096	90710094	90710092		9071	900007	900008	100027	900011	900051							907101	907102	907103	907104	907105	907107	907108	907109	907110																																																																																											
90720	9072	9300	2	1		Martini (Extreme)	1			0		Mo1TiaojiushiMd000001		1		1	1	1			1	1	1	1		0	5	0.8	2	1.5	0		0.3	10									1.4	0							3			1		90720098	90720096	90720094	90720092		9072	900007	900008	100027	900011	900051							907201	907202	907203	907204	907205	907206	907207	907208																																																																																												
90730	9073	9300	2	1		Mr. White (Extreme)	1			0		Mo1YouyongjiaoguanMd000001		1		1	1	1			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									0.85	0							3			1		90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319	907320	907321	907322	907323	907324	907325																																																																														
90731	9073	9300	2	1		Mr. White (Extreme)	1			0		Mo1YouyongjiaoguanMd000002		1		1	1	1			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									0.85	0							3			1		90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319																																																																																				
90740	9074	9305	3	1		A'Mao	1			0		Me1XiguajunMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0							3			1		90660098	90660096	90660094	90660092		9074	900008	100027	900011	900051								907401	907402	907403	907404	907405	907406	907407	907408	907409	907410	907411	907412	907413	907414	907415	907416	907417	907418	907419	907420	907421	907422	907423	907424	907425	907426	907427	907428	907429	907430																																																																						
90750	9075	9300	3	1		Aerial 7 - Snow Owl (Extreme)				0		Mb1XuexiaoMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1.05	0							3			1		90750098	90750096	90750094	90750092		9075	900007	900008	100027	900011	900051	907526						907501	907502	907503	907504	907505	907506	907507	907508	907509	907510	907511	907512	907513	907514	907515	907516	907517																																																																																			
90760	9076	9305	3	1		Ground 3 - Rabbit (Extreme)	1			0		Mo1TuziMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90760098	90760096	90760094	90760092		9076	900008	100027	900011	900051								907601	907602	907603	907604	907605	907606	907607	907608	907609	907610	907611	907612	907613	907614	907615	907616	907617	907618	907619	907620	907621	907622	907623	907624	907625	907650																																																																										
90770	9077	9305	3	1		Naval 5 - Squid (Extreme)	1			0		Mo1ZhangyuMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90770098	90770096	90770094	90770092		9077	900008	100027	900011	900051								907701	907702	907703	907704	907705	907706	907707	907708	907709	907710	907711	907712	907713	907714	907715	907716	907717	907718	907719	907720	907750																																																																															
90780	9078	9305	3	1		Ground 1 - Polar Bear (Extreme)	1			0		Me1XiongrenMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90780098	90780096	90780094	90780092		9078	900008	100027	900011	900051								907801	907802	907803	907804	907805	907806	907807	907808	907809	907810	907811	907812	907813	907814	907815	907816	907817	907818	907819	907820	907821	907822	907823	907824	907825	907826	907827	907828	907829	907830																																																																						
90790	9079	9305	3	1		Guardian I (Extreme)	1			0		Me1DiaorenyixingMd000001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90780098	90780096	90780094	90780092		9079	900008	100027	900011	900051	907929							907901	907902	907903	907904	907905	907906	907907	907908	907909	907910	907911	907912	907913	907914	907915	907916	907917	907918	907919	907920	907921	907922	907923	907924	907925	907926	907927	907928	907929	907930																																																																						
90800	9080	9080	3	1		Moyuan (Extreme)	1			0		Me1YunluMd000002		1		0.5	1	1			1.1	1.1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90780098	90780096	90780094	90780092		9080	900008	100027	900011	900051	908025							908001	908002	908003	908004	908005	908006	908007	908008	908009	908010	908011	908012	908013	908014	908015	908016	908017	908018	908019	908020	908021	908022	908023	908024	908025	908026	908027	908028	908029	908030																																																																						
90810	9081	9305	3	1		Tai'E I (Extreme)	1			0		Mb1TaiayixingMd010002		1		1.2	1	1.2			1.2	1	1.2	1.2	100201	0	5	0.8	2	1.5	0		0.3	10		1#908151|2#908152|3#908153	1#1#15|2#1#15|3#1#15						2.1	0							3			1		90770098	90770096	90770094	90770092		9081	900008	100027	900011	900051	908101							908101	908102	908103	908104	908105	908106	908107	908108	908109	908110	908111	908112	908113	908114	908115	908116	908117	908118	908119	908120	908151	908152	908153	908154	908155	908156																																																																										
90820	9080	9305	3	1		Puppet (Extreme)	1			0		Me1YunlukuileiMd000002		1		0.5	1	1			1.1	1.1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.1	0							3			1		90780098	90780096	90780094	90780092		9082	900008	100027	900011	900051								908201	908202	908203	908204	908205	908206	908207	908208	908209	908210																																																																																										
90830	9070	9300	3	1		Bettle (Extreme)	1			0		Mo1MifengMd010001		1		0.5	1	1			1.1	1.1	1.1	1.1		1	5	0.8	2	1			1.25	10									1.6	0							3			1		90830098	90830096	90830094	90830092		9083	900007	900008	100027	900011	908301							908301	908302	908303	908304	908305	908306	908307																																																																																													
90840	9070	9300	3	1		Pei (Extreme)	1			0		Mo1QiuqiujiaoMd010001		1		0.5	1	1			1.5	1.5	1	1		1	5	0.8	2	1			1.25	10									1.6	0							3			1		90780098	90780096	90780094	90780092		9084	900008	100027	900011	970006								908401	908402																																																																																																		
90850	9070	9300	3	1		Chomper (Extreme)	1			0		Mo1ShirenhuaMd010002		1		0.5	1	1			1.5	1.5	1	1		1	5	0.8	2	1			1.25	10									1.6	0							3			1		90780098	90780096	90780094	90780092		9085	900008	100027	900011	970006	908503	908517						908501	908502	908503	908504	908505	908506	908507	908508																																																																																												
91850	9070	9300	3	1		Chomper (Enhanced)	1			0		Mo1ShirenhuaMd010002		1		0.5	1	1			1.5	1.5	1	1		1	5	0.8	2	1			1.25	10									1.6	0							3			1		90780098	90780096	90780094	90780092		9085	900008	100027	900011	970006	908503	908517						908501	908502	908503	908504	908505	908506	908507	908508																																																																																												
92850	9070	9300	3	1		Chomper (Basic)	1			0		Mo1ShirenhuaMd010002		1		0.5	1	1			1.5	1.5	1	1		1	5	0.8	2	1			1.25	10									1.6	0							3			1		90780098	90780096	90780094	90780092		9085	900008	100027	900011	970006	908503	908517						908501	908502	908503	908504	908505	908506	908507	908508																																																																																												
90860	9086	9399	3	1		Popper (Extreme)	1			0		Mo1BopuerMd010001		1		1	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90861	9086	9299	3	1		Popper Reskin 2 (Enhanced)	1			0		Mo1BopuerMd010002		1		1	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90862	9086	9299	3	1		Popper Reskin 3 (Enhanced)	1			0		Mo1BopuerMd010003		1		0.7	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90863	9086	9299	3	1		Popper Reskin 4 (Enhanced)	1			0		Mo1BopuerMd010004		1		0.7	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90864	9086	9299	3	1		Popper - (Red Enhanced)	1			0		Mo1BopuerMd010005		1		1	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90865	9086	9299	3	1		Popper - (Blue Enhanced)	1			0		Mo1BopuerMd010006		1		1	1	1			1	1	1			1	5	0.8	2	1			1.25	10									1.6	0							3			1		90860098	90860096	90860094	90860092		9086	900008	100027	900011	908606	900007							908601	908602	908603	908604	908605	908606	908607	908608	908609	908610																																																																																										
90870	9087	9399	2	2		Jaspers (Extreme)	1			0		Me1YasibeiersiMd010001		1		1	1	1			1	1	1	1		1	5	0.8	2	1	0		0.3	10									2.45	0							3			1		90870098	90870096	90870094	90870092		9087	900007	900008	100027	900011	900051	908799	908797					908701	908702	908703	908704	908705	908706	908707	908708	908709	908710	908711	908712	908713	908714	908715	908716	908717	908718	908719	908720																																																																																
91870	9087	9299	2	2		Jaspers (Enhanced)	1			0		Me1YasibeiersiMd010001		1		1	1	1			1	1	1	1		1	5	0.8	2	1	0		0.3	10									2.45	0							3			1		90870098	90870096	90870094	90870092		9087	900007	900008	100027	900011	900051	908799	908797					908701	908702	908703	908704	908705	908706	908707	908708	908709	908710	908711	908712	908713	908714	908715	908716	908717	908718	908719	908720																																																																																
