Id	Name	FightEventId	CharacterId	SynthesisId	SynthesisCount	Capacity	Quality	Icon	ResolveId	ResolveCount	Exp	Description	IsShowInLibrary	Priority
18104041	Zero: Special	222413	1041002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	300	270	Energy Arrow DMG increases by 300%. When casting Signature Move, each Energy Arrow consumed will generate 3 extra Energy Arrows. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Zero Enhancement.	1	6028
18105011	Storm: Core	222501	1051001	18105012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	Slash Storm (3-Ping + Yellow Orb) DMG increases by 70%. [Tank]: Decrease all Resistances of target hit by 5% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2028
18105012	Storm: Core	222502	1051001	18105013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	Slash Storm (3-Ping + Yellow Orb) DMG increases by 150%. [Tank]: Decrease all Resistances of target hit by 10% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3028
18105013	Storm: Core	222503	1051001	18105014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	Slash Storm (3-Ping + Yellow Orb) DMG increases by 220%. [Tank]: Decrease all Resistances of target hit by 15% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4028
18105014	Storm: Core	222504	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	Slash Storm (3-Ping + Yellow Orb) DMG increases by 300%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5028
18105021	Storm: Overclock 1	222505	1051001	18105022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	Enter Matrix when casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2029
18105022	Storm: Overclock 1	222506	1051001	18105023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	Enter Matrix and gain 1 Yellow Orb when casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3029
18105023	Storm: Overclock 1	222507	1051001	18105024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	Enter Matrix and gain 2 Yellow Orbs when casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4029
18105024	Storm: Overclock 1	222508	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	Enter Matrix and gain 3 Yellow Orbs when casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5029
18105031	Storm: Overclock 2	222509	1051001	18105032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	3-Pings give 5 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2030
18105032	Storm: Overclock 2	222510	1051001	18105033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	3-Pings give 10 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3030
18105033	Storm: Overclock 2	222511	1051001	18105034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	3-Pings give 15 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4030
18105034	Storm: Overclock 2	222512	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	3-Pings give 20 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5030
18105041	Storm: Special	222513	1051001			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	Slash Storm (3-Ping + Yellow Orb) DMG increases by 300%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Storm Enhancement.	1	6031
18106011	Bastion: Core	222601	1061002	18106012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	Yellow Orb Block can reflect DMG to enemies by pings x200%. [Tank]: Decrease all Resistances of target hit by 5% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2031
18106012	Bastion: Core	222602	1061002	18106013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	Yellow Orb Block can reflect DMG to enemies by pings x450%. [Tank]: Decrease all Resistances of target hit by 10% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3031
18106013	Bastion: Core	222603	1061002	18106014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	Yellow Orb Block can reflect DMG to enemies by pings x700%. [Tank]: Decrease all Resistances of target hit by 15% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4031
18106014	Bastion: Core	222604	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	Yellow Orb Block can reflect DMG to enemies by pings x1000%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5031
18106021	Bastion: Overclock 1	222605	1061002	18106022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2032
18106022	Bastion: Overclock 1	222606	1061002	18106023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	Enter Matrix and gain 1 Yellow Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3032
18106023	Bastion: Overclock 1	222607	1061002	18106024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4032
18106024	Bastion: Overclock 1	222608	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5032
18106031	Bastion: Overclock 2	222609	1061002	18106032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	Recover an extra 5 Energy when you Block successfully. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2033
18106032	Bastion: Overclock 2	222610	1061002	18106033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	Recover an extra 10 Energy when you Block successfully. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3033
18106033	Bastion: Overclock 2	222611	1061002	18106034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	Recover an extra 15 Energy when you Block successfully. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4033
18106034	Bastion: Overclock 2	222612	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	Recover an extra 20 Energy when you Block successfully. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5033
18106041	Bastion: Special	222613	1061002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	Yellow Orb Block can reflect DMG to enemies by pings x1000%. [Tank]: Decrease all Resistances of target hit by 20% for 5s. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Bastion Enhancement.	1	6034
18107011	Blast: Core	222701	1071002	18107012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	Long-range cannon attack DMG increases by 50%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2034
18107012	Blast: Core	222702	1071002	18107013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	Long-range cannon attack DMG increases by 100%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3034
18107013	Blast: Core	222703	1071002	18107014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	Long-range cannon attack DMG increases by 150%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4034
18107014	Blast: Core	222704	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	Long-range cannon attack DMG increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5034
18107021	Blast: Overclock 1	222705	1071002	18107022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	Gain 5 Energy when pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2035
18107022	Blast: Overclock 1	222706	1071002	18107023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	Gain 10 Energy when pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3035
18107023	Blast: Overclock 1	222707	1071002	18107024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	Gain 15 Energy when pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4035
18107024	Blast: Overclock 1	222708	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	Gain 20 Energy when pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5035
18107031	Blast: Overclock 2	222709	1071002	18107032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	Enter Matrix after long-range cannon attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2036
18107032	Blast: Overclock 2	222710	1071002	18107033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	Enter Matrix and gain 1 Blue Orb after long-range cannon attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3036
18107033	Blast: Overclock 2	222711	1071002	18107034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	Enter Matrix and gain 2 Blue Orbs after long-range cannon attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4036
18107034	Blast: Overclock 2	222712	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	Enter Matrix and gain 3 Blue Orbs after long-range cannon attack. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5036
18107041	Blast: Special	222713	1071002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	Long-range cannon attack DMG increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Blast Enhancement.	1	6037
18108011	Nightblade: Core	222801	1081002	18108012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	Replication attack DMG increases by 70%. Gain 1 extra Replication attack after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2037
18108012	Nightblade: Core	222802	1081002	18108013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	Replication attack DMG increases by 150%. Gain 1 extra Replication attack after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3037
18108013	Nightblade: Core	222803	1081002	18108014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	Replication attack DMG increases by 220%. Gain 1 extra Replication attack after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4037
18108014	Nightblade: Core	222804	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	Replication attack DMG increases by 300%. Gain 1 extra Replication attack after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5037
18108021	Nightblade: Overclock 1	222805	1081002	18108022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2038
18108022	Nightblade: Overclock 1	222806	1081002	18108023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	Enter Matrix and gain 1 Yellow Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3038
18108023	Nightblade: Overclock 1	222807	1081002	18108024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4038
18108024	Nightblade: Overclock 1	222808	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5038
18108031	Nightblade: Overclock 2	222809	1081002	18108032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	3-Pings give 5 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2039
18108032	Nightblade: Overclock 2	222810	1081002	18108033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	3-Pings give 10 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3039
18108033	Nightblade: Overclock 2	222811	1081002	18108034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	3-Pings give 15 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4039
18108034	Nightblade: Overclock 2	222812	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	3-Pings give 20 extra Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5039
18108041	Nightblade: Special	222813	1081002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	Replication attack DMG increases by 300%. Gain 1 extra Replication attack after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Nightblade Enhancement.	1	6040
18109011	Dawn: Core	222901	1021002	18109012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 50% inside the field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2040
18109012	Dawn: Core	222902	1021002	18109013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 100% inside the field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3040
18109013	Dawn: Core	222903	1021002	18109014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 150% inside the field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4040
18109014	Dawn: Core	222904	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 200% inside the field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5040
18109021	Dawn: Overclock 1	222905	1021002	18109022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	Gain 3 Energy with each damage dealt inside the electric field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2041
18109022	Dawn: Overclock 1	222906	1021002	18109023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	Gain 5 Energy with each damage dealt inside the electric field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3041
18109023	Dawn: Overclock 1	222907	1021002	18109024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	Gain 7 Energy with each damage dealt inside the electric field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4041
18109024	Dawn: Overclock 1	222908	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	Gain 10 Energy with each damage dealt inside the electric field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5041
18109031	Dawn: Overclock 2	222909	1021002	18109032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2042
18109032	Dawn: Overclock 2	222910	1021002	18109033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	Enter Matrix and gain 1 Yellow Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3042
18109033	Dawn: Overclock 2	222911	1021002	18109034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4042
18109034	Dawn: Overclock 2	222912	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5042
18109041	Dawn: Special	222913	1021002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 200% inside the field. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Dawn Enhancement.	1	6043
18110011	Lux: Core	223001	1031002	18110012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	Decreases all Resistance of the imprisoned enemy by 8%. Imprison attack DMG increases by 50%. [Support]: DMG of the whole team increases by 10% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2043
18110012	Lux: Core	223002	1031002	18110013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	Decreases all Resistance of the imprisoned enemy by 12%. Imprison attack DMG increases by 100%. [Support]: DMG of the whole team increases by 20% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3043
18110013	Lux: Core	223003	1031002	18110014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	Decreases all Resistance of the imprisoned enemy by 16%. Imprison attack DMG increases by 150%. [Support]: DMG of the whole team increases by 35% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4043
18110014	Lux: Core	223004	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	Decreases all Resistance of the imprisoned enemy by 20%. Imprison attack DMG increases by 200%. [Support]: DMG of the whole team increases by 50% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5043
18110021	Lux: Overclock 1	223005	1031002	18110022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	Enter Matrix after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2044
18110022	Lux: Overclock 1	223006	1031002	18110023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	Enter Matrix and gain 1 Yellow Orb after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3044
18110023	Lux: Overclock 1	223007	1031002	18110024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4044
18110024	Lux: Overclock 1	223008	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5044
18110031	Lux: Overclock 2	223009	1031002	18110032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	Recover an extra 5 Energy when pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2045
18110032	Lux: Overclock 2	223010	1031002	18110033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	Recover an extra 10 Energy when pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3045
18110033	Lux: Overclock 2	223011	1031002	18110034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	Recover an extra 15 Energy when pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4045
18110034	Lux: Overclock 2	223012	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	Recover an extra 20 Energy when pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5045
18110041	Lux: Special	223013	1031002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	Decreases all Resistance of the imprisoned enemy by 20%. Imprison attack DMG increases by 200%. [Support]: DMG of the whole team increases by 50% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Lux Enhancement.	1	6046
18111011	Entropy: Core	223101	1011003	18111012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	Shooting DMG dealt by Yellow Orb marker increases by 50%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2046
18111012	Entropy: Core	223102	1011003	18111013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	Shooting DMG dealt by Yellow Orb marker increases by 100%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3046
18111013	Entropy: Core	223103	1011003	18111014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	Shooting DMG dealt by Yellow Orb marker increases by 150%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4046
18111014	Entropy: Core	223104	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	Shooting DMG dealt by Yellow Orb marker increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5046
18111021	Entropy: Overclock 1	223105	1011003	18111022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	Gain 1 Blue Orb after pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2047
18111022	Entropy: Overclock 1	223106	1011003	18111023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	Gain 2 Blue Orbs after pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3047
18111023	Entropy: Overclock 1	223107	1011003	18111024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	Gain 3 Blue Orbs after pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4047
18111024	Entropy: Overclock 1	223108	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	Gain 4 Blue Orbs after pinging a Yellow Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5047
18111031	Entropy: Overclock 2	223109	1011003	18111032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	Red Orb DMG increases by 20%. Gain 1 Red Orb after pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2048
18111032	Entropy: Overclock 2	223110	1011003	18111033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	Red Orb DMG increases by 50%. Gain 1 Red Orb after pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3048
18111033	Entropy: Overclock 2	223111	1011003	18111034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	Red Orb DMG increases by 70%. Gain 2 Red Orbs after pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4048
18111034	Entropy: Overclock 2	223112	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	Red Orb DMG increases by 100%. Gain 3 Red Orbs after pinging a Blue Orb. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5048
18111041	Entropy: Special	223113	1011003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	Shooting DMG dealt by Yellow Orb marker increases by 200%. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.) Unlocks Entropy Enhancement.	1	6049
18112011	Luminance: Core	223201	1031003	18112012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	When over-healed, the healed target's DMG increases by 50% for 5s. [Support]: DMG of whole team increases by 10% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2049
18112012	Luminance: Core	223202	1031003	18112013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	When over-healed, the healed target's DMG increases by 100% for 5s. [Support]: DMG of whole team increases by 20% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3049
18112013	Luminance: Core	223203	1031003	18112014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	When over-healed, the healed target's DMG increases by 150% for 5s. [Support]: DMG of whole team increases by 35% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4049
18112014	Luminance: Core	223204	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	When over-healed, the healed target's DMG increases by 200% for 5s. [Support]: DMG of whole team increases by 50% for 5s after healing. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)	1	5049
18112021	Luminance: Overclock 1	223205	1031003	18112022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	When Light Penalty deals DMG outside of a Signature Move, gain an extra 20 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		2050
18112022	Luminance: Overclock 1	223206	1031003	18112023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	When Light Penalty deals DMG outside of a Signature Move, gain an extra 30 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		3050
18112023	Luminance: Overclock 1	223207	1031003	18112024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	When Light Penalty deals DMG outside of a Signature Move, gain an extra 40 Energy. (If you possess 2 or more of the same Buff, the one with higher quality will take effect.)		4050
