Id	Type	Level	Name	CharacterId	Quality	FightEventId	Icon	Description	Priority
208021	20802	1	Nightblade: Overclock 1 I	1081002	2	222805	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Enter Matrix after casting Signature Move.	1149
208022	20802	2	Nightblade: Overclock 1 II	1081002	3	222806	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	1150
208023	20802	3	Nightblade: Overclock 1 III	1081002	4	222807	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	1151
208024	20802	4	Nightblade: Overclock 1 IV	1081002	5	222808	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	1152
208031	20803	1	Nightblade: Overclock 2 I	1081002	2	222809	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3-Pings give 5 extra Energy.	1153
208032	20803	2	Nightblade: Overclock 2 II	1081002	3	222810	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3-Pings give 10 extra Energy.	1154
208033	20803	3	Nightblade: Overclock 2 III	1081002	4	222811	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3-Pings give 15 extra Energy.	1155
208034	20803	4	Nightblade: Overclock 2 IV	1081002	5	222812	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3-Pings give 20 extra Energy.	1156
209011	20901	1	Dawn: Core I	1021002	2	222901	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 50% inside the field.	1157
209012	20901	2	Dawn: Core II	1021002	3	222902	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 100% inside the field.	1158
209013	20901	3	Dawn: Core III	1021002	4	222903	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 150% inside the field.	1159
209014	20901	4	Dawn: Core IV	1021002	5	222904	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	A huge electric field that pulls enemies will be activated after casting Signature Move. Dawn's DMG increases by 200% inside the field.	1160
209021	20902	1	Dawn: Overclock 1 I	1021002	2	222905	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Gain 3 Energy with each damage dealt inside the electric field.	1161
209022	20902	2	Dawn: Overclock 1 II	1021002	3	222906	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Gain 5 Energy with each damage dealt inside the electric field.	1162
209023	20902	3	Dawn: Overclock 1 III	1021002	4	222907	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Gain 7 Energy with each damage dealt inside the electric field.	1163
209024	20902	4	Dawn: Overclock 1 IV	1021002	5	222908	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Gain 10 Energy with each damage dealt inside the electric field.	1164
209031	20903	1	Dawn: Overclock 2 I	1021002	2	222909	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Enter Matrix after casting Signature Move.	1165
209032	20903	2	Dawn: Overclock 2 II	1021002	3	222910	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	1166
209033	20903	3	Dawn: Overclock 2 III	1021002	4	222911	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	1167
209034	20903	4	Dawn: Overclock 2 IV	1021002	5	222912	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	1168
210011	21001	1	Lux: Core I	1031002	2	223001	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Decreases all Resistance of the imprisoned enemy by 8%. Imprison attack DMG increases by 50%. [Support]: DMG of the whole team increases by 10% for 5s after healing.	1169
210012	21001	2	Lux: Core II	1031002	3	223002	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Decreases all Resistance of the imprisoned enemy by 12%. Imprison attack DMG increases by 100%. [Support]: DMG of the whole team increases by 20% for 5s after healing.	1170
210013	21001	3	Lux: Core III	1031002	4	223003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Decreases all Resistance of the imprisoned enemy by 16%. Imprison attack DMG increases by 150%. [Support]: DMG of the whole team increases by 35% for 5s after healing.	1171
210014	21001	4	Lux: Core IV	1031002	5	223004	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Decreases all Resistance of the imprisoned enemy by 20%. Imprison attack DMG increases by 200%. [Support]: DMG of the whole team increases by 50% for 5s after healing.	1172
210021	21002	1	Lux: Overclock 1 I	1031002	2	223005	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Enter Matrix after casting Signature Move.	1173
210022	21002	2	Lux: Overclock 1 II	1031002	3	223006	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	1174
210023	21002	3	Lux: Overclock 1 III	1031002	4	223007	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	1175
210024	21002	4	Lux: Overclock 1 IV	1031002	5	223008	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	1176
210031	21003	1	Lux: Overclock 2 I	1031002	2	223009	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Recover an extra 5 Energy when pinging a Yellow Orb.	1177
210032	21003	2	Lux: Overclock 2 II	1031002	3	223010	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Recover an extra 10 Energy when pinging a Yellow Orb.	1178
210033	21003	3	Lux: Overclock 2 III	1031002	4	223011	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Recover an extra 15 Energy when pinging a Yellow Orb.	1179
210034	21003	4	Lux: Overclock 2 IV	1031002	5	223012	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	Recover an extra 20 Energy when pinging a Yellow Orb.	1180
211011	21101	1	Entropy: Core I	1011003	2	223101	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Shooting DMG dealt by Yellow Orb marker increases by 50%.	1181
211012	21101	2	Entropy: Core II	1011003	3	223102	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Shooting DMG dealt by Yellow Orb marker increases by 100%.	1182
211013	21101	3	Entropy: Core III	1011003	4	223103	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Shooting DMG dealt by Yellow Orb marker increases by 150%.	1183
211014	21101	4	Entropy: Core IV	1011003	5	223104	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Shooting DMG dealt by Yellow Orb marker increases by 200%.	1184
211021	21102	1	Entropy: Overclock 1 I	1011003	2	223105	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Gain 1 Blue Orb after pinging a Yellow Orb.	1185
211022	21102	2	Entropy: Overclock 1 II	1011003	3	223106	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Gain 2 Blue Orbs after pinging a Yellow Orb.	1186
211023	21102	3	Entropy: Overclock 1 III	1011003	4	223107	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Gain 3 Blue Orbs after pinging a Yellow Orb.	1187
211024	21102	4	Entropy: Overclock 1 IV	1011003	5	223108	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Gain 4 Blue Orbs after pinging a Yellow Orb.	1188
211031	21103	1	Entropy: Overclock 2 I	1011003	2	223109	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Red Orb DMG increases by 20%. Gain 1 Red Orb after pinging a Blue Orb.	1189
211032	21103	2	Entropy: Overclock 2 II	1011003	3	223110	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Red Orb DMG increases by 50%. Gain 1 Red Orb after pinging a Blue Orb.	1190
211033	21103	3	Entropy: Overclock 2 III	1011003	4	223111	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Red Orb DMG increases by 70%. Gain 2 Red Orbs after pinging a Blue Orb.	1191
211034	21103	4	Entropy: Overclock 2 IV	1011003	5	223112	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	Red Orb DMG increases by 100%. Gain 3 Red Orbs after pinging a Blue Orb.	1192
212011	21201	1	Luminance: Core I	1031003	2	223201	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When over-healed, the healed target's DMG increases by 50% for 5s. [Support]: DMG of whole team increases by 10% for 5s after healing.	1193
212012	21201	2	Luminance: Core II	1031003	3	223202	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When over-healed, the healed target's DMG increases by 100% for 5s. [Support]: DMG of whole team increases by 20% for 5s after healing.	1194
212013	21201	3	Luminance: Core III	1031003	4	223203	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When over-healed, the healed target's DMG increases by 150% for 5s. [Support]: DMG of whole team increases by 35% for 5s after healing.	1195
212014	21201	4	Luminance: Core IV	1031003	5	223204	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When over-healed, the healed target's DMG increases by 200% for 5s. [Support]: DMG of whole team increases by 50% for 5s after healing.	1196
212021	21202	1	Luminance: Overclock 1 I	1031003	2	223205	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When Light Penalty deals DMG outside of a Signature Move, gain an extra 20 Energy.	1197
212022	21202	2	Luminance: Overclock 1 II	1031003	3	223206	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When Light Penalty deals DMG outside of a Signature Move, gain an extra 30 Energy.	1198
212023	21202	3	Luminance: Overclock 1 III	1031003	4	223207	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When Light Penalty deals DMG outside of a Signature Move, gain an extra 40 Energy.	1199
212024	21202	4	Luminance: Overclock 1 IV	1031003	5	223208	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	When Light Penalty deals DMG outside of a Signature Move, gain an extra 50 Energy.	1200
212031	21203	1	Luminance: Overclock 2 I	1031003	2	223209	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move.	1201
212032	21203	2	Luminance: Overclock 2 II	1031003	3	223210	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	Enter Matrix and gain 2 Blue Orbs after casting Signature Move.	1202
212033	21203	3	Luminance: Overclock 2 III	1031003	4	223211	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	Enter Matrix and gain 3 Blue Orbs after casting Signature Move.	1203
212034	21203	4	Luminance: Overclock 2 IV	1031003	5	223212	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	Enter Matrix and gain 4 Blue Orbs after casting Signature Move.	1204
213011	21301	1	Tenebrion: Core I	1061003	2	223301	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 5% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 5% for 5s.	1205
213012	21301	2	Tenebrion: Core II	1061003	3	223302	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 12% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 10% for 5s.	1206
213013	21301	3	Tenebrion: Core III	1061003	4	223303	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 19% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 15% for 5s.	1207
213014	21301	4	Tenebrion: Core IV	1061003	5	223304	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 26% Extra DMG Bonus for every 10% Energy gained in Dark Form. [Tank]: Decrease all Resistances of target hit by 20% for 5s.	1208
213021	21302	1	Tenebrion: Overclock 1 I	1061003	2	223305	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Unleash 1/2/3-Ping to gain an extra 1/2/3 Energy.	1209
213022	21302	2	Tenebrion: Overclock 1 II	1061003	3	223306	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Unleash 1/2/3-Ping to gain an extra 2/3/5 Energy.	1210
213023	21302	3	Tenebrion: Overclock 1 III	1061003	4	223307	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Unleash 1/2/3-Ping to gain an extra 3/5/7 Energy.	1211
213024	21302	4	Tenebrion: Overclock 1 IV	1061003	5	223308	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Unleash 1/2/3-Ping to gain an extra 4/5/10 Energy.	1212
213031	21303	1	Tenebrion: Overclock 2 I	1061003	2	223309	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 1 random Signal Orb when attacking. 4s cooldown.	1213
213032	21303	2	Tenebrion: Overclock 2 II	1061003	3	223310	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 1 random Signal Orb when attacking. 3s cooldown.	1214
213033	21303	3	Tenebrion: Overclock 2 III	1061003	4	223311	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 1 random Signal Orb when attacking. 2s cooldown.	1215
213034	21303	4	Tenebrion: Overclock 2 IV	1061003	5	223312	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	Gain 1 random Signal Orb when attacking. 1s cooldown.	1216
214011	21401	1	Ember: Core I	1071003	2	223401	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Increase all DMG by 1% for every 2% Thermal Energy gained.	1217
214012	21401	2	Ember: Core II	1071003	3	223402	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Increase all DMG by 2% for every 2% Thermal Energy gained.	1218
214013	21401	3	Ember: Core III	1071003	4	223403	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Increase all DMG by 3% for every 2% Thermal Energy gained.	1219
214014	21401	4	Ember: Core IV	1071003	5	223404	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Increase all DMG by 4% for every 2% Thermal Energy gained.	1220
214021	21402	1	Ember: Overclock 1 I	1071003	2	223405	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	During Enhanced Mode, gain an extra 2 Energy for every Ping.	1221
214022	21402	2	Ember: Overclock 1 II	1071003	3	223406	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	During Enhanced Mode, gain an extra 4 Energy for every Ping.	1222
214023	21402	3	Ember: Overclock 1 III	1071003	4	223407	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	During Enhanced Mode, gain an extra 6 Energy for every Ping.	1223
214024	21402	4	Ember: Overclock 1 IV	1071003	5	223408	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	During Enhanced Mode, gain an extra 8 Energy for every Ping.	1224
214031	21403	1	Ember: Overclock 2 I	1071003	2	223409	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Enter Matrix after casting Signature Move.	1225
214032	21403	2	Ember: Overclock 2 II	1071003	3	223410	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move.	1226
214033	21403	3	Ember: Overclock 2 III	1071003	4	223411	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Enter Matrix and gain 2 Blue Orbs after casting Signature Move.	1227
214034	21403	4	Ember: Overclock 2 IV	1071003	5	223412	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	Enter Matrix and gain 3 Blue Orbs after casting Signature Move.	1228
215011	21501	1	Pulse: Core I	1051003	2	223501	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Increase Overload DMG by 20% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistancess of target hit by 5% for 5s.	1229
215012	21501	2	Pulse: Core II	1051003	3	223502	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Increase Overload DMG by 30% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 10% for 5s.	1230
215013	21501	3	Pulse: Core III	1051003	4	223503	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Increase Overload DMG by 40% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 15% for 5s.	1231
215014	21501	4	Pulse: Core IV	1051003	5	223504	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Increase Overload DMG by 50% after casting Signature Move, can be stacked 5 times. All stacks are reset when Overload ends. [Tank]: Decrease all Resistances of target hit by 20% for 5s.	1232
215021	21502	1	Pulse: Overclock 1 I	1051003	2	223505	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Overload mode activated after casting Signature Move extends by 1s.	1233
215022	21502	2	Pulse: Overclock 1 II	1051003	3	223506	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Overload mode activated after casting Signature Move extends by 2s.	1234
215023	21502	3	Pulse: Overclock 1 III	1051003	4	223507	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Overload mode activated after casting Signature Move extends by 3s.	1235
215024	21502	4	Pulse: Overclock 1 IV	1051003	5	223508	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Overload mode activated after casting Signature Move extends by 4s.	1236
215031	21503	1	Pulse: Overclock 2 I	1051003	2	223509	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Enter Matrix after casting Signature Move.	1237
215032	21503	2	Pulse: Overclock 2 II	1051003	3	223510	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Enter Matrix and gain 1 Red Orb after casting Signature Move.	1238
215033	21503	3	Pulse: Overclock 2 III	1051003	4	223511	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Enter Matrix and gain 2 Red Orbs after casting Signature Move.	1239
215034	21503	4	Pulse: Overclock 2 IV	1051003	5	223512	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	Enter Matrix and gain 3 Red Orbs after casting Signature Move.	1240
216011	21601	1	Crimson Abyss: Core I	1021003	2	223601	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	When Sword Wave lands a critical hit, CRIT DMG increases by 25%.	1241
216012	21601	2	Crimson Abyss: Core II	1021003	3	223602	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	When Sword Wave lands a critical hit, CRIT DMG increases by 50%.	1242
216013	21601	3	Crimson Abyss: Core III	1021003	4	223603	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	When Sword Wave lands a critical hit, CRIT DMG increases by 75%.	1243
216014	21601	4	Crimson Abyss: Core IV	1021003	5	223604	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	When Sword Wave lands a critical hit, CRIT DMG increases by 100%.	1244
216021	21602	1	Crimson Abyss: Overclock 1 I	1021003	2	223605	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 20% for 5s.	1245
216022	21602	2	Crimson Abyss: Overclock 1 II	1021003	3	223606	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 30% for 6s.	1246
216023	21602	3	Crimson Abyss: Overclock 1 III	1021003	4	223607	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 40% for 7s.	1247
216024	21602	4	Crimson Abyss: Overclock 1 IV	1021003	5	223608	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Enter Matrix and gain 1 Blue Orb after casting Signature Move. CRIT Rate increases by 55% for 8s.	1248
216031	21603	1	Crimson Abyss: Overclock 2 I	1021003	2	223609	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Gain 2 Energy when pinging Sword Wave Orbs.	1249
216032	21603	2	Crimson Abyss: Overclock 2 II	1021003	3	223610	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Gain 4 Energy when pinging Sword Wave Orbs.	1250
216033	21603	3	Crimson Abyss: Overclock 2 III	1021003	4	223611	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Gain 6 Energy when pinging Sword Wave Orbs.	1251
216034	21603	4	Crimson Abyss: Overclock 2 IV	1021003	5	223612	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	Gain 9 Energy when pinging Sword Wave Orbs.	1252
217011	21701	1	Astral: Core I	1081003	2	223701	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	Shadow attack DMG increases by 50%.	1253
217012	21701	2	Astral: Core II	1081003	3	223702	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	Shadow attack DMG increases by 100%.	1254
217013	21701	3	Astral: Core III	1081003	4	223703	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	Shadow attack DMG increases by 150%.	1255
217014	21701	4	Astral: Core IV	1081003	5	223704	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	Shadow attack DMG increases by 200%.	1256
217021	21702	1	Astral: Overclock 1 I	1081003	2	223705	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	After casting Signature Move, gain 1 Red Orb. ATK increases by 20% for 10s.	1257
217022	21702	2	Astral: Overclock 1 II	1081003	3	223706	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	After casting Signature Move, gain 2 Red Orbs. ATK increases by 30% for 10s.	1258
217023	21702	3	Astral: Overclock 1 III	1081003	4	223707	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	After casting Signature Move, gain 3 Red Orbs. ATK increases by 40% for 10s.	1259
217024	21702	4	Astral: Overclock 1 IV	1081003	5	223708	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	Gain 4 Red Orbs after casting Signature Move. ATK increases by 50% for 10s.	1260
217031	21703	1	Astral: Overclock 2 I	1081003	2	223709	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	When activating Core Passive, increase ATK by 20% for 10s and gain 4 Energy.	1261
217032	21703	2	Astral: Overclock 2 II	1081003	3	223710	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	When activating Core Passive, increase ATK by 30% for 10s and gain 8 Energy.	1262
217033	21703	3	Astral: Overclock 2 III	1081003	4	223711	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	When activating Core Passive, increase ATK by 40% for 10s and gain 12 Energy.	1263
217034	21703	4	Astral: Overclock 2 IV	1081003	5	223712	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	When activating Core Passive, increase ATK by 50% for 10s and gain 15 Energy.	1264
218011	21801	1	Brilliance: Core I	1091002	2	223801	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 50%. [Tank]: Decrease all Resistances of target hit by 5% for 5s.	1265
218012	21801	2	Brilliance: Core II	1091002	3	223802	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 100%. [Tank]: Decrease all Resistances of target hit by 10% for 5s.	1266
218013	21801	3	Brilliance: Core III	1091002	4	223803	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 150%. [Tank]: Decrease all Resistances of target hit by 15% for 5s.	1267
218014	21801	4	Brilliance: Core IV	1091002	5	223804	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Unleashing charged attacks or Signature Moves will activate teammate's QTE. Charged attack DMG increases by 200%. [Tank]: Decrease all Resistances of target hit by 20% for 5s.	1268
218021	21802	1	Brilliance: Overclock 1 I	1091002	2	223805	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Enter Matrix after charged attack.	1269
218022	21802	2	Brilliance: Overclock 1 II	1091002	3	223806	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Enter Matrix and gain 1 Blue Orb after charged attack.	1270
218023	21802	3	Brilliance: Overclock 1 III	1091002	4	223807	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Enter Matrix and gain 2 Blue Orbs after charged attack.	1271
218024	21802	4	Brilliance: Overclock 1 IV	1091002	5	223808	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	Enter Matrix and gain 3 Blue Orbs after charged attack.	1272
218031	21803	1	Brilliance: Overclock 2 I	1091002	2	223809	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	3-Pings give 4 extra Energy.	1273
218032	21803	2	Brilliance: Overclock 2 II	1091002	3	223810	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	3-Pings give 8 extra Energy.	1274
218033	21803	3	Brilliance: Overclock 2 III	1091002	4	223811	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	3-Pings give 12 extra Energy.	1275
218034	21803	4	Brilliance: Overclock 2 IV	1091002	5	223812	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	3-Pings give 15 extra Energy.	1276
219011	21901	1	Veritas: Core I	1041003	2	223901	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	When in Sniping Mode, each arrow's Basic Attack DMG will be 20% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode.	1277
219012	21901	2	Veritas: Core II	1041003	3	223902	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	When in Sniping Mode, each arrow's Basic Attack DMG will be 40% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode.	1278
219013	21901	3	Veritas: Core III	1041003	4	223903	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	When in Sniping Mode, each arrow's Basic Attack DMG will be 60% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode.	1279
219014	21901	4	Veritas: Core IV	1041003	5	223904	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	When in Sniping Mode, each arrow's Basic Attack DMG will be 80% higher than the last. The DMG buff can be stacked 6 times and is reset when you exit Sniping Mode.	1280
219021	21902	1	Veritas: Overclock 1 I	1041003	2	223905	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	3-Ping DMG increases by 15%. When in Sniping Mode, gain a Red Orb 3-Ping every 4s.	1281
