Id	ChapterId	Name	IsBossNode	IsKeyNode	Type	TypeValue	Icon	PreShowId[1]	PreShowId[2]	PreShowId[3]	PreOpenId[1]	PreOpenId[2]	CostEndurance	RewardId	RewardIcon	CharacterIcon	TimeDesc	Posision[1]	Posision[2]	Title	Explain	EnterIco
125	3	M ll-8	0	0	1	30020309	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	124					6	30020309	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeMoneySp.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	14:00	1		Internal Trouble	Roland finally got his power back. He managed to go around Nithart's surveillance network and sneaked into the core power room of Golden Vortex...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
151	4	M-1	0	1	2	TS00145BA							0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	14:14			Hound or Eagle	Soldiers of Babylonia gathered for the first time in the afternoon. The truth of Golden Antibody was soon announced...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
152	4	M-2	0	0	1	30020401	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	151					12	30020401	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeMoneySp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	14:30	1		The Queen's Fury	The Golden Queen was infuriated by the allegation. She decided to no longer care about the commandant's safety...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
153	4	M-3	0	0	1	30020402	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	152					12	30020402	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	14:50	1		Traitor	One traitor, one key. The conflict between Golden Queen and Gray Raven intensified...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
154	4	M-4	0	0	2	TS00146BA		153					0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	15:01			Unity	The queen's royal guards all appeared. Gray Raven's evacuation plan was interrupted once again.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
155	4	M-5	0	0	2	TS00147BA		154			168		0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	15:11			Total Alert	An hour into the ambush against Gray Raven, Golden Queen once again destroyed the Constructs' formation...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
156	4	M-6	0	1	1	30020404	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	155					12	30020404	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeMoneySp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	15:22	1		Duet	Gray Raven used the secret passage to lose the royal guards, but they were also separated from Nanami…<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
157	4	M-7	0	0	2	TS00148BA		156			160	162	0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	15:33			Prelude of Pandemic	As the power system of Golden Vortex crashed, Babylonia's remote communication was restored. Gray Raven managed to contact Hassen...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
158	4	M-8	0	0	2	TS00149BA		157					0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	15:55			Climb	50 minutes into the evacuation, Gray Raven and other Constructs finally found the correct route.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
159	4	B ll-1	0	0	2	TS00150BA		155			161		0			Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	15:20			Expansion	Minutes into the trap, Karenina discovered the secret to the expanding numbers of golden guards...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
160	4	B ll-2	0	0	1	30020403	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	159					12	30020403	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	15:22	1		Puppet	To get back to the commandant, Karenina must break through the guards without consuming too much energy.<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
161	4	B lll-1	0	0	1	30020405	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	155			156		12	30020405	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	15:23	1		Tearing Metal	Golden Queen prepared special guards catering to the characteristics of Bianca's Construct...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
162	4	B lll-2	0	0	2	TS00151BA		161					0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	15:30			Scorching Hot	7 minutes after Bianca defeated the guards, she encountered another out-of-control guard...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
163	4	M-9	0	1	2	TS00152BA		160	158	162			0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	16:20			Gambit	Far away in the space, an emergency meeting was taking place in Babylonia's ship...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
164	4	M-10	0	0	1	30020407	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	163					12	30020407	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	16:44	1		Two-Way Door	The evacuation would last approximately 2 hours. Karenina and Lee's cross-force collaboration would determine the fate of all Constructs...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
165	4	M-11	1	0	1	30020408	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	164					12	30020408	Assets/Product/Texture/Image/IconToolsSp/ItExpI180020Sp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	17:07	1		Peak Extermination	The power system had collapsed for 90 minutes. Gray Raven and other Constructs arrived at the evacuation point, but Golden Queen followed them...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
166	4	M-12	0	0	2	TS00153BA		165					0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	17:17			Dynasty	Gray Raven successfully held off the royal guards. Infuriated, Golden Queen exposed her biggest weakness...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
167	4	B l-1	0	1	2	TS00154BA		152					0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	14:35			Master Gamer	Kamui was too powerful to be contained. Golden Queen had to separate him from the others...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
168	4	B l-2	1	0	1	30020406	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	167			154		12	30020406	Assets/Product/Texture/Image/IconToolsSp/E1GouliangMd010011Sp.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	14:40	1		Anti-Virus	To slow down the contamination of Punishing Virus in the power system, Kamui needed to run the anti-virus program first...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
169	4	B l-3	0	0	2	TS00155BA		168			166		0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	15:35			Exit	After successfully contaminating the power system, Roland left the Golden Vortex with his damaged Construct...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
170	4	M-13	1	0	1	30020409	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	166	169				12	30020409	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeGemSp.png	Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	17:35	1		Golden Pinnacle	The evening had arrived. Gray Raven faced Golden Queen's final resort...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab04.png
171	4	M-14	0	0	2	TS00156BA		170					0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	17:50			Collapse	Unable to stop her loss, Golden Queen was striped from the Construct. Golden Vortex collapsed, so did her "dynasty"...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
172	4	M-15	0	0	2	TS00157BA		171					0			Assets/Product/Texture/Image/Role/RoleHeadGrayRaven.png	18:08			Source of Disaster	Before sunset, Punishing Virus converted countless defeated guards into Corrupted. They were "reborn" from the Golden Vortex's ruins...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab04.png
