Id	Type	IsInit	GroupId	Quality	Name	ImgSrc	LockDesc	ConvertItemId	ConvertItemCount	Description	WorldDesc	Effect	Priority	LimitType	TimeId	ShowTimeStr	Duration	IsRepetition
9091003	1			5	Deformed Structure	Assets/Product/Texture/Image/RolePlayerSp/RolePlayYixingchonggou01.png	Unlocked by participating in [Deformed Structure] Coating Design Contest	1	10000	Player Portrait	Hard work is the best proof.		310	0		2030/10/1 10:00		
9091004	1			5	Hymn of Victory	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday01.png	Available via Anniversary Event	1	10000	Player Portrait	More than a simple dessert, this cake also pays tribute to all the outstanding contribution make by the commandant. Let the hymn of victory commend your achievements, may mankind's honor always be blessed.		311	0				
9091005	1			5	Thanks for Support!	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer15.png	Participate in limited event [Potato's Attack! Support Solon Lee!] to earn the Portrait	1	10000	Player Portrait	No matter which side you pick, Nanami will always give you best wishes with a hand gesture that she doesn't even understand.		312	0		2030/10/1 10:00		
9091006	1			5	Jasper Gentleman	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer14.png	Obtained after choosing [Potato Server] faction and winning the event	1	10000	Player Portrait	The photo taken to celebrate the potato's victory. Thank you for your contribution! Our potato server will coooonnntinnueee to ppprovide s-s-s-s-table connection in f-f-future		313	0		2030/10/1 10:00		
9091007	1			4	Snow Vanquisher	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer16.png	Awarded to participants of event [Fortune January]	1	10000	Player Portrait	Our highest regards to the trailblazers in the New Year.		314	0		2030/10/1 10:00		
9091008	1			5	Moment of Respite	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday02.png	Awarded to participants of the [A New Divide] sign-in event	1	10000	Player Portrait	The cake carries our wish for you and our gratitude and advice to you—"Thank you for what you did in the past year. Get some rest." Please sit for a while with everyone to create a great memory together. Happy second anniversary, Commandant!		315	0		2023/7/13 2:00		
9091009	1			4	Tiger Roar, Spring Back	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer18.png	Awarded to participants of the event [Spring Blossom]	1	10000	Player Portrait	The gold tiger roars to bring good luck and prosperity in the new year.		316	0		2030/1/27 10:00		
9091010	1			5	Lingering Sweetness	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday03.png	Awarded to participants of the sign-in event [Renaissance du Fantastique]	1	10000	Player Portrait	This festival belongs to everybody. All the memories in the past year have turned into the lingering sweetness on your palate. "You have been our Commandant in the past, and will always be in the days to come." Happy 3rd anniversary, Commandant!		317	0		2030/10/1 10:00		
9091011	1			4	Rabbit Ushers the New Spring	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer19.png	Awarded to participants of the sign-in event [Happy New Year]	1	10000	Player Portrait	The Moon Palace bestows new blessings. The Jade Rabbit glows with new radiance.		318	0		2030/9/29 10:00		
9090008	2		1000	4	Portrait Frame - Ephemeris	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame8.png	Reach the [Ephemeris] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		101	0				
9090009	2		1000	4	Portrait Frame - Purgatory	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame9.png	Reach the [Purgatory] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		102	1			604800	1
9090010	2		1000	4	Portrait Frame - Apogee	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame10.png	Reach the [Apogee] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		103	1			604800	1
9090011	2		1000	4	Portrait Frame - Formless	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame11.png	Reach the [Formless] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		104	1			604800	1
9090012	2		1000	4	Portrait Frame - Masses	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame12.png	Reach the [Masses] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		105	1			604800	1
9090013	2		1000	4	Portrait Frame - Galore	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame13.png	Reach the [Galore] grade in Autopoiesis Maze	1	10000	Portrait Frame	WGAA's latest design. Used to mark the Commandant's progress in exploring Autopoiesis Maze. (You will receive a portrait frame for every grade you reach in the maze)		106	1			604800	1
9090014	2			5	Portrait Frame - Tiger & Clouds	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame22.png	Awarded to participants of the event [Fortune's Favor]	1	10000	Portrait Frame	From the west, the tiger strides along; punishing evil, averting wrong. Its lengthy tail spans the sky's dome, through the heavens the tiger roams.		107	0		2022/12/31 10:00		
9090015	2			5	Portrait Frame - Snow Petals	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame24.png	Awarded to participants of the limited event [Snow Petals]	1	10000	Portrait Frame	Dreams stir; snowflakes bloom. Sighs awaken sleeping shards, leading dreamers to a snow-kissed church. Saints pray here—even if the gods silent, just having you listen is enough. When the forgotten loves and flowers bloom once more, she will return to this place, waiting with a smile for the one who swore an oath to her.		108	0		2024/2/29 8:00		
9090101	2			5	Solon Lee's Diamond Heart	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame14.png	Obtained after choosing [Guardian Solon Lee] faction and winning the event	1	10000	Portrait Frame	The souvenir after a successful defense. Thank you for your faith in Solon Lee! This is not made from potatoes... Absolutely not!		108	0		2030/11/21 12:00		
9090103	2			5	Silky Fragrance	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame16.png	Awarded to participants of the limited event [Scarlet Spring]	1	10000	Portrait Frame	The spring breeze leaves a pleasant fragrance on the silky outfit.		109	0				
9090105	2			5	Star of Revival	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame17.png	Clear Norman Revival Plan - [Cloud Island Deep Hive]	1	10000	Portrait Frame	The ultimate accolade from Norman Mining Corp to its best employee. Let's remember this moment on the path to revival.		110	1		2023/3/15 7:00	2592000	1
9092001	2			5	Deep Tide Scholar	Assets/Product/Texture/Image/RolePlayerSp/HeadFrame23.png	Obtained by completing a certain number of entries in [Reversing Tides] in [Cursed Waves]	1	10000	Portrait Frame	This certificate is granted to those Curse Quellers who, within the crevices of reincarnation, dedicate themselves to unraveling the true nature of the tidal echoes.		111	0				
9092002	1			4	Contract	Assets/Product/Texture/Image/RolePlayerSp/BiancaTheatreRoleHead.png	Obtained by completing a certain number of entries in [Reversing Tides] in [Cursed Waves]	1	10000	Player Portrait	As a gift for fulfilling the contract, the Girl acknowledges your resolve.		112	0				
9053001	1			4	クロロもち	Assets/Product/Texture/Image/RolePlayerSp/RolePlayerJp01.png	新年イベントで獲得	1	10000	プレイヤーアイコン	謎の生物クロロの鏡餅バージョン…食べられないけどね		3	0		2030/10/1 10:00		
9053002	1			4	Portrait - Volatile Priestess	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadJpR3LuxiyaSS.png	Available via event	1	10000	Player Portrait	A portrait representing the ritual to worship wild gods in ancient times. Recreated from old data of the Earth.		3	0				
9053003	1			4	がお～	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadJPYiZhouNian.png	2022年Xmas＆新年ログインボーナスで獲得	1	10000	プレイヤーアイコン	白銀の少女からの寅年の祝福		3	0		2030/10/1 10:00		
9053005	1			4	謹賀新年	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYuanDan2023.png	謹賀新年ログインボーナスで獲得	1	10000	プレイヤーアイコン	指揮官！あけましておめでとうございます！わー！「兎ちゃん」いっぱい！		3	0		2030/1/1 5:00		
9062001	1			4	Joyous Moments	Assets/Product/Texture/Image/RolePlayerSp/EnRoleplayerNewyear01.png	Available via special means	1	10000	Player Portrait	"New Year, New Feels!" —Imochikay Okattayay		2	0				
9062002	1			4	Happy New Year!	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadENYuanDan2023.png	Available [Happy New Year] Sign-in event	1	10000	Player Portrait	Commandant! Commandant! Do you want to become a "rabbit" with us?		50	0		2023/1/1 7:00		
9062003	1			4	Dragonback Reunion	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadENchunjie2024.png	Available [Spring Blossom] Sign-in event	1	10000	Player Portrait	Raise a toast to the New Year and begin an exhilarating dragonback journey.		50	0		2024/2/9 7:00		
